jobname,money,company_name,p_bot,industry,job_bt
自然语言处理工程师,15k-30k,广州棒谷科技股份有限公司,"15k-30k,经验1-3年,硕士",电子商务 / 不需要融资,"
职位描述：

岗位职责：
1.负责网站搜索query分析及语义理解工作；
2.负责网站文本挖掘和建模工作；
3.负责自然语言处理基础模块及知识体系建设； 

工作要求： 
1.数学、统计、计算机相关专业本科及以上学历，一年以上的互联网工作经验； 
2.熟练掌握Python开发，至少掌握除Python外的一门主流语言Java或C++等，熟练使用linux环境； 
3.熟悉常用的自然语言处理、机器学习、数据挖掘算法，并有相关项目经验； 
4.参与过搜索引擎、推荐系统、对话系统等线上系统者优先； 
5.责任心强，积极主动，勇于接受挑战，具有良好的团队合作和沟通能力。

"
自然语言处理工程师,15k-30k,新浪网,"15k-30k,经验1-3年,本科",文化娱乐 / 上市公司,"
职位描述：

工作职责：
负责支持微博、新闻文本分析挖掘工作，包括但不限于分类、关键词标签抽取、相关性、垃圾广告识别等。

岗位要求：
1、一年以上自然语言处理相关工作经验
2、深入理解MapReduce，要求具有Spark/Hadoop/Storm等大规模分布式计算平台的使用经验； 
3、 熟悉数据结构与算法，对NLP理论有一定的研究及应用
4、熟悉Linux环境编程，熟练掌握java/python语言，有良好的编程习惯
5、较强的分析问题和解决问题的能力，勇于面对挑战性问题
6、有自然语言处理、深度学习实施经验优先考虑

"
自然语言处理工程师,15k-30k,宜信,"15k-30k,经验不限,硕士",金融 / 上市公司,"
职位描述：

工作职责： 
1、参与下一代语音对话系统、智能问答系统；
2、结合实际业务场景，应用NLP、AI、ML技术解决实际问题。
 
职位要求：
1、计算机相关专业研究生学历，在研究生期间或者工作期间，有NLP项目经验；
2、有扎实的编程基础，精通C++，Java或Python语言，对算法和数据结构有深入研究有Linux相关平台应用程序开发经验；
3、熟悉NLP方向的基本技术，对NLP方向有整体认知；
4、掌握机器学习相关知识，有深度学习算法经验优先；
5、有对话、搜索、推荐等相关项目经验者优先；
6、责任心强，有较强的学习能力，较好的沟通交流能力，能够迅速融入团队。
 

"
自然语言处理工程师,15k-30k,海知智能,"15k-30k,经验1-3年,本科","移动互联网,数据服务 / A轮","
职位描述：

职位描述：
1、应用自然语言处理技术实现基于问答知识库、知识图谱、无结构文本的问答系统。
2、基于现实遇到的各种问题，探索自然语言处理、机器学习、深度学习等技术解决方案的可能性。

岗位要求： 
1、计算机、统计学相关专业本科以上学历，1年以上相关的实习或工作经验；
2、熟悉自然语言处理、问答系统的关键技术，有中文NLP经验者优先；
3、了解自然语言处理的基本算法与概念，如：分词，词性标注等；
4、熟练使用以下编程语言中的至少一种：Java, C++；
5、熟练使用以下脚本语言中的至少一种：Python, Perl, R等；
6、良好的编程能力、算法设计能力，具备大规模语料数据处理经验者优先；
7、有较强的分析问题解决问题能力， 良好的沟通能力和团队协作精神；
8、能吃苦耐劳，有创业精神，在研发过程中能够独当一面；
9、有开源项目经验优先

"
NLP工程师,20k-30k,VINCI,"20k-30k,经验3-5年,本科",硬件 / B轮,"
职位描述：

【自然语言处理工程师】 
【工作内容】
参与自然语言处理各模块（分词、新词发现、词性标注、命名实体识别、依存句法分析、机器翻译、语义角色标注、信息抽取等）的改进；
负责面向AI平台细分领域的子系统开发；
【职位要求】
具备 3 年以上自然语言相关的研发经验，985/211或同等院校计算机及相关专业本科及以上学历。
至少有 自然语言处理/信息检索/机器学习/数据挖掘/数学 之一的专业背景或相关项目经历。  
熟悉主流的机器学习和深度学习模型，熟悉至少一个深度/机器学习训练库。
熟悉java/python编程语言。
熟悉Linux开发环境，熟练使用至少一种脚本语言shell/awk/python/perl。
善于思考，有较强的分析与解决问题的能力。 
踏实，上进，有较强的沟通协作能力。 

"
自然语言处理,35K-60K,任你说,"35K-60K,经验1-3年,博士",硬件 / 不需要融资,"
职位描述：

职责：
1. 开展最新深度学习方法在NLP领域实践与探究，完成自然语言理解平台的搭建
要求：
1. 自然语言处理、应用数学、计算机相关专业
2. 熟悉经典机器学习算法及前沿深度学习方法，CRF、最大熵、词向量、CNN、RNN、BRNN、Attention Model等
3. 熟悉linux系统，熟悉shell/python/perl至少一门脚本语言
4. 对NLP有研究热情
5. 在ACL、EMNLP等顶级会议发表高质量论文者优先
加分项：
博士学历
有过对话系统开发经验

"
NLP工程师,10k-20k,大洋,"10k-20k,经验1-3年,本科",文化娱乐 / 未融资,"
职位描述：

工作职责：
1.负责自然语言相关的算法研究和实现，包含分词、词性分析、相似度分析、文本聚类等
2.负责新闻传播分析的算法设计和工程实现
任职要求：
1.熟悉自然语言处理常见算法与模型（如 LDA、Word2Vec、CNN/RNN 等）。
2.熟悉机器学习的基本算法与概念，如：逻辑回归、神经网络、决策树等。
3.两年以上的自然语言处理相关的研发经验
4.较好的英文技术文献阅读能力
以下条件优先：
1.精通Java语言
2.熟悉 Apache Hadoop/Spark/Storm 等至少一种分布式系统

"
自然语言处理,10k-20k,爱智慧科技,"10k-20k,经验1-3年,本科","移动互联网,金融 / 天使轮","
职位描述：

岗位描述：
1. 精通自然语言处理技术，有2年以上工作/研究经验; 2. 熟悉常见的自然语言处理问题，包括但不限于分词、词性标注、句法分析、摘要、自然语言生成; 3. 熟悉常用的自然语言处理方法，包括但不限于HMM、CRF、word2vec; 4. 计算机基础知识扎实，对操作系统、编译原理有基本的了解，清楚代码时间与空间复杂度; 5. 至少要掌握一门编程语言，python优先；有2年以上的编程经验; 6. 热爱技术，上进心强，善于思考和合作; 加分项 1. 具有丰富的程序开发经验，有大数据处理经验；熟悉hadoop、spark、storm等大数据分析平台; 2. 了解深度学习（CNN、LSTM等）或者知识图谱相关理论（实体消歧、语义搜索） 3. 熟悉主流的no sql数据库，如mongoDB、HBase、redis; 4. 了解常见的消息系统，例如mq、kafaka.

"
自然语言处理工程师,8k-16k,誉存科技,"8k-16k,经验3-5年,本科",金融 / A轮,"
职位描述：

岗位职责：
1、负责对现有现有自然语言处理基础模型调优，包括分词，词性标注，实体识别/抽取，句法分析等；
2、参与文本情感分析，文本分类等任务；
3、参与搭建围绕企业大数据的知识图谱任务。
任职资格：
1、  语言&工具：
Ø  具有良好的编程基础，熟悉python，有一定的项目经验；
Ø  对自然语言处理相关算法有一定理解和实践经验；
Ø  熟悉Linux开发环境；
Ø  熟悉深度学习框架Tensorflow者优先。
2、  经验&能力：
Ø  对自然语言处理感兴趣，在分词，词性标注，实体抽取，文本分类等问题上有实践经验；
Ø  具有良好的数学基础，能快速学习掌握新的模型算法并能应用到相关任务上；
Ø  在自然语言顶级会议或期刊发表论文者优先。

"
自然语言处理工程师,20k-40k,泛微,"20k-40k,经验1-3年,硕士","移动互联网,企业服务 / 上市公司","
职位描述：

职位描述：    
1、利用相关技术和算法，提供文本分析相关的基础方案与服务；     
2、针对海量文本内容进行中文分词、语义识别、自动聚类等文本挖掘工作；     
3、负责搭建相关的机器学习 & 大数据计算平台；    
4、负责数据和业务的紧密集合。    
任职要求：    
1、熟练掌握自然语言处理NLP相关理论与技术方法；    
2、熟练掌握使用java，数学正则，至少掌握一种脚本语言；    
3、熟悉中英文分词、词性标注、实体识别、句法分析、自动文本分类，关键值提取等自然语言处理技术，熟悉语义分析方法和技术（相似度计算、本体理论、语义推理等）；    
4、熟悉人机对话的前沿方向和研究方向；    
5、熟悉了解人工智能、机器学习等领域的前沿方向与研究动向；    
6、具备将机器学习与自然语言处理的理论转化为实践的能力； 
7、具有相关项目研发经验者（项目主要参与人员）优先；    
8、1年经验，硕士学历以上。    

"
NLP（自然语言处理）,15k-30k,Udesk－企业级智能客服平台,"15k-30k,经验3-5年,本科",其他 / B轮,"
职位描述：

#职位描述：

+ 基于现有业务的文本数据，提升对话系统在多领域、场景下的体验；

+ 语义对话引擎的相关开发，以及新技术和方向的研究。 



#职位要求：

+ 具有2年以上NLP、智能对话相关工作经验，本科或硕士以上学历；

+ 熟练掌握自然语言处理领域的基础理论和方法；

+ 熟练掌握一门以上计算机语言；

+ 有语音识别经验优先。



#职位亮点：

+ 我们已经有大量的付费用户并开始盈利。

+ 我们后台接口日访问量超过5000w。

+ 我们前端用Ember.js，后台用Ruby、Java、Go、Node.js、Erlang。

+ 我们已完成B轮融资，投资方DCM、君联资本

"
NLP工程师,20k-40k,数美,"20k-40k,经验1-3年,本科","企业服务,数据服务 / B轮","
职位描述：

工作职责：
——分析处理海量用户文本数据
——对文本数据进行特征抽取
——构建机器学习模型区分用户行为

任职要求：
——计算机或相关专业，具有一年以上自然语言处理相关的工作经验
——熟悉python及相关机器学习工具
——精通统计语言模型和相关机器学习核心算法
——熟练掌握自然语言处理的算法和技术，具有分词、新词发现、实体词抽取、文本分类、舆情分析等相关的项目经验
——熟悉hadoop、spark等分布式平台


【关于数美】www.ishumei.com
  数美（全称北京数美时代科技有限公司）成立于2015年6月，是一家专业的大数据科技公司。数美依托先进的核心AI技术和海量的数据基础，致力于解决多场景欺诈问题，为客户提供专业、可信赖的服务。团队均来自百度、阿里、腾讯、360、小米等顶尖互联网公司，在大数据、人工智能、机器学习、金融风控等领域有着丰富的实践经验。目前，业务已覆盖金融、支付、直播、社交、电商、O2O等为代表的多个行业领域，其中包括中信银行、用钱宝、人人贷、51信用卡、360、小米、58同城、爱奇艺、熊猫直播、花椒、唱吧等知名企业，截止到2017年6月，服务客户突破1000家。作为大数据反欺诈专业品牌，数美将持续挖掘数据价值，为金融机构、互联网企业提供智能、创新的一站式反欺诈综合解决方案

…………………………………………………………………………
了解更多
数美公司介绍
https://www.ishumei.com/aboutUs/introduction.html 
数美团队介绍
https://www.ishumei.com/aboutUs/team.html 
数美产品介绍
https://www.ishumei.com/product/creditFengkong.html
数美解决方案介绍
https://www.ishumei.com/solution/finance.html 

"
nlp,25k-40k,宜信,"25k-40k,经验不限,本科",金融 / 上市公司,"
职位描述：

职位描述:
1.负责商业智能领域的文本实体识别、语义分析等相关文本挖掘工作。
2.针对海量文本内容进行语义识别，自动分类，主题抽取，情感分析等文本挖掘工作。
3.语义对话相关的开发应用,以及新技术和方向的研究
4.负责从海量数据中进行挖掘数据，构建行业知识图谱，智能问答系统构建。
职位要求:
1.精通自然语言处理相关领域的知识：精通基于统计的自然语言处理方法和基于句法语法分析的自然处理方法，包括句法/语法分析、依存分析、NER、关键词抽取、情感分析、文本分类聚类、文本检索、相似度算法、分词算法、Deep Learning在nlp领域中的应用(例如：word2Vec、RnnLM)等等；
2.在人工智能领域有一定的积累，能够从复杂的业务场景中进行算法选型、算法优化以及不断提升效果，并且能够真正应用在商业环境；
3.Java/Python基础扎实，熟悉hadoop、spark框架者尤佳；
4.在人机交互、智能问答、文本检索、多语言处理等等领域有实际的开发和从业经验者优先；
5.良好的团队合作意识，对技术饱有热情；创新精神，对互联网领域有热情 。

"
自然语言处理工程师,8k-16k,誉存科技,"8k-16k,经验3-5年,本科",金融 / A轮,"
职位描述：

岗位职责：
1、负责对现有现有自然语言处理基础模型调优，包括分词，词性标注，实体识别/抽取，句法分析等；
2、参与文本情感分析，文本分类等任务；
3、参与搭建围绕企业大数据的知识图谱任务。
任职资格：
1、  语言&工具：
Ø  具有良好的编程基础，熟悉python，有一定的项目经验；
Ø  对自然语言处理相关算法有一定理解和实践经验；
Ø  熟悉Linux开发环境；
Ø  熟悉深度学习框架Tensorflow者优先。
2、  经验&能力：
Ø  对自然语言处理感兴趣，在分词，词性标注，实体抽取，文本分类等问题上有实践经验；
Ø  具有良好的数学基础，能快速学习掌握新的模型算法并能应用到相关任务上；
Ø  在自然语言顶级会议或期刊发表论文者优先。

"
自然语言处理,10k-20k,知道创宇,"10k-20k,经验3-5年,本科",信息安全 / C轮,"
职位描述：

岗位职责：
1. 负责NLP基础工程的开发和优化，包括并不限于分词、词性标注、语法分析、语义分析、命名实体识别和命名实体关联关系发现等
2. 通过机器学习解决对文本挖掘和分类的问题
3. 负责自然语言理解相关机器学习算法的研究和实现
4. 负责知识系统、知识图谱方面的研究与开发

职位要求：
* 具有数学、统计学、自然语言理解、人工智能、模式识别、计算机等相关专业的良好基础
* 数据结构和算法基础扎实，编码动手能力强，代码风格优良，编码规范意识强  
* 熟悉语义分析和理解技术，包括相似度计算、知识表示、本体理论、语义网络、机器推理等
* 具有推荐系统、NLP、机器学习等实际项目经验
* 具有实际分词、标签提取，命名实体识别，知识图谱构建相关经验者优先
* 具有网页搜索、垂直搜索、用户行为聚类与分析等经验优先
* 熟悉Linux环境，具有C/C++开发基础，熟练使用python/shell等
* 熟练掌握Hadoop/Hive下的海量数据处理，有Spark使用经验者优先
* 具有快速阅读英文论文和相关文献的能力，能够敏锐跟踪学术和行业动态
* 具备较强的逻辑思维能力、学习创新能力、数据分析能力，以及良好的沟通技巧和团队合作能力

"
自然语言处理工程师,20k-30k,杭州明霖,"20k-30k,经验3-5年,本科",社交网络 / 不需要融资,"
职位描述：

岗位职责：
1.应用机器学习、自然语言处理、深度学习等技术处理海量非结构化文本数据，进行文本反作弊、用户兴趣标签、用户意图识别、自动问答等开发工作。
岗位要求：1.计算机、数学、统计学或相关专业，硕士及以上学历；对概率统计和机器学习基本原理有扎实理解；优秀的编程能力，精通Java或Python语言；3年以上自然语言处理和机器学习经验； 
2.在如下专业领域有丰富经验：分词、词性标注、新词发现、词义消歧、情感分析、主题模型、话题分析、命名实体识别、事件发现、舆情分析、知识图谱，作为主力实现过复杂NLP系统； 
3.能够快速理解业务，通过良好的沟通表达能力和自我驱动动力，快速拿结果； 
4.有反作弊、视频图像识别工作经验优先考虑。

"
自然语言处理工程师,25k-50k,InnoTREE,"25k-50k,经验不限,本科",金融 / B轮,"
职位描述：

岗位描述：
 1.负责分词、命名实体识别、同义词挖掘、用户意图识别等NLP模块；                             
 2.负责机器学习rank模型优化、迭代；
 3.负责机器学习预测模型优化、迭代；
 4.负责金融投融资市场知识图谱挖掘。
任职要求：
 1.计算机本科及其以上学历，三年以上research经验 ；
 2.有较强的算法基础和c/c++编码能力，熟悉linux环境，熟悉python、shell编程；
 3.有丰富NLP、机器学习、数据挖掘、Query分析、用户画像、广告ctr预测等至少一种背景和经历，有在国内著名搜索公司工作经验优先；
 4.有丰富CRF、词性标注、主题模型、CNN、DNN、GBDT等经验；
 5.对创业充满热情，拥有创业经历者优先。

"
自然语言处理工程师,10k-20k,美柚,"10k-20k,经验1-3年,硕士",移动互联网 / D轮及以上,"
职位描述：

岗位职责：
1、应用自然语言处理技术实现实体识别、意图识别、情感分析等相关工作
2、应用文本挖掘技术实现文本聚类分类，知识提取、知识图谱构建等研发工作；
3、负责大规模文本数据处理，包括生文本预处理、过滤，语言模型生成。
任职要求：
1、不限专业，硕士及以上学历，2年以上相关的项目经验；
2、熟悉自然语言处理、文本挖掘的关键技术，有中文NLP经验者优先；
3、了解自然语言处理的基本算法与概念，如：分词，词性标注等；
4、熟练使用以下编程语言中的至少一种：Java, C++， C， Scala；
5、熟练使用以下脚本语言中的至少一种：Python, Perl, R等；
6、良好的编程能力、算法设计能力，具备大规模语料数据处理经验者优先；
7、有较强的分析问题解决问题能力， 良好的沟通能力和团队协作精神；
8、熟悉中文分词标注、文本分类、语言模型、知识库挖掘、问答系统设计等NLP相关算法；
9、有开源项目经验优先

"
自然语言处理研究员,20k-40k,新浪微博,"20k-40k,经验1-3年,硕士",移动互联网 / 上市公司,"
职位描述：

岗位职责：
    以下之一
1. 前沿语义技术在微博信息流特征建设中的应用
2. 语言模型建设和优化，服务包括但不限于语音识别
3. 智能问答（QA）的算法研究和引擎开发
岗位要求：
1. 毕业于211或985院校、统招硕士以上学历，计算机相关专业；
2. 至少掌握一门编程语言（C/C++ 或者 Java）和一门脚本语言（Python或者Perl），有一定的软件开发项目经验；
3. 能够跟踪最新的研究方向；
4. 能够流畅阅读英文文献；
5. 有相关工作经历或实验室背景优先；了解当前智能问答的方法优先；对前沿语义技术在微博媒体阅读应用有深刻理解者优先；
6. 了解深度学习在自然语言处理上应用的优先。

"
自然语言处理,16k-32k,百分点,"16k-32k,经验1-3年,硕士",数据服务 / D轮及以上,"
职位描述：

岗位职责：   1、多语言自然语言处理
3、知识图谱的构建、补全、推理等  
  职位要求：   1、硕士及以上学历，计算机、数学等相关专业  
2、精通使用Python/JAVA/C/C++等一种编程语言
3、熟悉常见机器学习算法（如LR、SVM、RF、NB、CRF、LDA等）
4、熟悉自然语言处理、对NLP有系统性理解
5、对深度学习有深入理解者优先
6、有海量数据分析、挖掘经验者优先 

在百分点你将获得：   1、成长迅速、宽阔的舞台、没有天花板   目前公司的客户和业务增长迅猛，团队处于快速发展阶段，在这里你将获得大量的锻炼机会，快速成长。      优秀的团队环境   公司目前规模超过500人。 在机器学习领域有丰富的理论和实战经验，而且公司的科学委员会成员都是学术界的顶尖学术大拿，技术交流及分享氛围浓厚。      优厚的长短期回报   提供餐补、交通补等各种补助、有竞争力的薪资、全员持股。只有你足够优秀，待遇没有上限。
 
关于公司： 公司占拥有目前国内最专业的推荐引擎技术平台（为客户创造的收入超过50个亿）、最大的跨网站消费偏好平台（覆盖了中国超过75%的互联网用户），专注为电子商务企业提供站内流量转化、大数据分析和营销的整体解决方案。 目前公司的大数据服务已经在电商、零售、汽车、金融等多个行业为超过1000家企业提供成功的技术及产品服务，而且刚刚获得2500万美元的C轮融资，凭借优秀的技术和创新能力跻身中国大数据分析厂商TOP50，同时榜上有名的还有IBM、ORACLE、GOOGLE、AMAZON等著名企业。 公司目前发展非常迅猛，业务越来越多，而且今年在技术上会有巨大的投入，对人才是求贤若渴，有志于在大数据行业有所建树的同学，这里是你施展才华的最佳舞台。  
简历请发送至 wei.huang ""AT"" baifendian.com

"
