jobname,money,company_name,p_bot,industry,job_bt
语音识别科学家（AILab）,30k-50k,好未来,"30k-50k,经验3-5年,硕士","移动互联网,教育 / 上市公司","
职位描述：

任职资格： 
1、全球顶级名校语音识别、机器学习、自然语言处理等领域的计算机科学、电子工程或其它人工智能相关专业博士；
2、有语音识别/合成、机器学习、人工智能、计算机视觉、自然语言处理、机器翻译、等领域全球领先企业的工作经验；
3、精通至少一种编程语言，包括但不限于Java、C/C++、C#、Python等；
4、在计算机科学顶级会议和期刊如NIPS、ICML、Interspeech、ICASSP、ASRU、ACL、EMNLP等发表过论文，有深度学习学术或工程项目经验者优先考虑。 
工作职责： 
1、负责语音识别/合成方向的技术研发工作，包括但不限于语音前端处理、声学模型/语言模型的建立、语言解码、语音合成(TTS)等；
2、负责语音识别/合成方向前沿问题的探索与研究，结合未来实际应用场景，提供全面的技术解决方案。
3、负责跟进行业前沿技术发展趋势，跟踪国际最新算法发展方向和相应技术

"
语音识别算法工程师,30k-60k,小米,"30k-60k,经验3-5年,本科",移动互联网 / D轮及以上,"
职位描述：

岗位职责：
1、负责语音识别相关算法的研究和开发，包括但不限于语音前端处理、声学模型训练、解码器开发优化；
2、跟踪国内外最新的技术情况。

任职要求：
1、熟悉语音信号处理、语音识别、神经网络等相关算法，了解识别、合成、增强各模块的关键技术；
2、熟练掌握Java/C/C++等其他编程语言；
3、有语音识别系统研发经验者优先。

"
模式识别算法工程师,20k-40k,捷通华声,"20k-40k,经验1-3年,硕士","移动互联网,数据服务 / 不需要融资","
职位描述：

职位描述：1. 负责或参与图像模式识别算法的研究并负责算法的编码实现；2. 与清华大学研究机构合作，参与图像分类与识别，检索的研究工作。
任职资格：1.学历要求：  -毕业于统招硕士及以上学历。2.工作经验：  -3年以上工作经验，熟悉C/C++，有算法研究背景经验。3.能力要求：  -具备一定的空间想象能力；  -具有强烈的研究兴趣与学习意愿，具备较好的学习能力、问题分析能力、以及问题解决能力；  -良好的沟通协调能力和团队合作意识，能够主动总结和分享自己的研究经验；  -英文良好，知识面广、研究能力强，了解国内外图像识别技术的发展状况。4.素质要求：  -工作踏实，态度积极，能够承受工作压力，能适应严格项目管理；  -责任心强，正直诚实，值得信赖。5.优先考虑： -有文字识别、人脸识别、指纹识别、掌纹识别研究背景者； -熟悉CNN、RNN、DNN等深度学习算法经验者。

"
【招聘】语音识别算法工程师（解码器）,20k-35k,鲸航科技,"20k-35k,经验1-3年,本科","移动互联网,教育 / 天使轮","
职位描述：

职位职责：
1. 负责语音识别中核心解码器的速度和效率优化；
2. 配合产品部门开发一些面向用户的语音产品；

职位要求：
1. 计算机或相关专业的优秀本科生、硕士或博士学位，有良好的科研能力；
2. 精通C++开发，CUDA开发；数据结构和算法基础扎实；
3. 熟悉Kaldi、Tensorflow等深度学习开发工具及框架；
4. 具有良好的沟通能力和团队合作精神；
5. 自己独立实现过语音识别解码器者优先；
6. 有在生产环境下智能系统开发者优先；
7. 有CUDA或其他GPU并行计算语言开发经验者优先

"
语音识别工程师（声学模型）,20k-35k,智元未来,"20k-35k,经验1-3年,本科","移动互联网,教育 / 未融资","
职位描述：

职位职责：
1. 负责声学模型训练和准确率优化；
2. 负责韵律模型构建和准确率优化；
3. 跟踪国内外语言识别技术的发展，保持本领域的技术先进性性；

职位要求：
1. 计算机或相关专业的优秀本科生、硕士或博士学位，有良好的科研能力；
2. 熟练使用C++，熟练使用shell或者python；
3. 数据结构和算法基础扎实；
4. 熟悉Kaldi、Tensorflow等深度学习框架者优先；
5. 有语音识别、语言学习相关背景者优先；
6. 具有良好的沟通能力和团队合作精神；

"
图像识别-产品经理-北京-02782,25k-35k,搜狗,"25k-35k,经验5-10年,本科","移动互联网,数据服务 / C轮","
职位描述：

【项目介绍】
搜狗图片搜索汇集亿万网页图片，提供写真、海报、壁纸、素材等满足用户对不同类型图片需求；同时在图像识别研究方面成果卓著，搜狗识图首次在中文领域内实现“以图搜图”的全新功能，标志着中文互联网正式走入读图时代。这里有深度学习、图像识别方向的技术大牛与你一块研究图像方向最前沿的技术，并广泛应用到搜狗搜索的各项产品中，开拓更多内外部业务的应用合作。
【职位诱惑】
公司级战略重点项目,核心部门,发展空间巨大。
宇宙中心,和精英团队一起努力工作,努力玩。
【工作职责】
1.方向性决策：负责图像识别处理相关方向，把握AI及图像行业发展趋势，密切跟进并定期分析行业发展和竞争对手动态，提出产品方向性对策；
2.产品规划和设计：深刻了解业务需求，结合公司战略以及产品线发展，进行产品架构规划，并制定相关落地计划，并把控效果和能力的输出；
3.项目&合作管理：驱动性连接应用层和图像处理技术，拓展内外部合作项目，并对产出和时间进行严格管理。
【任职资格】
1.本科及以上学历，3年以上AI领域或图像领域产品的相关经验，有B端工作经验者优先。
2.热爱并了解互联网行业，了解互联网，对用户行为有深刻的认识，具备对用户需求良好的判断能力和严谨的逻辑思维能力
3.具备丰富的产品设计、数据分析经验
4.高效执行力，善于沟通、团队协作、资源整合
5.有鲜明的个性和坚持多年的特长或爱好

"
今日头条语音识别科学家,25k-50k,今日头条,"25k-50k,经验3-5年,本科","移动互联网,数据服务 / C轮","
职位描述：

        职位职责：
1、熟悉前端信号处理算法（特征提取，端点检测，语音增强等）；
2、熟悉大规模声学建模算法（CE，CTC，sMBR），具备在上万小时数据集上模型训练经验；
3、熟悉大规模语言建模算法（N-gram，Rnnlm），具备在TB级语料上的模型训练经验；
4、熟悉大规模通用解码引擎优化，具备大规模WFST构图与优化经验；

职位要求：
1、具备语音识别，自然语言处理领域行业领先企业的工作经验者优先；
2、全球／全国名校语音识别、自然语言处理等领域的AI、EE、CS相关专业的博士硕士；
3、熟练掌握Kaldi，SRiLM，RNNLM，TensorFlow等社区开源工具中的一种及以上；
4、精通C/C++，Python，Shell编程语言，对数据结构和算法设计有深刻理解；
5、在相关国际会议或主流期刊上发表论文者优先（ICASSP，Interspeech，ASRU）。
        
"
声纹识别岗,35k-70k,京东金融,"35k-70k,经验3-5年,本科",金融 / 上市公司,"
职位描述：

岗位职责：1）参与声纹识别、身份认证等技术的研发；2）参与声纹研发和身份认证技术的产品化落地。职位描述：1）声纹识别系统的数据处理、模型训练、结果分析、实验验证；2）跟踪国内外最新的声纹识别相关先进技术。任职要求：1） 精通c++和python语言，有很强的代码实现能力；2） 了解语音信号处理/模式识别/统计分析的相关背景知识，有GMM/SVM/CRF/MaxEnt/HMM/DNN/CNN/RNN的研究背景；2） 熟悉常用的深度学习算法，包括cnn、dnn、rnn、lstm等，并对深度学习原理和实现具有深刻理解；3） 熟悉至少一种深度学习框架，包括kaldi、tensorflow、caffe、mxnet等；4） 在学术会议期刊发表过相关论文者优先，有算法优化经验者优先；5） 较强的学习能力，具有良好的沟通能力，以及团队合作意识。

"
音频或图像处理识别算法工程师,20k-40k,一下科技,"20k-40k,经验1-3年,本科","移动互联网,文化娱乐 / D轮及以上","
职位描述：

职位描述: 
   音视频相关算法的研发，包括基于内容的视频分析，音频特征检测识别等相关算法的开发和产品化。
技能要求：
1、计算机相关专业，硕士以上学历
2、有3年以上图像或音频处理经验，机器学习相关工作经验
3、工程能力较强，熟悉Hadoop，Linux系统以及相关编程环境。
4、有较强的编程能力，熟悉 C，C++或者 Java
5、有良好的沟通能力与团队合作精神。

"
人工智能字符识别算法专家,25k-50k,爱咔咔,"25k-50k,经验3-5年,硕士","移动互联网,O2O / A轮","
职位描述：

Job Description：

1. 负责光学字符识别（OCR）的算法研究和工程实现；
2. 通过持续优化人工智能识别算法和机器学习模型，提升光学识别的准确度和效率，提升应用的客户感知； 
3. 负责光学识别的研发、产品化落地； 
4. 负责跟进行业前沿技术发展趋势，跟踪国际最新算法发展方向和相应技术。

Qualify：
1. 毕业于211或985院校、统招硕士以上学历，计算机相关专业；
2. 了解当前光学字符识别的方法，能够跟踪最新的研究方向；
3. 有图像处理/信号处理/模式识别/统计分析的相关背景知识；
4. 熟练掌握C++或Python，有一定的软件开发项目经验；
5. 能够流畅阅读英文文献，有论文和技术博客优先
6. 有相关工作经历或实验室背景优先；
7. 有LR/GMM/SVM/HMM/DNN/CNN/RNN的研究背景者优先；
8. 熟练掌握CUDA编程，熟悉OpenCV，
9. 能够在TensorFlow/Torch/Caffe/Mxnet上开展实验者优先。

"
图像识别工程师,20k-40k,数美,"20k-40k,经验1-3年,本科","企业服务,数据服务 / B轮","
职位描述：

360、小米、百度等顶级互联网公司联合投资，顶级大数据公司
 
职位描述：
1、从事自然图像分类，人脸检测、识别，文本识别（OCR）等相关领域的算法、模型研发
2、优化识别引擎、提高识别效率及成功率； 
 
 
任职要求:
1、计算机、电子或数学等相关专业
2、有扎实的数学基础，具备模式识别、图像处理、机器学习等基础知识
3、熟悉图像处理、模式识别算法，对深度学习算法有深入理解； 
4、有过ocr、人脸识别或其他图像识别相关工作或研究经验者优先；
5、对技术充满热情，注重创新性思维，并能逐步在业务中落地；
 
公司福利待遇
有竞争力的薪酬
期权奖励
五险一金+商业保险
午餐+晚餐补助
交通+通讯+电脑补贴
结婚+生育+丧葬+住院礼金
伯乐奖金
年假8天起+带薪病假
年度体检、零食畅享、团队建设、生日会、弹性办公

【关于数美】www.ishumei.com
【关于数美】数美（全称北京数美时代科技有限公司）成立于2015年6月，是一家专业的大数据科技公司。数美依托先进的核心AI技术和海量的数据基础，致力于解决多场景欺诈问题，为客户提供专业、可信赖的服务。团队均来自百度、阿里、腾讯、360、小米等顶尖互联网公司，在大数据、人工智能、机器学习、金融风控等领域有着丰富的实践经验。目前，业务已覆盖金融、支付、直播、社交、电商、O2O等为代表的多个行业领域，其中包括中信银行、用钱宝、人人贷、51信用卡、360、小米、58同城、爱奇艺、熊猫直播、花椒、唱吧等知名企业，截止到2017年6月，服务客户突破1000家。作为大数据反欺诈专业品牌，数美将持续挖掘数据价值，为金融机构、互联网企业提供智能、创新的一站式反欺诈综合解决方案

…………………………………………………………………………
了解更多
数美公司介绍
https://www.ishumei.com/aboutUs/introduction.html
数美团队介绍
https://www.ishumei.com/aboutUs/team.html
数美产品介绍
https://www.ishumei.com/product/creditFengkong.html
数美解决方案介绍
https://www.ishumei.com/solution/finance.html 

"
算法工程师（图形图像处理/识别）,7k-12k,度量科技,"7k-12k,经验不限,硕士",硬件 / 未融资,"
职位描述：

工作内容：
1.对算法进行验证、实现和优化；
2.从事图像处理和计算机视觉算法的研究和开发；
3.与其他参与项目的人员共同合作，协助完成各种相关测试。
任职要求：

全日制统招硕士学历；取得英语六级合格证书；
本科或硕士为数学或统计相关专业（计算数学、逻辑学、应用数学、统计学等、信息与计算科学、运筹学与控制论，最优化方向优先）；
具备图形图像处理、图形图像识别算法相关项目经验的优先；
掌握最优化算法相关知识，了解一些经典算法的思想。了解LM算法。学习过最优化算法、数值计算方法、数值分析、算法导论、计算方法、线性代数课程者优先。
了解机器视觉基本概念,了解模式识别、物体追踪、3D建模相关知识。
可以使用C/C++/Matlab等语言之一对算法进行验证。
有一定的数学和编程基础，掌握矩阵的常见变换运算，如QR分解、SVD分解等。


"
声纹识别工程师-滴滴研究院(J170525450),15k-25k,滴滴出行,"15k-25k,经验不限,不限",移动互联网 / 不需要融资,"
职位描述：

        岗位职责
1. 负责声纹识别新算法的研发，涉及信道鲁棒、噪音消除； 
2. 负责声纹识别内核的开发和优化； 
3. 参与语音技术在出行和车载领域的新应用研发。 
岗位要求：
1. 语音识别、声纹识别方向硕士及以上学历； 
2. 有相关工作经验和相关方向EI或SCI文章者优先； 
3. 熟悉C或C++开发。


"
语音工程师,30k-40k,诚壹财富,"30k-40k,经验3-5年,本科","移动互联网,金融 / A轮","
职位描述：

职位描述：
1. 为智能机器人提供语音信号处理技术
2、研发机器人语音增强及语音识别算法，包括语音增强模型、声学模型、语言模型、词典构造和解码器等技术模块；
任职要求： 
1. 熟悉语音识别技术，包括 GMM, HMM, DNN, LTSM 等常用技术
2. 熟悉多种开源工具（如Kaldi，SRiLM, RNNLM, TensorFlow），具备较强的开源技术集成能力者优先；
3. 熟练掌握 Python, C/C++ 编程能力强

"
语音识别算法科学家,20k-40k,马上金融,"20k-40k,经验3-5年,本科","金融,移动互联网 / 不需要融资","
职位描述：

工作职责：
1、 语音识别技术及相关算法的研究与开发；
2、 语音识别系统的数据处理、模型训练、结果分析、实验验证；
3、 基数据的模型训练、词汇量连续语音识别系统的开发;
4、 跟踪国内外最新的语音识别相关先进技术;
 
任职资格：
1、 学历要求：统招硕士以上学历、信号处理、计算机、电子信息等相关专业
2、 经验要求：3年以上语音识别相关算法研究 
3、 技术要求：
（1）有Linux操作系统下C/C++/Java 及 Python/Perl 编程的扎实功力及经验；
（2）有Kaldi，CMU Sphinx 等开源项目经验；
（3）精通语音识别/模式识别/神经网络/信号处理、机器学习等相关算法;
4、 通用要求：
（1）有较强的自学习能力和团队协作精神
（2）具有较好的沟通能力，思路清晰，善于思考，能独立分析和解决问题。 
（3）有强烈的责任心和团队合作精神，良好的抗压能力，心态积极，能主动融入团队。
 

"
图像处理与识别研发工程师,15k-30k,好未来,"15k-30k,经验1-3年,本科","移动互联网,教育 / 上市公司","
职位描述：

工作职责：1. 负责学而思网校图像识别技术，尤其是OCR技术的研发和优化2. 负责沟通、承接和实施图像处理、识别业务的需求工作要求：1. 为人踏实负责，具有团结合作精神；2. 本科及以上学历，工作2年及以上；3. 掌握c/c++语言，熟悉常用算法、数据结构和设计模式，熟练使用openCV；4. 1年以上图像处理、识别经验，包括但不限于：传统图像处理算法，特征描述提取、图像匹配、目标定位、图像分析等，擅于特定背景或样本的算法设计和方案定制；5. 有OCR项目经验者优先6. 有机器学习背景者优先

"
指纹识别算法工程师（FPR）,20k-40k,捷通华声,"20k-40k,经验1-3年,硕士","移动互联网,数据服务 / 不需要融资","
职位描述：

北京捷通华声科技股份有限公司成立于2000年，是一家专注于智能语音、智能图像、语义理解等人工智能技术的研究与应用的高新技术企业。公司率先推出了全球首个全方位人工智能开放平台—灵云平台（aicloud.com），将语音交互、图像识别、语义理解、生物特征识别等技术完美整合，实现并提供全方位一体化的人工智能技术解决方案与服务，并在滴滴打车、携程、京东、小米、百度、农业银行、中信银行、太平洋保险、奔驰等多家知名企业得到广泛应用。2013年，清华大学产业基金入资捷通华声，成为公司第二大股东，随后双方共同创立“清华灵云人工智能研究中心”。

    
职位描述：1.负责指纹识别（FPR）的算法研究和工程实现；2.通过持续优化人工智能识别算法和机器学习模型，提升指纹识别的准确度和效率，提升应用的客户感知； 3.负责指纹识别的研发、产品化落地； 4.负责跟进行业前沿技术发展趋势，跟踪国际最新算法发展方向和相应技术。
任职资格：1.学历要求： -毕业于统招硕士及以上学历，计算机相关专业。2.工作经验： -有相关工作经历或实验室研究背景。3.能力要求： -了解当前指纹识别的方法，能够跟踪最新的研究方向； -有图像处理/信号处理/模式识别/统计分析的相关背景知识； -熟练掌握Python/Matlab/C++，有一定的软件开发项目经验； -有LR/Adaboost/GMM/SVM/CRF/MaxEnt/HMM/DNN/CNN/RNN的研究背景，熟练掌握CUDA编程； -能够流畅阅读英文文献。

"
智能驾驶‑唇语识别方向-北京-02909,15k-30k,搜狗,"15k-30k,经验3-5年,本科","移动互联网,数据服务 / C轮","
职位描述：

【职位名称】计算机视觉算法/深度学习算法研究员‑唇语识别方向
【项目介绍】
基于搜狗自有的语音识别和语义理解技术，开发实现车载语音助手App，针对车内场景定制开发车载音乐和车载电台等App，再配合搜狗地图或高德地图，为用户提供整套的智能车载语音解决方案。让用户在开车的过程中可以完全使用语音控制导航、听音乐、收发信息等操作，驾驶更加安全!
【职位诱惑】
团队具有很强的技术能力，乐于分享，具有很好的学习、提升自身能力的氛围。
智能车联网也是目前各大公司都着重投入和发展的方向，具有很好的发展前景。
【特别提示】搜狗欢迎专情的你，所以提醒你只能选择两个项目，请慎重投递。
【岗位职责】
1. 从事唇语算法的研发工作；
2. 负责相关产品的研发以及产品化落地。
【任职条件】
1. 计算机、信息处理和模式识别等相关专业硕士及以上学历；
2. 熟悉机器学习或者模式识别领域的相关算法；
3. 有深度学习研发背景，熟悉CNN、LSTM等深度学习网络模型，熟悉至少一种深度学习训练工具(Caffe/Theano/Keras/ConvNet/TensorFlow/Torch等)；
4. 有声学模型、语言模型相关背景者优先考虑

"
