jobname,money,company_name,p_bot,industry,job_bt
资深深度学习工程师,35k-50k,Gridsum 国双,"35k-50k,经验5-10年,硕士","数据服务,企业服务 / 上市公司","
职位描述：

岗位职责：
负责深度学习技术研发工作，探索学术界和业界前沿算法和技术，将深度学习方法应用到自然语言处理、计算机视觉等项目中，提升各项目整体效果。具体工作方向包括但不限于：智能客服、信息检索、物体检测等

任职要求：
1.模式识别、人工智能、数学、计算机等相关专业，硕士及以上学历；
2.掌握深度学习的基本理论和业界最新实践动态
3.有丰富的深度学习工程实战经验，精通模型优化
4.具有较强编程能力，熟练使用python

"
深度学习云工程师-开发方向,18k-35k,爱奇艺,"18k-35k,经验3-5年,本科","广告营销,文化娱乐 / D轮及以上","
职位描述：

岗位职责：
1.负责算法应用商店前后台开发，支持各类深度学习算法的评测，对比及使用；
2.负责标注系统的前后台开发，支持文本，图片， 音频，视频的标注。

岗位要求：
1.本科计算机相关专业，学习能力强，有阅读英文文档、书籍的良好习惯
2.熟练使用 HTML5，CSS3，JavaScript 的各种特性；
3.熟悉至少一种前端框架，包括但不仅限于jQuery, React, Angular,      Vue ；
4.熟悉至少一种 UI 设计框架，包括但不仅限于 Bootstrap, Material Design, Ant Design；
5.熟悉至少一种后端开发常用语言，包括但不仅限于 Python, Go, Java,      Ruby, NodeJS, PHP，有使用该语言搭建网站的经验，熟悉 RESTful Web APIs 规范；
6.熟悉 Linux 开发环境， 对代码有良好的版本管理习惯；
7.对全栈技术有持续的热情，逻辑性强，善于合作。

加分项：
    1. 对机器学习领域有一定的兴趣及了解；
    2. 对一种或多种前后端框架源码有深入了解。

"
深度学习系统开发工程师,20k-40k,Face++,"20k-40k,经验3-5年,本科","移动互联网,硬件 / C轮","
职位描述：

工作职责：负责公司 Research 平台中深度学习相关系统开发。任职资格：1. 熟练掌握 C++ 和 Python 语言。2. 有经验或兴趣开发工业级深度学习训练、发布系统，如 TensorFlow，Caffe2.3. 了解开源社区。4. 有开源项目贡献者加分。5. 有分布式系统经验者加分。

"
机器学习,30k-50k,Udesk－企业级智能客服平台,"30k-50k,经验3-5年,本科",其他 / B轮,"
职位描述：

职位描述：
+ 企业服务领域智能化场景的业务分析、数据建模和数据优化。


任职要求：
+ 3年以上相关工作经验，有落地的产品；
+ 优秀的业务理解、目标制定、沟通能力；
+ 精通机器学习算法，丰富的数据分析、挖掘、建模经验，有NLP经验更佳；
+ 有TensorFlow/Theano/Keras/Caffe/Torch等深度学习工具经验；
+ 良好的开发能力（SQL/Java/Python/R/Scala等），了解大数据开发平台（Hadoop/Hive/Spark/Storm)。

职位亮点：
Udesk是国内领先的企业级智能客服平台，拥有数千家企业用户，为企业提供了一套集智能问答、即时通讯、VoIP、工单、知识库、数据分析为一体的完整的客服系统解决方案。
Udesk知名客户有海底捞、星巴克、凯撒旅游、中青旅耀悦、金山WPS、每日优鲜、58转转、宝洁等。覆盖了餐饮、本地生活、旅游、O2O、企业服务等行业。
Udesk去年6月完成B轮1亿人民币融资，投资方为君联资本、DCM。公司收入增长迅速，有大量的付费用户并开始盈利。
Udesk前端用Ember.js，后台用Java、Ruby、Go。日接口调用量超过200,000,000次。

"
IRA-深度学习工程师,10k-20k,AI考拉,"10k-20k,经验不限,硕士",金融 / A轮,"
职位描述：

岗位职责:
1. 参与深度学习框架的搭建，包括机器学习、NLP等算法系统的研发；2. 深入分析现有算法，给出有效的优化解决方案，并在现有的算法基础上进行新算法和模型的开发 。

任职要求
1. 有较深厚的机器学习与深度学习基础，了解常用的网络结构与应用场景；2. 动手能力强，能快速实现论文成果，并进行调优；3. 熟悉使用深度学习框架，有Tensorflow, PyTorch, Caffe等实践经历；4. 思维敏捷，较强的学习能力，乐于解决具有挑战性的问题。

"
深度学习工程师,25k-50k,zilliz,"25k-50k,经验1-3年,本科","企业服务,数据服务 / A轮","
职位描述：

岗位描述：
负责深度学习算法的架构、设计、开发和测试

岗位要求：
1. 计算机相关专业本科以上学历
2. 2年以上应用深度学习算法开发商业项目经验
3. 熟练掌握C/C++和Python
4. 有1年以上TensorFlow使用经验，或者掌握其他至少一种深度 学习框架(Caffe、MxNet、Theano、Torch中任一种)
5. 会使用git进行代码协同管理
6. 具备良好的文档编写能力
7.有很强的逻辑思维能力、独立解决问题能力和学习能力

有以下经历者优先：
1. 985/211高校
2. 有ACM等大赛经历
3. 有CUDA并行编程及调优经验
在github发布或参与过其他开源项目
在技术博客或者论坛中发表文章

"
机器学习,15k-20k,YY Inc,"15k-20k,经验3-5年,本科",移动互联网 / 上市公司,"
职位描述：

岗位职责:1、负责直播产品的相关工作；2、负责训练数据的采集、标注与整理；神经网络的搭建与模型训练；3、负责目标检测、分割、识别的算法实现与仿真实验。
任职资格:1、计算机、数学及相关专业，硕士及以上学历； 2、有图像处理\模式识别\计算机视觉\机器学习相关背景； 3、熟悉opencv、dlib、caffe等计算机视觉处理工具； 4、熟悉sklearn等机器学习算法包； 5、熟悉matlab\python\c\c++，具有较强的编程能力； 6、熟悉linux开发环境优先；有一定的软件开发项目经验； 7、在人脸识别、OCR、物体检测、物体识别、场景识别、图像语义分割等视觉领域做过实际项目； 8、在国内外顶级计算机视觉会议和期刊上发表过论文的优先考虑； 9、亲自实现过SVM、神经网络等经典机器学习算法的优先考虑； 10、深度学习方面有深入研究的优先考虑。

"
深度学习专家,50k-80k,360,"50k-80k,经验5-10年,硕士","移动互联网,游戏 / 上市公司","
职位描述：

【岗位职责】：
1) 展开机器学习/深度学习领域等相关领域研究和开发工作；
2）负责从事深度学习框架搭建，包括机器学习、数据挖掘等的算法和系统研发
3）支持奇虎360相关产品深度学习相关研究；
【岗位要求】：
1） 计算机或者模式识别专业等相关专业；
2）掌握机器学习/深度学习等相关知识，有该领域算法的研究或开发经验；
3）具有较强的编程能力，有MPI、CUDA等并行程序开发经验；
4）在以下领域有深入的研究为佳：
a、统计机器学习（如深度神经网络、Boosting, 图模型，概率统计等）
b、语义理解检索 (如知识图谱表示，结构化预测，语义解析，语音识别，知识挖掘等）
5）有创造性思维，富有想象力，有推进人工智能的理想和使命感；

"
深度学习云工程师-工程化方向,18k-35k,爱奇艺,"18k-35k,经验3-5年,本科","广告营销,文化娱乐 / D轮及以上","
职位描述：

岗位职责：利用机器学习技术，将视频理解算法工程化，为公司内产品线提供智能化支持

岗位要求：
1.硕士或以上学历，图像处理、机器学习、模式识别、数学等相关专业
对计算机视觉所涉及的机器学习方法有一定的了解；
2.动手能力强，熟练掌握C/C++/Python语言，有较强的算法分析和实现能力，并具备良好的代码和文档风格；  
3.熟练阅读相关英文论文和专利，并能快速编程实现；  
4.具备强烈的责任心和良好的沟通能力

加分项：
在图像识别、目标检测、OCR、图像场景理解有实际的相关经验

"
智能问答-深度学习研究员-北京-03425,20k-35k,搜狗,"20k-35k,经验3-5年,本科","移动互联网,数据服务 / C轮","
职位描述：

【项目描述】
基于前沿的深度学习、信息抽取技术，结合搜狗所拥有的网页大数据及搜索NLP资源，提升搜狗现有通用域知识图谱知立方的数据准确性与召回率；并基于知识图谱，结合前沿的深度学习及语义理解技术，打造人工智能问答及对话系统。
【职位诱惑】
公司战略团队，研究领域前沿，发展空间巨大，技术积淀深厚，技术气氛浓郁，团队氛围好，薪资待遇优厚。
【工作职责】
负责深度学习技术研发工作，探索学术界和业界与机器阅读理解、智能问答、智能对话等业务相关的各类前沿算法和技术，结合业务需求，将深度学习方法应用智能问答和对话等任务，提升问答和对话效果。
【任职资格】
1.在深度学习领域有较好的理论和实践经验，熟悉常见深度学习模型及其应用方法，如DNN、CNN、RNN、LSTM等，有文本处理相关领域经验者优先；
2.计算机、数学或统计等相关专业硕士及以上学历；
3.优秀的学习能力和沟通能力，有高度责任感，具备技术研发热情和团队协作精神。

"
机器学习,40k-60k,Udesk－企业级智能客服平台,"40k-60k,经验5-10年,硕士",其他 / B轮,"
职位描述：

职位描述：
+ 企业服务领域智能化场景的业务分析、数据建模和数据优化。


任职要求：
+ 5年以上工作经验，2年以上算法团队带队经验，有落地的产品；
+ 优秀的业务理解、目标制定、沟通能力；
+ 精通机器学习算法，丰富的数据分析、挖掘、建模经验，有NLP经验更佳；
+ 有TensorFlow/PaddlePaddle等深度学习工具经验；
+ 良好的开发能力（SQL/Java/Python/R/Scala等），了解大数据开发平台（Hadoop/Hive/Spark/Storm)。

职位亮点：
Udesk是国内领先的企业级智能客服平台，拥有数千家企业用户，为企业提供了一套集智能问答、即时通讯、VoIP、工单、知识库、数据分析为一体的完整的客服系统解决方案。
Udesk知名客户有海底捞、星巴克、凯撒旅游、中青旅耀悦、金山WPS、每日优鲜、58转转、宝洁等。覆盖了餐饮、本地生活、旅游、O2O、企业服务等行业。
Udesk去年6月完成B轮1亿人民币融资，投资方为君联资本、DCM。公司收入增长迅速，有大量的付费用户并开始盈利。
Udesk前端用Ember.js，后台用Java、Ruby、Go。日接口调用量超过200,000,000次。

"
深度学习开发工程师,20k-35k,OPPO,"20k-35k,经验3-5年,本科",移动互联网 / 不需要融资,"
职位描述：

岗位职责：
1、机器学习数据处理，算法实现和部署；  2、机器学习平台建设与维护，网络模型训练；  3、探索AI在Android系统上产品化落地。
岗位要求：
1、从事计算机视觉，图像处理，自然语言处理，数学等相关工作和3年以上相关领域开发经验；  2、具备机器学习知识背景，熟悉深度学习神经网络：DNN, CNN, RNN, LSTM, GRU等；  3、对常用的深度学习开源框架Tensorflow, Caffe等有项目实战经验； 4、精通Python、Java、C++等一种以上程序语言，具有较强的编码能力； 5、熟悉Linux开发环境，对Android系统开发和架构有一定理解者优先； 6、在公开测试集取得优异效果或在NIPS/CVPR等顶级会议发表论文或有深度学习的产品研究经验者优先。

"
深度学习系统工程师,25k-50k,Face++,"25k-50k,经验3-5年,本科","移动互联网,硬件 / C轮","
职位描述：

工作职责：
1. 维护并优化公司内部的深度学习训练系统；
2. 异构平台上的神经网络性能优化。

任职资格：
1. 熟练掌握 C++；
2. 掌握算法与数据结构；
3. 了解计算机体系结构；
4. 有过 CUDA/arm/x86 相关代码优化经验者优先；
5. 了解深度学习相关知识者优先；
6. 了解 Caffe/TensorFlow/MXNet/Torch/Theano 等训练框架者优先。

PS：核心团队招聘，两年以上工作经验即可，欢迎技术大佬!

"
深度学习研究员(北京),10k-20k,平安科技,"10k-20k,经验不限,本科",金融 / 不需要融资,"
职位描述：


岗位职责： 1.从事前沿人工智能、深度学习技术研发 2.从事大规模深度学习、计算视觉、图像处理、语音识别、声纹识别、语义理解等的算法和系统研发 3.设计并实现基于CUDA的分布式深度学习系统
岗位要求： 1.重点大学硕士及以上学位 ，博士优先，要求本硕博211以上或者海外高校 2.对在以下至少一个领域有深入的研究： （1）统计机器学习（如深度神经网络、Boosting、图模型、概率统计、最优化方法等） （2）计算机视觉（如图像识别理解、人脸检测识别、目标检测和跟踪、OCR、增强现实、图像质量评价、图像分割增强等） （3）语音识别和自然语言理解  3.熟悉和掌握C/C++和脚本语言编程(如Shell, Python, Perl等)  4.熟悉大规模并行计算的基本原理并具有实现并行计算算法的基本能力 5.有深度学习/视觉技术研发/异构计算/语音识别/信号处理等相关实践经验者优先 6.具有良好的沟通能力，和良好的团队合作精神 7.有海外留学经历着优先考虑
应届生,往届生和实习生均可。

"
深度学习/机器学习工程师,20k-30k,极验,"20k-30k,经验3-5年,硕士","信息安全,数据服务 / B轮","
职位描述：

岗位职责

结合前端与业务数据，独立完成相应场景的建模工作
持续优化与推进模型的线上效果与效率


任职要求

熟悉数据的清洗流程，熟练运用spark以及如tensorflow的DL框架
有垃圾文本识别，图片鉴黄工作经验的优先
有模型压缩与加速工作经验的优先
熟悉社群发现或图卷积或度量学习或哈希学习的优先
熟悉前端特别是手机端环境的优先
有Storm，Spark Streaming 平台开发经验者优先
热爱学习，有激情者优先

  

"
深度学习算法工程师(MJ000063),20k-35k,欢乐逛,"20k-35k,经验不限,不限","电子商务,企业服务 / 上市公司","
职位描述：

职位职责：
1、负责深度学习核心技术创新；
2、参与大规模图像分类、物体检测、识别、搜索等架构设计和性能提升（速度优化，准确度优化）；
3、应用深度学习技术进行建模分析，为相关产品提供智能化支持，推动业务发展。

职位要求：
1、硕士或以上学历，图像处理、机器学习、模式识别、数学、物理等相关专业，在深度学习领域有实际项目经验；
2、熟悉DNN、CNN、RNN，LSTM等深度神经网络模型，并掌握其相关的优化调参；
3、对常用的深度学习开源软件，如Caffe、Theano、tensorflow、mxnet等其中之一，有较深入的源码研究和一定的实践经验；
4、对计算机视觉、自然语言处理、用户推荐等相关领域知识有一定了解，并了解深度学习在相关领域的主要应用；
5、有良好的计算机基础与算法能力。 



【找你不容易，来这透透气】

1.享受标配快上车
—入职即缴六险，且公积金按照厦门市最高比例缴交，买房租房so easy；
—免费入职体检、年度体检，你的健康我们来呵护；
—带薪年假，让你自由支配；
—班车覆盖公司周边沿线，宝宝再也不担心上班迟到。 

2.吃吃喝喝把肉攒
—午餐补贴、免费加班餐，公司御用厨师让你天天有家的感觉；
—免费零食、水果供应，更有小卖部让你随心挑选，让你状态满满；
—每月丰厚部门经费，你嗨皮我买单。

3.好好工作好好玩
—多种激励：年度评优、项目奖金、人才推荐奖等等，想说不爱不容易；
—万圣节化妆捣鬼、中秋节夺宝博饼、年终尾牙···花样年年变，就等你来玩。

4.老司机带你趴趴走
—新人导师制，有资深导师一对一指导；
—年度团队拓展，分分钟炼就无坚不摧的革命友谊。

还在等什么！让你一秒变傲娇宝宝！

"
机器学习,20k-40k,数美,"20k-40k,经验1-3年,本科","企业服务,数据服务 / B轮","
职位描述：

360、小米、百度等顶级互联网公司联合投资，顶级大数据公司

 岗位职责：
1、基于数美海量数据进行数据建模与分析
2、对海量数据进行feature selection, combination等feature engineering工作 
3、针对海量用户行为数据，构建用户兴趣属性，金融属性画像，欺诈属性等多维度画像 
4、基于海量画像数据，构建金融风控，互联网反作弊，精准营销，垃圾内容等模型和服务

职位要求：
1、硕士及以上学历，机器学习或统计学习建模领域拥有实际工作经验；
2、良好的逻辑思维能力，能够从海量数据中发现有价值的规律，熟悉大规模数据挖掘、机器学习等基本算法；
3、编程基础扎实，熟悉算法数据结构，有超过2年以上C++或Python开发经验  
4、有金融模型、广告算法、推荐算法等相关领域研究或实践经验者优先；
5、 踏实勤奋，自我驱动  
 

公司福利待遇
有竞争力的薪酬
期权奖励
五险一金+商业保险
午餐+晚餐补助
交通+通讯+电脑补贴
结婚+生育+丧葬+住院礼金
伯乐奖金
年假8天起+带薪病假
年度体检、零食畅享、团队建设、生日会、弹性办公


数美领先的大数据技术、产品与服务提供商
我们正在经历一个IT到DT的变革时代。大数据已经渗透到各个环节，各个角落。
这个世界，就是掩藏在表象之下，被数据所揭示的世界！
数美依托积累的海量数据、科技前沿技术， 极致的工匠精神和对数据的深度理解，提供领先的大数据产品与服务。 
我们正在寻找不平凡的你，和我们一起“发现数据之美”
欢迎投递简历

【关于数美】www.ishumei.com
      数美由百度、小米、360等顶尖互联网公司联合投资的大数据公司，致力于利用人工智能技术和海量数据解决金融、互联网等领域广泛存在的欺诈问题，先后推出了信贷反欺诈、内容反欺诈、行为反欺诈等系列产品，      
     目前已服务数百家客户，覆盖直播、金融、支付、社交、电商、游戏、O2O等行业。其中包括中信银行、360、小米、58同城、爱奇艺、酷狗、用钱宝、点融、挖财、闪银、熊猫TV、花椒、唱吧等知名企业，并与腾讯云、金山云、七牛云等云服务提供商展开深度合作。
    数美的创始人唐会军在搜索、安全、语音识别等大数据领域拥有十余年研发经验，曾历任百度系统技术负责人、360高级技术总监等职位。创始团队均来自百度、360、小米、宜信、FICO等知名互联网公司，数美核心团队是国内最早一批从事大数据平台与应用研发的团队，曾负责过的大数据平台规模居全球前十。国际顶尖反欺诈技术，拥有十余项专利，同时在安全，反作弊、推荐，广告，语音识别等领域有着丰富的大数据成功应用经验。
           www.ishumei.com

"
深度学习算法研究员,20k-40k,AKULAKU,"20k-40k,经验1-3年,本科","移动互联网,金融 / B轮","
职位描述：

岗位描述：
1、 负责互联网金融领域深度学习基础算法的开发，新模型的研发，提升公司反欺诈能力；
2、 提出和实现最前沿的算法，保持算法在工业界和学术界的领先。

岗位要求：
1、熟练掌握机器学习（特别是深度学习）的基本方法；
2、优秀的分析问题和解决问题的能力，对解决具有挑战性的问题充满激情；
3、较强的算法实现能力，精通至少一种编程语言，C/C++、Python，熟悉Shell/Python/Matlab编程；
4、有较强的代码能力优先，获得过ACM或其他商业代码竞赛的荣誉，如ACM区预赛金牌、NOI银牌以上、百度之星决赛等或代码开源在github上并有较大影响；
5、有较强的学术比赛经验或者在重要数据集的Leaderboard上排名靠前，比如ImageNet等学术数据集或者Kaggle等一些国内外商业比赛；
6、有一年以上知名人工智能公司算法或工程的经验优先；
7、有较强的研究能力优先，在计算机科学顶级会议和期刊如NIPS、ICML、COLT、CVPR、ICCV、ECCV、IJCAI、AAAI、UAI、KDD、SIGIR、WWW、ACL、PAMI、IJCV、JMLR、AIJ等发表过论文，有深度学习学术或工程项目经验者优先考虑

"
