jobname,money,company_name,p_bot,industry,job_bt
机器学习研究员,30k-60k,联想集团,"30k-60k,经验3-5年,硕士","移动互联网,数据服务 / 上市公司","
职位描述：

机器学习研究员
 
工作职责：
负责机器学习领域的技术研发和前沿问题的探索与研究，包括但不限于统计学习、神经网络模型设计与优化、增强学习、迁移学习等，并结合企业实际应用场景，提供全面的技术解决方案。
负责利用相关机器学习算法对商务智能应用提供模型支持，包括供应链需求预测、库存及物流网络优化、智能定价、用户行为分析，异常检测等；
任职要求：
1.     计算机科学、电子工程、数学、统计学或其它人工智能相关专业博士，硕士，3年以上研发经验；
2.     对常见的机器学习算法有比较深入的理解，扎实的数据分析和建模能力；
3.     有机器学习、计算机视觉、自然语言处理、数据挖掘等领域企业的工作经验，在某个子领域有过较深入的建模经验积累，比如预测、聚类等；
4.     精通至少一种编程语言，包括但不限于Python，C/C++、C#、Java、R等；
5.     对常见的机器学习或深度学习架构（例如Tensorflow，Caffe，Torch或Theano等）源码有研究；良好的深度学习建模基础，对调参细节有清晰的把握；
6.     在计算机科学顶级会议和期刊如NIPS、ICML、CVPR、ICCV、AAAI、KDD、ACL、PAMI、IJCV等发表过论文者优先考虑；
7.     有较强的沟通能力，能够逻辑清晰地进行自我表达，团队合作意识强，与人沟通积极主动；

"
自然语言处理NLP/机器学习,25k-50k,生命奇点,"25k-50k,经验1-3年,硕士","医疗健康,数据服务 / A轮","
职位描述：

工作职责：
1、应用自然语言处理技术，对病历文本做结构化处理，以及提取用户问题的答案；
2、对海量数据进行分析，文本信息的结构化、构建话题、实体知识图谱。
 
岗位要求：
1、机器学习专业，或计算机／数学／统计学／模式识别相关专业，硕士以上，有1-3年实际研究经验；
2、熟悉 NLP 、机器学习、深度学习的理论基础；
3、有海量数据挖掘、知识图谱研发经验优先；有过语音/图像识别、推荐系统、精准广告、舆情分析等领域的经验者优先；在文本分析、实体识别、关系抽取、共指消解等领域有研发经验优先；
4、熟悉 Linux 平台、Java/Scala/Python/C++ 中一种或多种语言编程；
5、具有良好的学习能力、沟通能力，和团队合作精神。

"
资深机器学习专家,30k-50k,美团点评,"30k-50k,经验3-5年,硕士","移动互联网,O2O / D轮及以上","
职位描述：

职位描述1.各类机器学习算法优化（数据、特征、模型、实时）2.增强学习、Online Learning建模和优化3. 业务问题分析、目标确定、评估方案，并能针对性建模和优化
职位要求1. 2年以上工作经验，计算机、统计、信息工程硕士以上学历2. 精通机器学习算法，丰富的数据分析、挖掘、建模经验3. 优秀的业务理解、目标制定、沟通能力4. 优秀开发能力（SQL/Java/Python/R/Scala等），熟悉大数据开发平台（Hadoop/Hive/Spark/Storm)5. 熟悉LR、RF、GBDT、FFM等算法优先

"
机器学习总监,60k-70k,GrowingIO,"60k-70k,经验5-10年,硕士","企业服务,数据服务 / A轮","
职位描述：

  1.  负责管理现有并招聘机器学习团队
  2.  负责构建机器学习平台研发，提升团队整体的研发效率
  3.  根据产品需求，设计并实现算法系统，解决业务问题
要求
  1.  有坚实的机器学习基础和5年以上机器学习工作经验。
  2.  2年以上Hadoop开发与应用经验，熟悉MapReduce、Spark、HBase等主流大数据技术。
  3.  熟悉Java或者Python，有工程开发经验。
  5.  有海外留学背景或211、985高校，硕士以上学位。

"
机器学习工程师,18k-25k,百度,"18k-25k,经验3-5年,本科","移动互联网,数据服务 / 不需要融资","
职位描述：

工作职责:       -负责手百Feed内容质量算法研发（低质内容识别、优质内容分级、人机推优等）     -研究数据挖掘或统计学习领域的前沿技术,并用于实际问题的建模和优化      职责要求:       -计算机或相关专业本科学历或研究生学历 
    -熟悉常用的机器学习算法模型，有策略方面的研发经验       -熟悉linux下的C/C++编程，或python、shell等脚本编程         -良好的逻辑思维能力，优秀的分析和解决问题的能力       -良好的团队合作精神，敢于接受挑战，追求卓越      -有内容挖掘、NLP相关工作经验者优先     

"
机器学习,40k-60k,Udesk－企业级智能客服平台,"40k-60k,经验5-10年,硕士",其他 / B轮,"
职位描述：

职位描述：
+ 企业服务领域智能化场景的业务分析、数据建模和数据优化。


任职要求：
+ 5年以上工作经验，2年以上算法团队带队经验，有落地的产品；
+ 优秀的业务理解、目标制定、沟通能力；
+ 精通机器学习算法，丰富的数据分析、挖掘、建模经验，有NLP经验更佳；
+ 有TensorFlow/PaddlePaddle等深度学习工具经验；
+ 良好的开发能力（SQL/Java/Python/R/Scala等），了解大数据开发平台（Hadoop/Hive/Spark/Storm)。

职位亮点：
Udesk是国内领先的企业级智能客服平台，拥有数千家企业用户，为企业提供了一套集智能问答、即时通讯、VoIP、工单、知识库、数据分析为一体的完整的客服系统解决方案。
Udesk知名客户有海底捞、星巴克、凯撒旅游、中青旅耀悦、金山WPS、每日优鲜、58转转、宝洁等。覆盖了餐饮、本地生活、旅游、O2O、企业服务等行业。
Udesk去年6月完成B轮1亿人民币融资，投资方为君联资本、DCM。公司收入增长迅速，有大量的付费用户并开始盈利。
Udesk前端用Ember.js，后台用Java、Ruby、Go。日接口调用量超过200,000,000次。

"
机器学习工程师,15k-30k,360,"15k-30k,经验1-3年,本科","移动互联网,游戏 / 上市公司","
职位描述：

职责说明 
分析现有数据特点，应用机器学习方法，发现安全数据模式
探索安全数据分析方法，定义未来数据分析方向
与公司内其他部门、国内外其他安全组织合作，平滑完成数据交换
定义新的数据分析方向，识别安全事件、给出事件处置模式和参考办法
资格要求 
硕士及硕士以上学历，计算机相关或者数学相关专业
两年以上大数据分析从业经验，有 Hadoop 平台实际操作经验
扎实的 Java 或 Python 编程基础
有极好的分析意识和能力
良好的团队合作能力、创新能力
加分项 
最好有网络安全有粗略的背景知识，对安全有一定理解

"
机器学习/深度学习算法专家,30k-60k,美团点评,"30k-60k,经验5-10年,本科","移动互联网,O2O / D轮及以上","
职位描述：

工作职责：
1. 负责机器学习/深度学习基础模型的研究和应用
2. 负责机器学习平台化的建设和推动
3. 负责前瞻性技术特别是AI技术的研究和搜索落地
岗位要求：
1.具有五年以上相关行业机器学习或深度学习经验
2.具有名校博士学位者优先
3.有广告CTR预估，搜索排序，推荐系统经验者优先

"
机器学习,20k-40k,洋葱数学,"20k-40k,经验3-5年,本科","移动互联网,教育 / C轮","
职位描述：

我们能给你：

指数级增长的To c业务场景。全国98%以上的初中都有洋葱数学的用户；从去年中旬至今，日活、月活以及其它数据量基本都翻了一番。
技术选型的充分自由度。Spark / Kafka / MongoDB / PostgreSQL / Python / Shiny / Superset / H2O 等主流数据技术任意折腾。
良好的内部孵化环境，非常好的技术氛围，敏捷开发/等技术培训，技术书籍专项经费。
执行力强，想象力丰富，扁平化的团队；思维活跃，极客精神，代码洁癖的小伙伴们。


你的主要工作：

对产品与用户数据进行深入分析，发现数据背后的特征规律；
完成产品、市场、课程等部门提出的各类数据需求；
独立或与数据组其他成员共同完成机器学习与数据挖掘项目；
第三方统计平台的调研、部署、维护以及测试验证工作。


我们希望你： 

具有严谨、真诚的数据态度和主人翁精神，愿意与他人分享、交流；
热爱统计与数据分析，至少2年相关工作经验；
具备扎实的数据分析技能与数理统计基础，并能够快速学习使用新技术；
熟悉Python数据分析，了解常见数据库( 如Mongo / PostgreSql 等)；
熟悉时序分析,了解数据挖掘的思想。


当然，如果你还有机器学习 / 大数据 / 深度学习 / BI 等项目经验，我们会更欢迎你！投简历时别忘了附上你的Github链接。 

"
机器学习/数据挖掘工程师/专家,20k-40k,浙江执御信息技术有限公司,"20k-40k,经验3-5年,硕士","移动互联网,数据服务 / B轮","
职位描述：

职位描述
执御的大数据团队旨在为其旗下的JollyChic APP（中东地区排名第一的电商平台）构建最强的数据大脑，以数据洞见及人工智能驱动公司业务的各个领域。大数据团队目前拥有80多名成员，并在快速扩张中。为进一步满足公司业务发展需求，现招聘机器学习/数据挖掘专家若干。如果你对数据科学及人工智能抱有极大热情，在机器学习、特征工程、深度学习、迁移学习等领域有理论基础及实战经验，请加入我们！
 
岗位职责
1.     深入理解电商业务，并用机器学习及大数据技术解决其中的各类难题；
2.     负责特征工程及特征提取、 灵活采用机器学习、人工智能及深度学习领域内的各类算法进行建模及实验，并通过模型调优最大化算法性能；
3.     部署机器学习算法，将机器学习落地应用到个性化、广告、仓储支付等各个领域。
 
职位要求
1      相关领域（如机器学习/信息检索/统计学/计算机等）硕士及以上学历，三年及以上的从业经验；
2      在如下的一个或多个领域内有过成功的项目经历：
a.     个性化推荐
b.     销售预测
c.     价格优化
d.     客户留存
e.     客户画像
f.      自然语言理解/搜索引擎
g.     用户信用评级
3      在机器学习/数据挖掘领域有扎实基础，熟悉包括贝叶斯理论，线性回归，决策树，SVM，随机森林，GBM等经典机器学习理论及算法，并有实战经验。熟悉算法优化及模型调优。
4      精通至少一门编程语言，包括Python/Java/C/C++等，具有扎实的编程功底。
5      具有良好的问题建模能力，能够将业务问题转化为数据问题，并建模求解。
6      学习能力强，乐于快速掌握业务场景，并不断更新专业知识。
 
加分项
1.     有过深度学习领域（包括但不限于CNN/RNN/LSTM）的学习及实战经验；
2.     熟悉Hadoop/Spark等大数据架构，有过在大数据架构上部署机器学习模型的经验；
3.     了解Scala编程；
4.     有过将机器学习相关算法应用到电商领域的成功经验。
 

"
机器学习工程师,15k-30k,茁壮网络 iPanel,"15k-30k,经验3-5年,本科",硬件 / D轮及以上,"
职位描述：

【职位描述】
1、利用机器学习算法对用户行为数据进行建模，持续优化算法和模型；
2、研发基于机器学习的商业应用（推荐系统，个性化广告等）；
3、关注业内深度学习相关的研究，推进新算法在综合影视平台的应用。
【任职要求】
1、统计、信息、数学等相关专业毕业（应届硕士以上或本科毕业2年）；
2、理解常见机器学习或数据挖掘类的算法原理（SVD++/MF，LDA主题模型，人工神经网络，CF similarity等），熟悉常见的统计原理及方法(SGD，ALS，MAP估计等)，有NLP经验优先；
3、熟练掌握java，scala，python中的一种或多种语言；
4、有大数据分析工具相关的使用经验，例如spark，hadoop等；
5、对数据敏感，有一定的数据分析能力；
6、较好的沟通能力，较强的学习新知识的能力。
【薪资及福利】1.薪酬：岗位工资+绩效工资+年终奖金2.福利：五险一金+商业保险+带薪年假+各项法定假日+健康体检+年度旅游+免费班车+健身房+节日礼物+生日礼物及生日蛋糕+运动积分奖励+免息购房贷款+不定期员工活动+年会3.工作时间：五天八小时双休制

"
机器学习,10k-20k,瞬联软件科技（北京）有限公司,"10k-20k,经验不限,硕士","移动互联网 ,企业服务 / 不需要融资","
职位描述：

【工作职责】
-参与机器学习相关项目的开发测试工作
-从C/C++开发做起，后期转向做机器学习

【职位要求】
-计算机或计算机相关专业硕士及以上学历，在校/应届生/有海外留学经验优先考虑
-扎实的Linux/Unix平台上的C/C++编程基础，了解网络编程、多线程编程、通信网络协议
-扎实的算法和数据结构基础，对机器学习常用算法有了解
-有擅长的脚本语言，如shell、python等
-了解大规模数据挖掘、机器学习、自然语言处理、分布式计算等相关技术
-良好的抗压能力，能应对项目中的各种挑战
-具备优秀的逻辑思维能力，对解决挑战性问题充满热情，善于解决问题和分析问题
-有强烈的上进心和求知欲，善于学习新事物，对技术充满激情
-具有良好的沟通表达能力、团队合作意识

"
机器学习工程师,60k-80k,FitTime睿健时代,"60k-80k,经验5-10年,博士","移动互联网,社交网络 / C轮","
职位描述：

职位描述：
1.分析挖掘产品数据，帮助产品设计、运营及优化；
2.负责团队大规模机器学习算法的研发和应用；
3.通过模型等挖掘数据潜在价值，结合实际应用场景，提供完整的技术解决方案。
 
任职要求：
1.统招本科以上学历，计算机视觉、机器学习、人工智能、数据挖掘、信息检索、自然语言处理、
语音识别等领域的计算机科学、电子工程或其它人工智能相关专业毕业，具备良好的数据基础；
2. 精通数据挖掘、机器学习等相关模型及算法，熟悉数据挖掘方法；
3. 熟练使用java/R/python等开发语言；
4. 熟练使用hadoop，hive，spark等工具，有丰富的工程项目经验；
5. 熟悉Tensorflow，Caffe等开发平台进行深度学习开发； 
6. 具有数据挖掘、机器学习、推荐系统、广告系统等相关经验。
7. 在以下至少一个领域有深入的研究：  
   a.统计机器学习  
   b.自然语言处理，文本分析，信息检索等
   c.计算机视觉（如图像识别理解，目标检测和跟踪、OCR、图像分割、人脸检测识别等）  
  
------------------------------------------------------------------------------------
【关于福利】
#You deserve what you do for 120%#
 
1. Very Competitive pay
2. 12薪+1-6月年终绩效奖金
3. 月薪=Base X 经验 + 职位，透明的薪资制度
4. 为员工办理《北京市工作居住证》
5. 期权计划，跟公司一起成长  
6. 全年免费健身训练
7. 打车报销、加班晚餐等暖心福利
8. 员工健康计划（每年一次免费体检）
9. 入职便可享受12天年假，每年递增1天
10. 标准配置：Mac+AIR
11. 季度TB：你够胆，花式挑战等你玩转
12. 商业医疗保险
 
 
#我们在做的事情#
重新定义健康管理，带领千万用户「让健康成为习惯」
 
#我们的工作氛围#
80后的大牛+90后的达人（包括创始人也是90后哦）
崇尚愉快做事，简单做人，反感公司政治和官僚。
 
#坐标#
北京新宇宙中心---【望京--绿地中心中国锦】
地铁15号线（望京东）C口出步行5分即到。

"
机器学习工程师,20k-30k,极验,"20k-30k,经验3-5年,硕士","信息安全,数据服务 / B轮","
职位描述：

职位诱惑：
双休+弹性工作制+五险一金+健康午餐

岗位职责：

结合前端与业务数据，独立完成相应场景的建模工作
持续优化与推进模型的线上效果与效率


任职要求：

熟悉数据的清洗流程，熟练运用spark以及如tensorflow的DL框架
有垃圾文本识别，图片鉴黄工作经验的优先
有模型压缩与加速工作经验的优先
熟悉社群发现或图卷积或度量学习或哈希学习的优先
熟悉前端特别是手机端环境的优先
有Storm，Spark Streaming 平台开发经验者优先
热爱学习，有激情者优先


"
机器学习工程师,30k-60k,爱特曼科技,"30k-60k,经验3-5年,不限","移动互联网,数据服务 / A轮","
职位描述：

职位描述： • 负责机器翻译相关算法的研发：模型的设计，训练，调优等 • 机器翻译离线数据处理及分析  职位要求： • 1年以上机器学习相关科研或工作经验 • 能够详细描述 RNN, LSTM, GRU, Attention 模型的算法 • 擅长常用机器学习框架之一，如Tensorflow, Theano, Torch等 • 擅长科学计算编程语言之一，如Python，Lua，R， C++等 • 能在Linux环境下开发 • 能够描述 SMT 算法优先； • 具有百度／阿里／微软等公司工作经验者优先 • 机器学习相关专业优秀毕业生优先

"
机器学习工程师,15k-25k,小站教育,"15k-25k,经验3-5年,硕士","移动互联网,教育 / C轮","
职位描述：

岗位职责：
1、负责机器学习领域的技术研发，对前沿问题的探索与研究
2、结合产品实际应用场景，提供全面的技术解决方案
 
任职要求：
1、计算机科学、电子工程、数学、统计学或其它人工智能相关专业硕士、博士
2、对常见的机器学习算法有比较深入的理解，扎实的数据分析和建模能力
3、有计算机视觉、自然语言处理、数据挖掘等领域的项目经验
4、精通 Python，熟悉常见的机器学习框架
5、具有丰富的 GPU 与 CUDA 研发经验

"
机器学习,25k-50k,尚德机构,"25k-50k,经验3-5年,本科",教育 / B轮,"
职位描述：


工作职责:  
    1、负责尚德研发算法研发（低质内容识别、优质内容分级、人机推优等）
    2、研究数据挖掘或深度学习领域的前沿技术,并用于实际问题的建模和优化     
 职责要求:  
    1、本科以上学历，自考本科优先  计算机或相关专业，知名互联网公司或人工智能公司优先
2、熟悉常用的机器学习算法模型，有策略方面的研发经验  
    3、熟悉linux下的C/C++编程，或python、shell等脚本编程    
    4、良好的逻辑思维能力，优秀的分析和解决问题的能力  
    5、良好的团队合作精神，敢于接受挑战，追求卓越 
    6、有数据挖掘、算法，深度学习，个性化推荐等相关工作经验者优先 

"
