jobname,money,company_name,p_bot,industry,job_bt
机器学习算法工程师,12k-24k,风数,"12k-24k,经验3-5年,本科",移动互联网 / A轮,"
职位描述：

岗位职责：1.展开机器学习/深度学习等相关领域研究和开发工作； 2.负责从事机器学习/深度学习框架搭建，包括机器学习、人工智能等的算法和系统研发; 3.支持公司相关产品深度学习相关研究；4.熟练运用自然语言处理
 
岗位要求：1.机器学习/模式识别等相关专业本科及以上学历2.在深度学习领域有较深的理论研究和实践经验，2年以上工作经验3.熟练运用自然语言处理、Python，R 等脚本语言，有较大型项目开发经验，编程能力强4.善于解决和分析问题，富有想象力和学习能力，良好的团队合作精神，有创造性思维，有推进人工智能的理想和使命感。5.深度学习技术的研究和开发, 在金融领域的应用. 进行分类和预测。6.深度学习在舆情分析，文本处理，人工智能等方面的应用

"
信用卡核心系统研发数据分析/机器学习,20k-40k,平安银行,"20k-40k,经验3-5年,本科",金融 / 上市公司,"
职位描述：

通用技能：       1、计算机、应用数学、统计类或电子工程等相关专业，本科（3年或者以上机器学习/人工智能研究或实践经验），硕士及以上学历（含2年及以上深度学习方向研发工作经验优先）；     2、了解IT技术和框架的发展趋势，学习能力和创新能力强；     3、良好的大局观、逻辑分析能力强，碰到问题时有清晰的解决思路；     4、语言表达及沟通能力强，具有团队合作精神，具备优秀的文档撰写能力；     专业技能：     1、在以下至少1个领域有一定的研究：          回归(Logistic)，聚类，时间序列，分类树，Boosting，SVM，Random Forest，神经网络，贝叶斯网络等     2、熟悉和掌握算法模型之一(Matlab Machine Learning/Optimization Toolbox, Spark   MLlib等）；     3、熟悉和掌握深度学习开发框架之一(如Caffe，Theano，Torch或者Keras）；     4、有下列经验者优先：        数据库查询之一Hive、Oracel等；        熟悉深度学习算法（CNN，DBN，   Autoencoder等）者优先；        有机器学习、数据挖掘、数据建模经验者优先;          有Hadoop/Hbase/Cassandra/Ceph/Storm/Spark/Hive等系统经验;        熟悉一种编程语言（Java、Python）。     5、在反交易欺诈、反申请欺诈、信用评分方面有工作经验优先    
 

"
机器学习算法工程师,20k-40k,零零无限,"20k-40k,经验1-3年,硕士",硬件 / A轮,"
职位描述：

岗位职责：
该职位致力于结合机器学习以及深度学习技术来打造最智能的机器人，包括但不限于：传统目标检测算法（Haar+adaboost, LBP+adaboost, HOG+svm等等），传统目标跟踪算法（TLD，Struck， kcf等等），基于深度学习的目标检测算法，基于深度学习的目标跟踪算法等等。
 
岗位要求：
2年以上机器学习相关项目经验；
在机器学习或者深度学习领域的某个方向有深入的研究及个人的见解，譬如，svm算法，adaboost算法，CNN识别等等
扎实的数学和计算机功底；
至少精通一门编程语言：C/C++, java, python, matlab,      R等均可
头脑灵活，有很强的学习能力和解决问题的能力；
永远具有好奇心，为各种未知和挑战而兴奋
本科及以上学历
有在高质量期刊或平台发表过计算机视觉或者机器学习领域论文加分
有相关领域竞赛获奖者加分

"
机器学习科学家-杭州-00097,30k-60k,同盾科技,"30k-60k,经验5-10年,硕士","信息安全,数据服务 / C轮","
职位描述：

岗位描述：
        1. 全面了解银行及互联网金融行业数据，挖掘实体以及网络群体的特征，支持反欺诈业务（黑产团伙、恶意套现、多头欺诈、虚假交易）以及信用风险评估；
        2. 深入了解各个业务场景，通过机器学习、深度学习等技术，提升业务风险感知能力，自动推荐、更新风控策略，平衡业务风险-收益，保障业务正常发展；
       3. 基于同盾数据，挖掘客户的360度特征，在客户身份识别、客户关系发现上做出创新，如：基于时间序列挖掘用户的行为异常、基于复杂网络挖掘客户的关联程度和关联类型等，并把成果应用在异常金融行为识别，客户风险细分上；
      4. 应用先进的统计建模，数据挖掘，机器学习方法解决实际问题，并研发创新方法解决常规方法不能解决的问题。


岗位要求：
      1. 数据挖掘、机器学习、自然语言处理、信息检索、图像识别、语音识别等相关专业硕士及以上学历；
       2. 三年以上海量数据下机器学习和算法实施相关工作经验，具有较强的数据聚合，数据分析／挖掘，和解决业务问题的能力；
       3. 对机器学习、深度学习、迁移学习、强化学习、复杂网络、异常检测其中之一理解透彻，熟悉常用的模型，如：LR、KNN、NaiveBayes、RF、GBDT、NN(LSTM/AlexNet/GoogleNet/ResNet等)、TL等。
      4. 熟练掌握Python语言，有Linux、Mac等平台研发环境优先；
     5. 有大数据分布式处理经验优先，如：Hadoop、Spark、Flink等框架经验；熟悉常用机器学习库，如：Sklearn等；
     6. 良好的沟通协作能力，具有较强的分享意愿，对业务有很好的理解能力。

"
机器学习算法专家/工程师,15k-30k,快手,"15k-30k,经验3-5年,硕士",移动互联网 / D轮及以上,"
职位描述：

- 深度学习、强化学习等前沿技术方向研究，探索个性化推荐/广告、游戏AI等不同领域应用  基本要求 - 计算机/电子/数学等相关专业  硕士及以上学历 - 机器学习/深度学习领域 2年以上 研究/应用 经验 - 较强编程能力：Python/C/C++ - 熟悉常见深度学习框架：Tensorflow/PyTorch/Caffe2  

"
金融数据智能部_风控数据挖掘及机器学习研发工程师,20k-40k,百度,"20k-40k,经验3-5年,本科","移动互联网,数据服务 / 不需要融资","
职位描述：

工作职责：
-针对海量用户行为数据和内容信息，挖掘用户画像、特征
-负责根据实际风控场景，构建风控模型
-负责对接业务部门的风控需求，跟进风控模型的验证、实施部署和优化；并对接风控策略，根据风控表现给出策略分析和建议
-以上所述的风控模型包括但不限于：反欺诈模型、信用评分模型、授信决策模型、失联预测模型、监控预警模型、催收评分模型等
-基于对业务的深入理解，研究前沿的AI技术，并应用于业务中解决实际问题
 
职位要求：
-3年以上数据挖掘、机器学习、自然语言处理、分布式计算的工作经验
-计算机、金融、统计、数学等相关专业背景优先
-熟悉Linux开发环境
-熟悉C\C++、JAVA、Python中至少一种语言，有良好的编程习惯
-熟悉Hadoop原理，能编写复杂MapReduce任务，至少熟悉 Hbase/Hive/Spark中一种应用
-对数据结构和算法设计有较好的基础
-熟练使用R、SAS、SPSS、Python等至少一种数据挖掘工具 
-熟悉常见统计建模算法、机器学习算法，并有相关项目经验和深刻的理解
-有清晰的逻辑思维，能理解统计分析要求，数据处理认真细致
-较好的沟通交流能力，能够迅速融入团队，具备良好的团队合作精神
-强烈的上进心和求知欲，较强的学习能力，积极主动了解互联网金融模式，适应互联网工作风格
 
符合以下条件优先：
-英文技术文献阅读和理解能力；
-具备风控模型研发的工作经验，了解建模背后的原理；
-有独立开展业务调研、数据分析、方案设计的的项目经历；
-有大规模数据挖掘经验者优先；
-有互联网广告技术、NLP技术、图像识别、反欺诈、反作弊、金融风控等工作经验优先；
 

"
数据挖掘/机器学习算法,20k-35k,美团点评,"20k-35k,经验3-5年,本科","移动互联网,O2O / D轮及以上","
职位描述：

工作职责：
1. 进行外卖业务风控策略及模型的研究与探索2. 运用各类分析方法对业务、日志数据进行分析与抽象，制定有效的的识别策略和算法3. 建立完善的异常指标监控体系，快速发现及定位疑似作弊问题     4. 完成各类策略实现，包括下单环节服务化拦截策略与下单完成后数据挖掘策略，并持续完善与优化
   任职要求：
1. 熟练使用至少一门编程语言（Java、Python、C++）2. 有大数据处理分析经验，熟悉Hadoop、Hive 、Spark等大数据处理工具3. 对数据敏感，熟悉常用数据挖掘算法，并有一定实践经验4. 强烈的好奇心和求知欲，fast learner5. 有反作弊研发经验、用户行为分析、社群关系挖掘经验者尤佳，全栈工程师优先

"
算法工程师（机器学习）,20k-30k,网宿科技,"20k-30k,经验3-5年,本科",移动互联网 / 上市公司,"
职位描述：

职位描述基于cdn的大规模数据做挖掘岗位职责岗位职责：1、利用数据挖掘、机器学习相关算法，解决核心业务需求2、利用海量数据构建模型，对海量数据进行feature selection、combination等feature engineering工作 3、负责数据挖掘和机器学习常用模型和工具建设，应用于线上产品功能。任职要求任职资格：1、计算机、数学相关专业本科以上学历2、扎实的数据结构及算法功底，优秀的工程实现能力3、编程基础扎实，熟悉算法数据结构，有C++/Python/Java等相关语言研究或底层开发经验4、具备扎实的数据挖掘、机器学习基础，熟练掌握常用模型，比如分类、聚类、回归、图计算等机器学习算法。5、爱好数据掘，熟悉深度学习，有海量数据处理和并行计算开发经验者优先，如Hadoop、Storm、Spark。6、优秀的分析问题解决问题能力、学习能力、团队合作意识

"
机器学习算法工程师,25k-40k,新浪微博,"25k-40k,经验3-5年,硕士",移动互联网 / 上市公司,"
职位描述：

微博推荐系统算法工程师/高级工程师
岗位职责:
参与现有业务推荐系统优化，推荐算法的设计与开发
参与用户行为的挖掘和分析
参与微博数据的挖掘和分析
岗位要求:
2年以上工作经验，有大型互联网公司从业经验优佳；
良好的编码能力，有扎实的数据结构和算法功底；至少精通c++、python、java中的一种开发语言；
数学功底和建模能力强，理解数据挖掘，熟悉机器学习领域的常见算法以及算法的适用场景、优点、缺点以及弥补办法；
大型互联网公司推荐系统或搜索引擎或广告系统或数据挖掘开发经验优佳；
有以下领域之一：机器学习/数据挖掘/信息检索/自然语言处理/统计分析/Hadoop/Spark的背景优佳；
工作认真，细心，有条理；积极性高，求知欲强；具有较强的沟通能力及团队合作精神；

"
机器学习算法工程师,30k-50k,Airdoc,"30k-50k,经验1-3年,硕士","医疗健康,移动互联网 / A轮","
职位描述：

职位描述： 
－负责医疗相关数据的数据挖掘，模型建立工作。 
－与工程团队合作，负责相关技术的产品化落地。
职位要求： 
－计算机、电子、自动化等相关专业毕业，或非相关专业但已有多年计算机互联网行业从业经验 
－有良好编程基础，熟悉python／lua等至少一门脚本语言，熟悉c／c++编程 
－熟悉机器学习基本理论，熟悉分类、回归、降维、ensemble等 
－熟悉深度学习基本理论，熟悉利用DNN／CNN／RNN进行特征学习 
－熟悉caffe，CNTK, tensorflow，mxnet等至少一个深度学习框架，熟悉scikit-learn等机器学习库 
－有相关经验，kaggle等竞赛经验优先

"
机器学习算法工程师,20k-40k,ARKie,"20k-40k,经验3-5年,本科","移动互联网,企业服务 / A轮","
职位描述：

ARKie于2017年春季正式推出的一款基于人工智能技术、聚焦中英文字体排版、秒级自动生成作品、无上限精准匹配方案的智能设计助手。

你的工作内容：

提取用户与数据的特征，建立用户与数据模型，进行特征化，学习分析，实现应用的智能学习；
在图像研究人员的配合下，提取并分析图像特征，建立相应的机器学习模型；
参与机器学习系统架构设计和开发；
学习模型的验证，改进与优化。

 
我们对你的期望：

计算机科学、数学或统计学相关专业，本科及以上学历；
精通Java／Python编程语言，有扎实的编程基础，3年以上机器学习、人工智能研究或实践经验;
熟悉机器学习框架，如TensorFlow (+Keras) 等，常用的机器学习模型的数学原理；
熟悉语义网（semantic web），json-schema与本体论知识表达（ontology）的应用与理论；
具有创造性思维，丰富的想象力；有较强的沟通能力，有清晰的思路及缜密的思考能力，有良好的团队合作精神。
擅长通过数据和算法发现并解决实际业务问题；
良好的英文文献阅读能力


我们能提供的：

Mac Pro 自选配置+宽屏显示器；
自由工作时间；
商业保险；
健身补贴；
每周团餐；
年度国外出游


"
菜鸟-人工智能-机器学习算法高级/资深专家,30k-60k,菜鸟网络,"30k-60k,经验不限,不限",电子商务 / B轮,"
职位描述：

1、承担在菜鸟网络业务平台上，依托于物流网络履行数据的时效预测，容量预估，
2、件量预测等课题，思考如何运用机器学习技术与运筹优化形成配合，
3、来解决有效在降低计算复杂度的同时保持求解精度。

1. 具有较为丰富运用机器学习，深度学习，强化学习，解决实际问题的从业经验，并有实际落地并取得效果的经历，有在google，facebook，baidu从业经历的候选人优先。学术界候选人要求有顶级会议的论文，ICML，NIPS，IJCAI，CVPR，ACL等
2. 复杂网络，社交网络分析和大数据挖掘相关技术背景的算法工程师，并有实际落地并取得效果的经历，在facebook，twitterlinkedin，tencent从业经历的候选人优先。 学术界候选人要求有顶级会议论文，KDD，RECSYS，SIGIR等
3. 有分步并行机器学习系统架构能力和开发经验，有star星级较高的git开源项目的优先

"
机器学习算法工程师,15k-30k,探知数据,"15k-30k,经验3-5年,本科","金融,数据服务 / 天使轮","
职位描述：


职位描述：
岗位职责：
1、基于小额信贷人群，负责风控模型的设计、开发、验证和实施，包括但不限于信用评分模型、反欺诈模型；

岗位要求：
1、数理或计算机本科以上学历，1年以上工作经验，对算法有较强的兴趣，乐于进行海量数据分析、挖掘，肯钻研，对数据敏感。
2、熟练使用以下编程语言中的至少一种：Java, python、Scala。
3、扎实的计算机基本功及数学基础，熟练运用各种常用算法，熟悉知识图谱、文本分析、复杂分类器中至少一个问题的解决方案。
4、熟悉常用数据库，如MySQL，MongoDB。
5、具备较强的工程实现能力，能够将算法应用到生产系统。
6、具有金融行业数据挖掘经验与深度学习挖掘经验的优先。

"
机器学习（算法专家）,12k-24k,魔蝎科技,"12k-24k,经验3-5年,本科","数据服务,移动互联网 / B轮","
职位描述：

岗位要求：
1. 本科以上学历，统计学，数学，计算机等相关专业，较好的数学、统计学教育背景、较好工程能力优先考虑
2. 3年以上数据分析/模型开发经验，具有较强的数据整合，数据分析/挖掘，和解决业务问题的能力
3. 熟练使用SQL，Python，R等数据库和统计分析软件进行数据分析和模型开发
4. 精通多种机器学习算法，并具备良好的模型调优能力
5. 能够整体搭建数据架构，构建高质量的特征，建立完善的特征体系
加分项：
1. 参与过知识图谱系统核心技术研发，在海量数据挖掘、实体以及实体间关系推理、挖掘、深层次分析等方面有一定实践
2. 熟悉NLP算法并有一定实践经验

"
机器学习岗,20k-40k,小米,"20k-40k,经验3-5年,硕士",移动互联网 / D轮及以上,"
职位描述：

岗位描述:
1、用机器学习/统计学习解决行为金融学建模问题；
2、研究大规模分布式机器学习算法和架构，支持未来业务发展。
任职资格:
1、硕士及以上学历，机器学习或统计学习建模领域拥有实际工作经验；
2、良好的逻辑思维能力，能够从海量数据中发现有价值的规律，熟悉大规模数据挖掘、机器学习等基本算法 ； 
3、熟悉Spark、Hadoop等分布式计算技术，具有SAS、R、Python等统计分析技能优先； 
4、有金融模型、广告算法、推荐算法等相关领域研究或实践经验者优先；
5、具备良好的学习能力和沟通交流能力，能够迅速熟悉业务、融入团队。

"
机器学习平台开发工程师,20k-35k,Trusfort芯盾时代,"20k-35k,经验3-5年,本科","移动互联网,信息安全 / B轮","
职位描述：

1、参与基于大数据机器学习产品的研发、设计工作，及机器学习平台的完善；
2、负责模型发布、在线预测、模型监控、模型管理等相关功能设计、开发。

任职要求：
1、3年及以上工作经验，熟悉大数据平台生态圈，有大数据平台搭建经验者优先；
2、熟练掌握spark架构，有源代码开发经验者优先；
3、熟练掌握常见数据结构，如树、链表、堆栈、图等；
4、熟练掌握微服务 API开发，有高并发、低延时等性能调优经验者优先；
5、工作积极主动，具有良好的团队协作精神；
6、逻辑清晰，快速的学习能力及良好的沟通能力。

"
机器学习算法科学家,20k-40k,晶泰科技,"20k-40k,经验1-3年,硕士","企业服务,医疗健康 / B轮","
职位描述：

工作描述：
0. 针对药物及化学体系，创造性地设计有针对性的深度学习算法
1. 不断提高算法的表现
 
岗位要求：
0. 强大的自学能力 1. 化学、生物、物理、计算机等相关专业硕士以上学位
1. 熟悉Python、C/C++
2. 扎实的数理功底
3. 熟悉各种深度学习方法，并有相关的项目经验
4. 了解Hadoop, Spark等分布式数据存储和计算的框架，并有实际使用经验
 
加分项：
0. Github 开源项目经验
1. 个人技术博客

"
机器学习平台开发工程师,25k-50k,人人车,"25k-50k,经验3-5年,本科",O2O / D轮及以上,"
职位描述：

工作职责：1. 开发实时、近线算法工程服务2. 完善机器学习平台，通用特征服务，支持算法快速迭代任职资格：1.2年以上的大数据系统或者后端开发经验，或者相关项目经验；2. 精通java语言，熟悉scala，go，python者优先 ；3. 熟悉Hadoop/Spark/Hive/Hbase原理；4. 对机器学习有基本的理解，熟悉常见的机器学习算法

"
机器学习开发工程师,10k-20k,麦仑科技,"10k-20k,经验1-3年,本科","移动互联网,电子商务 / 天使轮","
职位描述：

加入麦仑，共同实现智能时代的梦想

职位描述

岗位职责:
1、通过对数据的敏锐洞察，深入挖掘产品潜在价值和需求，进而提供更有价值的服务；
2、运用机器学习、数据挖掘技术处理海量数据，分析与挖掘潜在规律和关联，认识、建模并解决实际问题；
3、负责数据的自动化分析处理工作，对数据进行挖掘和分析，产出对数据分布规律、变化趋势、关联关系的知识。
4、负责编写设计开发文档、设计手册、应用手册相关技术文档。

任职要求:
1、熟悉大规模数据挖掘、机器学习、自然语言处理、分布式计算中一项或多项技术
2、了解完整的数据挖掘过程方法论，并有独立完整的建模实践经验优先考虑。
3、熟练使用R/Python，熟悉C/C++/Java中一种，有Hadoop/Spark等大数据处理经验；
4、熟悉Linux环境，具备两年以上的linux环境开发经验；
5、有较强的逻辑思维能力、优良的沟通表达能力及团队合作精神；

"
机器学习工程师,15k-28k,中腾信,"15k-28k,经验1-3年,本科",金融 / 不需要融资,"
职位描述：

岗位职责：
1、结合数据挖掘传统算法，机器学习浅层算法，深度学习深层算法在金融领域的产品中进行分类和预测；
2、以上算法在舆情分析，文本处理，人工智能等方面的应用；
3、以上算法在高性能云计算服务器上的并行化和优化工作。
任职要求：
1、本科及以上学历，计算机相关专业，两年以上相关工作经验；
2、对机器学习的一般模型如分类、聚类、预测等模型熟悉（LR，CART，RT，DTM，NBM，LDA等），理解一些常用的特征选择和矩阵分解的算法；
3、熟悉深度神经网络和常用的模型,如RBM、CNN、DBN、Sparsecoding、RNN等，对常用的开源实现,如Caffe、Theano或ConvNet等有实践经验者优先考虑；
4、熟悉深度神经网络在金融方面的应用，有文本处理方面的经验者优先考虑；
5、熟悉大规模并行计算的基本原理并具有实现并行计算算法的基本能力，熟悉Hadoop或者Spark架构者优先考虑，有过基于GPU指令的算法优化经验者优先考虑；
6、良好的英文阅读能力，跟踪学术界和工业界的最新研究成果，并可以通过编程语言（C、C++、java、Python、Matlab）来编程实现，有编程实现过近几年深度学习相关论文算法者着重考虑；
7、有创造性的思维，敢于超越技术极限，致力于研发一流的技术和产品；
8、具有良好的沟通能力，和良好的团队合作精神。

"
自然语言处理部_NLP/机器学习高级研发工程师,20k-25k,百度,"20k-25k,经验3-5年,本科","移动互联网,数据服务 / 不需要融资","
职位描述：

职位描述：
-利用深度学习技术解决 NLP 相关问题（包括但不限于问答、篇章理解、机器翻译、语义匹配、对话系统）
-开发语义计算平台，提供语义计算相关解决方案
 
职位要求：
-有kernel优化经验，对cuda/cudnn有熟练使用的经验，有dnn模型优化经验
-有 NLP/机器学习经验

"
机器学习平台开发工程师,25k-50k,人人车,"25k-50k,经验1-3年,本科",O2O / D轮及以上,"
职位描述：

工作内容：
1. 开发实时、近线算法工程服务
2. 完善机器学习平台，通用特征服务，支持算法快速迭代
 
职位要求：
1.2年以上的大数据系统或者后端开发经验，或者相关项目经验；
2. 精通java语言，熟悉scala，go，python者优先 ；
3. 熟悉Hadoop/Spark/Hive/Hbase原理；
4. 对机器学习有基本的理解，熟悉常见的机器学习算法；

"
机器学习算法工程师,16k-32k,武汉掌中宝,"16k-32k,经验1-3年,本科","移动互联网,游戏 / 未融资","
职位描述：

岗位职责
1.负责公司大规模机器学习算法的研发和实施，包括模型设计、模型训练;
2.负责公司强化学习游戏ai模块的开发工作;
3.为公司其他项目组提供数据分析及机器学习方面的技术支持。
 
岗位需求
1.数学与应用数学、统计学、计算机等相关专业本科及以上学历；
2.熟练掌握一门或多门编程语言，参与过大型项目者优先；
3.较强的工程能力，两年以上机器学习相关工作经验；
4.对机器学习、深度学习及强化学习理解透彻，熟悉常用的模型；
5.对数据敏感，分析数据、抽象问题、理解并解决问题，对使用机器学习解决实际问题有极强的热情；
6.给著名开源项目提交过代码者优先，如TensorFlow及MXNet等；
7.优秀的沟通与表达能力及较强的自我驱动能力。
 
 

"
