jobname,money,company_name,p_bot,industry,job_bt
自然语言处理/机器学习工程师,20k-40k,Moka,"20k-40k,经验3-5年,本科",企业服务 / A轮,"
职位描述：

岗位职责

负责业务数据的分析、理解和挖掘，驱动产品创新
根据业务场景建立模型，并利用NLP、机器学习等方法解决如命名实体识别、语义分析、匹配等实际问题


要求

计算机或相关专业硕士及以上学历
丰富的中文NLP/NLU经验，丰富的机器学习经验（深度学习经验更佳）。主导过NLP项目（或参与过大型NLP项目）
熟练使用NLP/ML相关的开源工具和开发框架，如NLTK、stanfordNLP、TensorFlow、Theano、Caffe等
主人翁意识，以结果为导向。思路灵活，善于创新，不为固有方法所束缚。如寻找相关paper并快速验证效果、穷尽办法收集training data等
优秀的开发能力，能够独立从0搭建高质量的NLP项目


"
自然语言处理架构师,40k-60k,好未来,"40k-60k,经验5-10年,本科","移动互联网,教育 / 上市公司","
职位描述：

岗位职责：
1. 负责学而思网校自然语言处理（NLP）相关项目的研发和优化
2. 负责NLP相关算法的研究、改进和应用
岗位要求：
1. 为人踏实负责，喜欢在线教育行业
2. 本科及以上学历，工作5年及以上
3. 精通c/c++，python，了解linux开发环境
4. 5年以上自然语言处理（NLP）开发经验，包括但不限于分词，词性标注、文本分类聚类、实体识别、关键词抽取、热词发现、文本纠错、情感分析、语言模型、机器翻译、问答系统、自动摘要、知识推理等；
5. 责任心强，具有良好的沟通能力和团队合作精神
6. 有句法分析、对话管理、自动摘要、知识图谱相关工作经验者优先

"
算法工程师（自然语言/NLP）,18k-36k,上海你我贷互联网金融信息服务,"18k-36k,经验3-5年,硕士",金融 / 未融资,"
职位描述：

        岗位职责：
1 从事中文文本语义分析相关研发工作;
2 参与知识问答、多轮对话、智能聊天相关系统开发；
3 利用深度学习提高词法分析、句法分析、文本分类、语义相似度等NLP技术的性能。
任职要求：
1 NLP相关专业本科以上或者具有1年以上相关领域的工作经验；
2 熟悉深度学习原理和网络架构，有利用深度学习进行nlp开发经验；
3 熟悉python语言，熟悉keras或者tensorFlow；
4 有责任心，喜欢分析和解决问题，对NLP领域感兴趣。
        
"
自然语言处理研发工程师,25k-50k,猎户星空,"25k-50k,经验不限,本科","移动互联网,硬件 / A轮","
职位描述：

职位描述：
1、人机交互系统中自然语言处理相关核心技术研发；
2、人机交互系统在线服务的维护和相关业务的开发；
3、基于大数据分析相关算法建立内容分类模型和用户画像；
4、探索自然语言处理前沿技术，并应用于垂直领域的语义解析、对话系统、个性化推荐等系统中。
任职要求：
1、计算机相关专业本科以上学历，3年以上NLP相关工作经验；
2、python/C++的项目经验；
3、有机器学习ML 、自然语言处理，个性化推荐研究或用户画像建模相关背景优先；
4、熟悉深度学习理论和算法知识(PyTorch/TensorFlow/Caffe/Keras/Theano等)；
5、有参与过自动问答系统、对话系统、知识图谱或推荐系统研发经验者优先；
6、有创业激情，良好的抗压能力和团队精神。

"
高级自然语言处理工程师NLP,32k-45k,美团点评,"32k-45k,经验1-3年,硕士","移动互联网,O2O / D轮及以上","
职位描述：

岗位职责：
1. 负责自然语言处理(NLP)、深度学习、机器翻译、机器学习等相关方向的技术研发工作；
2. 负责机器翻译系统研发工作；
2. 负责query分析相关工作：包括但不限于query纠错、改写、意图识别、分词等；
3. 负责数据的挖掘与处理相关工作；
  
岗位要求：
1. 计算机相关专业方向，2年以上工作经验；
2. 有NLP/深度学习/机器翻译/机器学习相关项目工作经验；熟练使用如tensorflow/Theano/Caffe等相关研发工具；
3. 有较强的算法基础和编码能力；
4. 有良好的团队合作意识； 

"
NLP中级工程师,8k-12k,ZingFront智线,"8k-12k,经验1-3年,本科","移动互联网,数据服务 / A轮","
职位描述：

工作内容：
1、高性能服务、海量数据处理
2、数据抓取、特征挖掘、模型计算
3、检索&策略优化的分析、设计和开发
 
能力要求：
1、熟悉各类数据挖掘/机器学习相关的算法，逻辑思维清晰，对数据敏感
2、熟悉C/C++/Python语言及Shell编程，并开发过不太小的项目；熟悉Linux平台及Hadoop系工具的使用
3、有大规模、高性能互联网网站系统相关的设计和开发经验者优先
4、具备良好的学习能力和成长潜力，渴望和团队一起快速成长

"
自然语言处理高级工程师,30k-50k,触宝,"30k-50k,经验3-5年,硕士","移动互联网,数据服务 / D轮及以上","
职位描述：

工作职责：负责新一代触宝输入法的研发，通过NLP技术，实现对用户的多维度理解，提高输入效率，使输入法更加智能化。职位要求：1、 深刻掌握机器学习、自然语言处理、数理分析的基础理论，并有一定实战经验；2、 扎实的数学基础，良好的数学建模能力；3、 熟练掌握各种自然语言处理相关的机器学习模型，包括但不局限于（语言模型、MaxEnt、Plsa/lda，w2v，CNN/RNN）等；4、 掌握C/C++、PHP、Python、Shell等至少一门常用语言，熟悉数据结构和算法，并能够合理使用；5、 熟悉分布式/高性能计算系统，有hadoop、Spark、mpi等开发经验者优先；6、 熟练使用机器学习框架，TensorFlow，pytorch等；7、 对用户和产品有较好的理解与认知，有技术驱动产品经验者优先；8、 对ner、对话系统、翻译、搜索系统等某一领域有深入研究。

"
自然语言处理专家/高级自然语言处理工程师,20k-35k,阿里云,"20k-35k,经验3-5年,硕士","电子商务,企业服务 / 上市公司","
职位描述：

职责： 
语义匹配以及分类器的研究以及实现，文本挖掘以及知识体系构建。
智能问答系统的研究和开发；

岗位要求:

自然语言处理、文本挖掘、机器学习、模式识别等相关专业的硕士/博士，在该领域有很好的技术积累 
相关领域3年以上的研发经验 ，对自然语言处理以及深度学习有相关的了解，包括但不仅限于文本分类，词向量技术，文本挖掘，命名实体识别等。
擅长使用python，对C++有一定了解。
对主流深度学习框架（tensorflow等）有一定的了解。
持续跟进相关领域的学术界进展，有阅读英文论文以及实现的能力。
很强的使命感和自我驱动力。


"
自然语言处理专家,30k-60k,转转,"30k-60k,经验3-5年,本科","移动互联网,生活服务 / A轮","
职位描述：


整体负责自然语言处理Topic的团队
负责自然语言处理相关的工作, 包括但不限于：文本分类、命名实体识别、句法分析、信息抽取、知识库构建、主题词识别、自动摘要、智能问答、语义理解、话题推荐等
开发一系列基础组件，支撑整个算法团队工作的NLP需求


"
高级自然语言处理工程师,20k-35k,亿咖通科技,"20k-35k,经验3-5年,本科","移动互联网,硬件 / 不需要融资","
职位描述：

岗位描述：1. 利用自然语言处理和机器学习算法对海量数据进行挖掘分析，包括但不限于文本聚类、语义理解、信息抽取、知识图谱、对话生成等2. 参与开发自然语言对话系统的后端服务应用岗位要求：1. 4年以上Java服务端开发经验2. 熟悉Linux操作系统的使用3. Java语言基本功扎实，具有良好的面向对象设计思想，熟悉常用Java设计模式4. 熟悉机器学习的基本算法与概念，如：逻辑回归、神经网络、决策树、贝叶斯分类器、支持向量机等。5. 熟悉自然语言常见算法与模型，如n-gram，word embedding, sentence embedding, LSA/LDA等6. 熟悉深度神经网络相关概念，了解常见神经网络模型（CNN, RNN, LSTM等）7. 熟悉BP算法原理，并能使用theano，tensorflow等工具进行大规模神经网络模型训练
加分项：1. 了解搜索引擎原理，熟悉基于Lucene的搜索服务框架（例如Solr, ElasticSearch）2. 熟悉大数据处理平台的使用（如Hadoop, Spark等）

"
资深自然语言处理研发工程师(MJ000658),25k-50k,沪江,"25k-50k,经验1-3年,不限","移动互联网,教育 / D轮及以上","
职位描述：


工作职责：
-负责开发和提高基础NLP模块：面向多语言的分词、词性标注、Text Normalization、命名实体识别、指代消歧、Parsing等；
-负责对话过程中的领域（场景）设计及开发对应的Domain、Intent和Semantic Slot的处理模块；
-负责开发并利用文本分类，聚类等算法来进行大规模的文本处理；
-负责开发面向教育的知识图谱，为对话系统提供支撑；
-负责上述系统的编程、测试与部署；
任职资格：
-熟悉自然语言处理领域的基本概念和问题，包括：分词、词性标注、命名实体识别、语法分析、语言模型、文档分类等；
-熟悉自然语言处理的常用技术和算法，包括：HMM、CRF、SVM等；
-熟悉深度学习技术在NLP领域的理论及进展，包括：RNN、Attention、Seq2Seq等；
-实际从事过文本处理相关的技术工作，如Query解析、文本检索、对话聊天系统、知识问答系统、机器翻译、情感分析者更佳；
-从事过话题分析、多轮次自然语言对话的候选者最佳；
-熟悉C/C++语言及Python等脚本语言编程，对数据结构和算法设计有较为深刻的理解
-有相关机器学习背景、能够跟踪深度学习技术者更优
-具备优秀的逻辑思维能力，善于解决问题和分析问题 
-有强烈的上进心和求知欲，较强的沟通能力和学习能力


"
新浪财经-高级NLP工程师,15k-25k,新浪网,"15k-25k,经验3-5年,本科",文化娱乐 / 上市公司,"
职位描述：

岗位职责：
1.负责新浪财经APP资讯文本特征提取、文本分类、情感分析、主题模型等算法的研究和改进。

任职要求：   
1. 计算机或相关专业，具有三年以上自然语言处理相关的工作经验；
2. 熟练掌握自然语言处理的算法和技术，具有分词、新词发现、标签提取、文本分类、舆情分析等相关的项目经验；
3. 扎实的编码能力，熟练使用linux下的C/C++、Python语言开发；
4. 熟悉深度学习或Hadoop/storm/Spark等常用大数据计算平台者优先；
5. 较强的分析问题解决问题能力，工作踏实上进，有良好的团队合作意识。

"
自然语言处理研发,20k-40k,乐言科技,"20k-40k,经验不限,硕士",企业服务 / A轮,"
职位描述：

工作职责：
- 乐言科技NLP系统的算法研发，包括各领域NLP基础工作研究（包括并不限于分词、词性标注、语法分析、语义分析、情感分析、命名实体识别等）
- 将NLP技术应用到具体的产品中，根据不同的产品属性进行算法的优化
能力要求：
- 熟练掌握Java和一种脚本语言
- 有自然语言处理相关经验，熟悉分词，标注等NLP基本模块

- 了解常用机器学习算法和工具
- 有一定学习能力，能够阅读相关英文文献，跟踪学术和行业动态
- 有系统编程经验者优先
待遇：
- 和精干的业界顶尖团队合作，团队包括前IBM、谷歌、微软、阿里、百度、携程研发人员
- 快速增长中的人工智能企业软件产品，成长发展空间大
- 有竞争力的薪水，早期期权
- 交通便利，福利多多，带薪年假15天

"
NLP自然语言处理工程师,25k-50k,一览科技,"25k-50k,经验不限,硕士","移动互联网,文化娱乐 / B轮","
职位描述：

职位描述：
1、负责音视频文本特征提取系统的研究设计及开发
2、负责视频网站知识图谱的建设
3、负责词法和句法分析、文档摘要、情感分析等基础算法研发
任职要求：
1、计算机或相关专业，具有两年以上自然语言处理相关的工作经验
2、扎实的编码能力，熟练使用linux下的C/C++、Python语言开发
3、精通统计语言模型和相关机器学习核心算法
4、熟练掌握自然语言处理的算法和技术，具有分词、新词发现、实体词抽取、文本分类、舆情分析等相关的项目经验
5、较强的分析问题解决问题能力，工作踏实上进，有良好的团队合作意识

"
自然语言处理工程师/数据挖掘工程师,20k-40k,金山办公软件,"20k-40k,经验3-5年,本科",移动互联网 / 上市公司,"
职位描述：

【职位描述】

1.对产品用户行为数据的分析挖掘，协助构建用户数据模型，研究互联网产品，用户变化，用以支持各项决策。
2. 因项目研发需要而赋予的其他工作职责。

【任职资格】

1、具备扎实的数学和计算机科学功底，以及坚实的数据挖掘和机器学习理论基础
2、具有扎实的数据结构和算法功底，掌握C/C++/Python/R/Java等至少一门高级编程语言

3、熟悉hadoop/hbase/hive/mpi任意一项技术，精通MR编程，有源代码阅读经验者优先
4、具备良好的逻辑分析能力和解决实际问题的能力
5、有成功的数据挖掘应用经验优先
6、2年以上工作经验

"
自然语言处理专家-研发中心,20k-30k,恒生电子,"20k-30k,经验5-10年,硕士","移动互联网,金融 / 上市公司","
职位描述：

【岗位职责】
1.参与公司底层自然语言处理产品的技术架构设计和核心模块的开发；
2.负责公司产品相关产品的自然语言处理技术开发工作。
【任职要求】
1.硕士以上学历，至少1年以上自然语言处理经验；
2.有扎实的数据结构和算法功底；熟悉自然语言处理的相关理论：分词、文本挖掘、知识抽取、知识图谱、机器学习、自动摘要等，有深度学习背景更佳；
3.熟练掌握自然语言处理相关理论和方法，并有一定的相关研究或项目经验；
4.具有独立分析问题和解决问题的能力，对解决具有挑战性问题充满激情；
5.熟悉Java和Python语言的优先考虑。
6、有相关项目经历优先，在核心期刊发表过自然语言处理相关论文优先，在自然语言处理竞赛或机器翻译评测中取得靠前名次优先；

"
自然语言处理,15k-30k,普强信息,"15k-30k,经验不限,本科",数据服务 / C轮,"
职位描述：

岗位职责：
1、负责大规模文本处理，包括文本预处理，分词分类等；
2、负责特定领域的命名实体识别。
任职要求：
1、计算机、模式识别相关专业，本科及以上学历；
2、熟练掌握 JAVA/Python;
3、熟悉Linux，MySQL
4、熟悉机器学习算法和自然语言处理并有相关项目经验优先。

"
NLP研发工程师,20k-30k,智课网,"20k-30k,经验不限,本科","移动互联网,教育 / B轮","
职位描述：

岗位需求：
精通Java/C/C++编程；
熟练掌握自然语言处理和机器学习的基础理论和方法，对其中某方面核心算法理解透彻，有实际工程经验；
熟悉Linux/Unix操作系统；
对解决具有挑战性问题充满激情；
加分项：
有文本校对，评测经验；
从事过深度问答项目问题理解、语义分析、答案推理计算等研发工作，从事过句法分析、命名实体识别、知识图谱等nlp相关工作；
有独立app开发经验、上线产品；
具有深度神经网络DNN理论基础及实战经验者；
对于语言学有一定了解；

"
NLP工程师/专家/研究员,40k-80k,美团点评,"40k-80k,经验5-10年,本科","移动互联网,O2O / D轮及以上","
职位描述：

工作职责：
基于美团点评业务场景，提供人工智能解决方案；
用自然语言处理技术和语义分析方法实现相关模型的建立与实践；
构建用户画像知识图谱；
人工智能前沿问题的探索与研究。

工作要求：
扎实的算法基础，精通NLP相关算法和模型；
熟悉Java/C/C++/Python等编程语言；
有Tensorflow, Caffe2, Theano等深度学习框架与自然语言处理结合实际项目经验者优先；
熟悉面向文本的CNN、RNN、LSTM、Sequence to sequence、GAN等模型者优先；
了解Attention、Memory机制在Deep Learning中的实际应用者优先；
熟悉大规模知识挖掘、表示、推理、建模及应用者优先；
熟悉Word2Vec、Doc2Vec等embedding模型及应用者优先；
熟悉KBQA、IR-based QA等技术者优先；
在知识图谱、智能问答、搜索引擎、推荐系统等领域有实际项目经验者优先；
在GitHub上发布、贡献流行开源项目者优先；
在计算机学会A类国际期刊会议如ACL、AAAI、IJCAI、NIPS等上发表过第一作者论文优先。

"
NLP（自然语言处理）工程师-武汉校招,12k-18k,达闼科技,"12k-18k,经验1年以下,硕士",移动互联网 / B轮,"
职位描述：

职位描述：
岗位职责：
1．设计、实现包括智能对话系统在内的智能应用和自然语言处理  

任职要求：
1．扎实的计算机软件基础；
2．熟练使用C/C++或python编程语言；
3．熟悉NLP的相关算法，对NLP系统有较深的认识；
4．有搜索、推荐、机器学习等相关背景优先；
5．强烈责任心，良好沟通协作能力，良好学习能力 ；

工作地点：北京、成都

"
自然语言处理算法及应用开发资深工程师,40k-60k,世纪超星,"40k-60k,经验3-5年,本科",教育、移动互联网 / 不需要融资,"
职位描述：

岗位职责：
1.负责文本处理相关研发工作，包括但不限于海量非结构化文本数据、数据挖掘、自然语言NLP处理、信息抽取、智能问答、知识图谱、语义理解、意图识别、机器翻译、机器写作等；
2.负责NLP算法在教育产品方向上的创新尝试；
3.负责与产品、开发一同将各种算法进行产品化；
4.负责以上算法与产品应用的相关专利申请。

任职需求：
1.计算机、信号处理、自动化等相关专业，本科以上学历，具备一定的模式识别、语音相关方面的理论知识；
2.语音相关领域英文文献阅读无障碍，具备中英文学术论文的调研能力，有从事研究型项目的经历；
3.了解自然语言处理基础理论和方法，了解中文分词、语义分析、文本聚类、情感分析、实体识别等基础算法和应用；
4.熟悉Linux系统，具备较好的C、C++、java或python编程能力，有一定的代码开发经历；
5.对数据敏感，善于思考，具备不断发现并解决问题的能力；
6.工作踏实上进，有良好的团队合作意识。

满足以下条件的优先考虑：
1. 熟悉RNN、CNN等深度学习算法及其常用工具如TensorFlow、Caffe、CNTK等；
2. 有在线教育NLP方向研究与应用开发经验者。

员工入职后会在国内工作半年至一年，工作地点可选北京/南京，随后公司会对员工进行考核，考核合格后可派往美国进行常驻，美国工作地点：加州硅谷。

"
NLP专家/自然语言处理资深工程师,30K-60K,阿博茨科技,"30K-60K,经验5-10年,硕士",移动互联网 / A轮,"
职位描述：

岗位职责：
 1. 负责自然语言处理NLP相关的研发工作, 包括但不限于文本分类/聚类、命名实体识别、句法分析、信息抽取、智能问答、知识图谱、语义理解、意图识别, 机器翻译, 机器写作等;
 2. 负责核心业务及工具产品的构建；
 3. 知识图谱的构建；

岗位要求：
 1. 计算机相关专业本科以上学历，3年以上相关工作经验；
 2. 有较强的算法基础和编码能力；
 3. 具备深度学习经验优先；
 4. 对数据敏感，善于思考，具备不断发现并解决问题的能力；
 5. 工作踏实上进，有良好的团队合作意识。

"
NLP资深专家,50k-100k,InnoTREE,"50k-100k,经验5-10年,本科",金融 / B轮,"
职位描述：

岗位职责:1、针对海量文本内容进行中文分词、语义识别、实体识别、新词发 现、自动文本聚类和情感分析等文本挖掘的工作 2、支持公司的金融知识图谱产品，结合良好的金融知识体系，挖掘 实体，属性，以及式实体间的相关性任职要求 1、自然语言处理相关专业毕业，熟悉掌握自然语言处理的基本理论 和方法，熟悉中文分词，语义分析、文本聚类、情感分析等基础算法 和应用2、熟悉机器学习和数据挖掘理论，有相关经验者优先3、拥有实际的文本挖掘的项目经验 4、掌握c/c++/Python的系统开发，有hadoop开发经验，熟悉linux 下的shell编程，至少掌握一门脚本语言 5、对金融投资领域知识有浓厚的兴趣、

"
自然语言处理工程师,30k-40k,江村市隐,"30k-40k,经验3-5年,硕士","移动互联网,企业服务 / 不需要融资","
职位描述：

岗位职责：
1、负责文献数据收集整理分析，对多种数据源进行数据抽取、集成、清洗、转换等；
2、协助设计自然语言处理算法并实现行业知识图谱或问答系统，定期优化算法策略，提供建设性建议；
3、协助技术经理构建自然语言处理构架；
4、及时了解产业和技术的发展情况。
 
职位要求：
1、良好的英文资料及文献阅读能力；
2、熟悉自然语言处理方法，会使用Python；
3、较强的数据敏感度、逻辑分析能力。

"
NLP自然语言处理工程师,15k-25k,达观数据,"15k-25k,经验1-3年,硕士",移动互联网 / A轮,"
职位描述：

1、参与研究语义建模、自然语言理解、机器阅读、文本分类等NLP关键前沿技术的研发工作
2、参与探索深度学习（Deep Learning）在自然语言处理领域中的应用，实现切实有效的深度学习模型
3、参与构建各种机器学习和文本数据挖掘的实用化工具
 
职位要求
1、计算机、统计、数学及相关专业硕士及以上学历
2、具备自然语言处理及机器学习方面的基础理论知识，有相关实战项目经验者优先
3、熟悉常用的编程语言（如Python、Java等），有扎实的编程能力
4、思路清晰，主动性强，有很强的自我驱动力
5、责任心强，能承受工作压力，良好的沟通交流能力，能迅速融入团队

"
自然语言处理工程师,30k-40k,学霸君,"30k-40k,经验3-5年,硕士","移动互联网,教育 / C轮","
职位描述：

职位描述：

1. 使用NLP和知识图谱的前沿技术，开发面向教育领域的自然语言解析引擎。
2. 参与自然语言处理各模块（依存句法分析、语义理解、机器翻译）的改进

职位要求：
1. 硕士及以上学历，精通自然语言处理技术，3年以上工作经验。有信息抽取，知识推理，机器翻译相关经历。
2. 有句法分析引擎开发和调试经验，熟悉semantic parsing相关技术。
3. 精通主流的机器学习和深度学习模型。熟悉至少一个深度学习训练库。
4. 较强的自我驱动意识，喜欢创新和挑战；较强的分析问题解决问题能力

"
