address,addressinfo,housename,priceinfo,resblockarea,resblockroom,resblocktype,salestatus,secondprice
珠江新城东,马场路与临江大道交界处（南国花园南面）,侨鑫汇悦台,170000,236~437m²,5室(1)/4室(2)/3室(2),住宅,在售,2368
工业大道北,滨江西路三江交会处（洲头咀公园旁）,天誉半岛花园,100000,370~440m²,5室(2),住宅,在售,1275
琶洲,广州市海珠区新港东路2348號（万胜围地铁站沿新港东路往东300米）,琶洲壹號,7700,526m²,7室(1),别墅,售罄,6000
珠江新城东,天河区珠江新城海业路6号,越秀星汇御府,91000,587~666m²,8室(2),住宅,在售,2010
科学城,广州黄埔长岭居新业路与布岭路交汇处（甘竹山东南麓）,万科里享家,23000,75~95m²,3室(3),住宅,在售,90
车陂,天河广园快速路与车陂西路交界处(中海康城西北侧),天健上城,40000,165m²,4室(1),住宅,售罄,239
科学城,黄埔区萝岗科学城开创大道以东,越秀保利爱特城,25000,85~107m²,3室(3)/2室(1),住宅,在售,164
科学城,黄埔萝岗科学城开源大道植树公园两侧,时代春树里,32000,113m²,4室(1),住宅,在售,240
三元里,越秀北站南路17号,竹雅苑,36000,,,住宅,售罄,360
大石,番禺建华南路168号宜家咖啡（大石地铁站A出口西侧600米）,新城市宜家,价格待定,,,住宅,售罄,75
金洲,南沙环市大道西与工业一路交汇处（地铁四号线南延线塘坑站）,中盈一海里,9000,78~97m²,3室(2)/2室(1),住宅,售罄,71
科学城,黄埔开发区永和来安三街19、21号,宏康小筑,价格待定,96m²,3室(1),住宅,售罄,88
工业大道南,海珠区新溪路25号（工业大道南侧、石溪新大围地段）,鸣翠花园四期,52000,114m²,3室(2),住宅,在售,345
开发西区,黄埔开发区西区丽江街1号,美悦湾,21000,70~128m²,3室(7)/2室(7),住宅,售罄,69
石滩镇,新城大道旁,绿湖国际城,14500,72~120m²,3室(3)/2室(1),住宅,在售,96
大石,番禺大石街石北工业路22号（大石中心小学旁）,富丽居,32000,88m²,3室(1),住宅,售罄,133
市桥,广州市番禺区大龙街丰尚路68号,星尚花园,23000,116m²,3室(1),住宅,在售,254
同和,白云沙太南路623号之一（地铁3号线梅花园站B出口方向）,恒大御府,60000,145~180m²,4室(1)/3室(1),住宅,在售,408
市桥,广州市番禺区市桥街禺山大道168号,正太广场,23000,77~108m²,3室(4)/2室(3),住宅,售罄,174
金碧,海珠南洲路307-319号,恒洲小苑,价格待定,,,住宅,售罄,229
市桥,番禺亚运大道198号,信业尚誉,12500,42~56m²,1室(6),住宅,售罄,52
新垦镇,南沙区珠江街新广三路（珠江科技园斜对面）,珠江源昌花园,17000,104~121m²,4室(1)/3室(1),住宅,在售,93
坑口,区东漖南路90—110号,翠荷轩,30000,81~108m²,3室(1)/2室(1),住宅,售罄,172
鹤洞,荔湾银沙路与开拓二横路交界处,融穗华府,50000,71~91m²,3室(2)/2室(1),住宅,在售,355
榄核镇,南沙榄核镇蔡新路与广场路交界,凯德新玥,13500,,,住宅,售罄,74
珠江新城东,珠江新城花城大道与平江路交界（地铁5号线潭村站B出口旁）,珠光新城御景,90000,154m²,4室(1),住宅,售罄,1131
新塘,增城新塘镇广深大道西228号,新景豪庭,价格待定,,,住宅,售罄,108
新塘,增城新塘大道西（新塘三中旁）,合汇学府名郡,27000,,,住宅,售罄,210
南沙区府,南沙凤凰大道与丰泽西路交汇处（蕉门地铁站B出口）,叠翠峰,26000,104m²,3室(1),住宅,在售,180
滨江中,海珠区江南大道北市二宫地铁A出口,富基广场,39000,,,住宅,售罄,353
狮岭,花都狮岭镇芙蓉大道东侧（新庄村）,芙蓉春晓,价格待定,,,住宅,售罄,67
旧区,花都广州市花都区狮岭大道东路1号,新鸿基御华园,15000,258m²,4室(1),住宅,售罄,79
科学城,黄埔长岭路永顺大道（新建长平小学南侧）,金融街融穗御府,28000,,,住宅,售罄,131
金洲,进港大道金洲广场金沙路,广晟圣淘沙,18000,59m²,2室(1),住宅,待售,75
金洲,进港大道北侧（南沙碧桂园对面）,碧桂园蜜柚,20000,,,住宅,售罄,136
新塘,增城新塘石新路168号,中森茗苑,价格待定,,,住宅,售罄,113
从化,广州市从化区太平镇花园中路11巷1号,叠翠轩,12000,91~111m²,3室(2)/2室(1),住宅,在售,80
滘口,荔湾珠江大桥西,鹅潭湾,52000,168~280m²,5室(1)/4室(3),住宅,在售,643
南沙区府,黄阁大道南大山乸公园旁,万科南方公元,价格待定,,,住宅,售罄,76
南沙区府,南沙凤凰大道外国语学院旁,南沙金茂湾,价格待定,240m²,4室(1),住宅,售罄,152
南湖,白云南湖同和路828号（南湖乐园对面）,山水庭苑,价格待定,,,住宅,售罄,303
西村,荔湾区环市西路47号（地铁西村站D出口100米处）,君荟名轩,38000,,,住宅,售罄,225
金洲,进港大道金洲广场金沙路,广晟圣淘沙,18000,59m²,2室(1),住宅,待售,75
金洲,进港大道北侧（南沙碧桂园对面）,碧桂园蜜柚,20000,,,住宅,售罄,136
新塘,增城新塘石新路168号,中森茗苑,价格待定,,,住宅,售罄,113
从化,广州市从化区太平镇花园中路11巷1号,叠翠轩,12000,91~111m²,3室(2)/2室(1),住宅,在售,80
滘口,荔湾珠江大桥西,鹅潭湾,52000,168~280m²,5室(1)/4室(3),住宅,在售,643
南沙区府,黄阁大道南大山乸公园旁,万科南方公元,价格待定,,,住宅,售罄,76
南沙区府,南沙凤凰大道外国语学院旁,南沙金茂湾,价格待定,240m²,4室(1),住宅,售罄,152
南湖,白云南湖同和路828号（南湖乐园对面）,山水庭苑,价格待定,,,住宅,售罄,303
西村,荔湾区环市西路47号（地铁西村站D出口100米处）,君荟名轩,38000,,,住宅,售罄,225
科学城,黄埔中新广州知识城南起步区九龙大道中（中新知识城规划展示厅对面）,时代天韵,23000,134m²,4室(1),住宅,在售,309
金洲,南沙进港大道南侧蝴蝶洲公园旁,悠山时光,19500,90~109m²,3室(2),住宅,在售,163
大石,番禺区105国道和市广路交界处（松下万宝电熨斗公司对面）,珑翠,38000,164m²,4室(1),住宅,在售,268
新塘,西宁西路618号,尚东阳光雅苑,20000,108~143m²,3室(3),住宅,在售,216
狮岭,花都狮岭镇狮岭大道东17号,轩逸荟,12000,,,住宅,售罄,96
新垦镇,万顷沙镇新垦十三涌公交总站往东500米,南沙万地雅涛阁,13000,107m²,3室(1),住宅,售罄,117
新市,云城东路以西，齐富路以北,保利云禧西区,60000,351~368m²,5室(2),住宅,在售,966
荔城,增城市荔城街荔星大道与荔城大道交汇处,增城方圆云山诗意,20000,110~118m²,3室(2),住宅,售罄,198
新区,广州市花都区镜湖大道18号豪利花园,豪利花园,24000,97m²,2室(1),住宅,在售,182
炭步镇,花都炭步镇佛一环官抱路（86）出口,颐和盛世,12500,102~132m²,4室(1)/3室(1),住宅,在售,105
金洲,南沙区港前大道与商贸南二路交汇处,广州星河山海湾,30000,143m²,4室(1),住宅,在售,166
铁路西,花都新华街工业大道18号,南华时代城,21000,105m²,3室(1),住宅,在售,194
龙洞,天河区宝翠路4号（华南植物园斜对面）,宝翠园,57000,,,住宅,售罄,780
人和,花都区广花路东镜段（邮件处理中心东面）,嘉汇城,价格待定,,,住宅,售罄,153
水荫,越秀水荫路69号,嘉富广场东山一品,90000,125~143m²,5室(1)/3室(1),住宅,在售,1125
铁路西,花都区新华镇九潭村,狮峰公馆,价格待定,,,住宅,售罄,78
中新镇,增城中新镇风光路33号,景新国际,价格待定,,,住宅,售罄,180
新塘,增城新塘广深大道西（原107国道，新康花园北门西侧）,汇东国际花园,23000,,,住宅,售罄,123
旧区,建设北路178号,绿地新里缇香公馆,20000,59~60m²,1室(2),住宅,在售,118
沙湾,番禺区福景路729号,星晨时代豪庭,价格待定,144m²,3室(1),住宅,售罄,346
东莞庄,天河东莞庄路78-88号,九洲海誉居,85000,187~192m²,4室(2),住宅,在售,498
天河北,林和村地段林和东路,峻林,价格待定,260~308m²,5室(2)/4室(1),住宅,售罄,1190
珠江新城中,天河冼村路2号（冼村路与临江大道交界）,博雅首府,120000,337~388m²,5室(1)/4室(1),住宅,在售,1534
大学城,番禺区大学城中五路与中三横路的交界,尚轩103,54000,260m²,5室(1),住宅,在售,1144
金洲,南沙进港大道与珠电路交汇处（华汇广场北侧）,中央郡,23000,106~135m²,4室(1)/3室(1),住宅,在售,136
陈家祠,荔湾龙津中路459-483号、土兴巷1至15号之二,龙津世家,45000,,,住宅,售罄,526
大学城,番禺新造镇小谷围岛中山三横路,大学小筑,60000,270m²,4室(1),住宅,在售,684
旧区,花都迎宾大道187号（合和新城对面）,嘉都汇,26000,195m²,6室(1),住宅,在售,103
金洲,黄山鲁森林公园东门（时代南湾后）,华海山屿海,20000,80m²,2室(1),住宅,在售,128
鹤洞,荔湾鹤洞路以南（广钢工人体育馆旁）,葛洲坝保利曼城,45000,,,住宅,售罄,398
金洲,港前大道北（南沙游艇会对面）,时代南湾,15000,180m²,4室(1),住宅,售罄,270
珠江新城东,珠江新城花城大道98号（珠江公园南门对面）,尚东柏悦府,160000,437m²,4室(1),住宅,在售,5681
旧区,花都区建设北路162号（花都圆玄小学对面）,家和逸品苑,17000,95~114m²,3室(1)/2室(1),住宅,售罄,118
五羊新城,越秀东兴北路84、86号（外商活动中心南侧直入50米）,东海嘉园,80000,,,住宅,售罄,1320
大学城,番禺小谷围岛大学城中八路22号,越秀三四里江,4000,305~600m²,5室(2),住宅,售罄,998
白云大道北,白云区永泰村集贤庄新顺路（集贤小学旁）,广州华发四季,58000,186~260m²,5室(2)/4室(1),住宅,售罄,719
从化,从化城鳌大道东（广州华夏学院旁）,宏润天睿,9300,98~102m²,3室(2),住宅,在售,73
金洲,南沙南沙街海景路,南沙裕豪轩,20000,102m²,3室(2),住宅,售罄,129
荔城,增城区广汕公路与增江大道南交汇处（天恩小学对面）,公园里（春晓花园）,20000,112~126m²,3室(2),住宅,在售,83
解放南,越秀沿江西路143号,爱群荟景湾,70000,340~372m²,5室(1)/4室(1),住宅,在售,2380
荔城,增城增城大道与新城大道交汇处（增城宾馆对面）,创基丽江国际,20000,92~195m²,4室(1)/3室(1)/2室(1),住宅,售罄,184
亚运城,石楼镇亚运大道北侧，石清公路东侧,尚上名筑二期,价格待定,169m²,5室(1),住宅,售罄,338
荔城,荔城街幸福路25号（中坚豪庭旁）,乐天峰公馆,22000,86~124m²,3室(5),住宅,售罄,189
工业大道中,北京路太平沙牌坊直入（近地铁北京路站A出口）,大洋江畔雅苑,价格待定,78~144m²,3室(1)/2室(2),住宅,待售,516
从化,从化区江埔街环市东路（G105）453号,宏诚海峰花园,价格待定,,,住宅,售罄,78
荔城,增城府佑路与荔景大道交汇处（增城广场北侧）,合汇·中央广场,28000,,,住宅,售罄,206
从化,从化市街口街新城中路86号,新时代家园,16000,109m²,3室(1),住宅,售罄,110
旧区,新华镇三东大道以南,花都凤凰御景,400,,,住宅,售罄,282
黄村,天河区奥体路（奥体中心北侧、世界大观旁）,帝景山庄,100000,430~450m²,6室(1)/5室(1),别墅,在售,3500
从化,从化江埔街河东南路56号,汉中紫薇苑,16000,141m²,4室(1),住宅,在售,156
从化,从化从城大道风云岭森林公园对面,云星钱隆公馆,20000,,,住宅,售罄,188
荔城,增城荔城街百花路7号,怡康华府,价格待定,107m²,3室(1),住宅,售罄,224
新市,白云云城东路以西，齐富路以北,保利云禧东区,价格待定,225m²,4室(2),住宅,售罄,990
大坦沙,坦尾西海南路,花语水岸,32000,165m²,5室(1),住宅,售罄,218
赤岗,艺洲路602号,珠江帝景苑合生紫龙府,85000,188m²,4室(1),住宅,在售,1402
南岸路,广州市荔湾区南岸路23号（荔湾湖·中山八）,西关海,61000,127~174m²,4室(3)/3室(3),住宅,在售,448
桂花岗,走马岗路28号,隆泰逸品君庭,31000,,,住宅,售罄,342
从化,从化105国道九里步果场段,珠光御景山水城,16000,,,住宅,售罄,104
南湖,白云同泰路倚绿东街（同和地铁D口往前300米）,倚绿山庄尚院,价格待定,96~167m²,4室(2)/3室(6)/2室(2),住宅,售罄,240
环市东,越秀区犀牛路农本新村,农林华府,58000,106~224m²,5室(1)/3室(3),住宅,售罄,488
金洲,金岭北路广隆段以西,南沙心意华庭,13000,,,住宅,售罄,66
工业大道南,海珠新业路51-61号,鸿益华府,36000,,,住宅,售罄,349
科学城,黄埔九龙镇九龙大道（中新广州知识城展示厅旁）,万科幸福誉,20000,97~98m²,3室(2),住宅,在售,142
机场路,白云三元里大道北与机场路交汇处,百荣园云山名都,价格待定,,,住宅,售罄,301
铁路西,花都风神大道以南，天马河西面,保利悦廷,价格待定,,,住宅,售罄,110
旧区,花都宝华路与天贵路交汇处（花果山公园北门）,泊岸君庭,16000,143m²,3室(1),住宅,售罄,183
科学城,萝岗金坑水库路38号,御湖名邸,价格待定,,,别墅,售罄,380
科学城,永顺大道长岭路段（广州市干部疗养院斜对面）,保利越秀岭南林语,17000,116m²,3室(1),住宅,售罄,172
金洲,南沙南沙街金隆路与双山大道交汇处,广州时代云图,14000,66~97m²,3室(2)/2室(1),住宅,售罄,93
东风西,越秀东风西路238-248号（中山纪念堂的斜对面）,御东雅苑,43000,94~184m²,4室(1)/2室(1),住宅,售罄,405
南浦,番禺大石镇东乡村三支香水道南侧地块，丽江花园德宇楼西侧,丽江花园如英居,40000,,,住宅,售罄,224
花山镇,花都花山镇花山大道43号,花城悦翠园,12000,83m²,3室(1),住宅,在售,86
科学城,黄埔萝岗广汕公路与九龙大道交汇处,中泰天境,20000,102~130m²,4室(1)/3室(1),住宅,在售,60
石滩镇,增城石滩大道南128号挂绿新城石滩广场旁,倾城国际,16000,98~133m²,4室(1)/3室(3),住宅,在售,148
金洲,南沙广州市南沙区进港大道377号（南沙街道旁）,时代长岛,25000,113m²,4室(1),住宅,在售,154
赤岗,广州大道原收费站东侧、广东教育学院北侧,领江壹号,价格待定,159m²,3室(1),住宅,售罄,362
市桥,番禺石岗南路9号(金海岸花园西侧、石岗南路东侧),金海御苑,15000,135~138m²,3室(2),住宅,售罄,202
中新镇,增城区朱村街广汕公路南边，朱宁路北侧,仁安花园,价格待定,,,住宅,售罄,68
金洲,金沙路（进港大道肯德基北侧前行50米）,星河盛世,价格待定,108m²,2室(2),住宅,售罄,101
科学城,开创大道2666号,凯得文化广场,23000,144m²,4室(1),住宅,售罄,219
琶洲,海珠新港东路48号（万盛围站B出口，会展中心往东1000米）,江山国际,47000,164~184m²,4室(1)/3室(1),住宅,售罄,773
新塘,增城广园东107国道与东江大道交汇路口,惠百氏广场,价格待定,,,住宅,售罄,50
科学城,永顺大道长岭路段（广州市干部疗养院斜对面）,保利越秀岭南林语,17000,116m²,3室(1),住宅,售罄,172
金洲,南沙南沙街金隆路与双山大道交汇处,广州时代云图,14000,66~97m²,3室(2)/2室(1),住宅,售罄,93
东风西,越秀东风西路238-248号（中山纪念堂的斜对面）,御东雅苑,43000,94~184m²,4室(1)/2室(1),住宅,售罄,405
南浦,番禺大石镇东乡村三支香水道南侧地块，丽江花园德宇楼西侧,丽江花园如英居,40000,,,住宅,售罄,224
花山镇,花都花山镇花山大道43号,花城悦翠园,12000,83m²,3室(1),住宅,在售,86
石滩镇,增城石滩大道南128号挂绿新城石滩广场旁,倾城国际,16000,98~133m²,4室(1)/3室(3),住宅,在售,148
金洲,南沙广州市南沙区进港大道377号（南沙街道旁）,时代长岛,25000,113m²,4室(1),住宅,在售,154
沙湾,番禺广州番禺市桥南区南城路（番禺中学旁）,越秀可逸江畔,16000,,,住宅,售罄,150
高明,佛山市高明区荷城街道荷富路888号,美的明湖,11000,137~141m²,4室(2),住宅,售罄,148
西樵,佛山市南海区西樵镇西岸庆云大道国家4A级风景区——南海湾内,中旅山湖中央,8200,62~84m²,1室(2),住宅,在售,50
象岭,朱村站旁,云溪四季,18000,95~129m²,3室(1)/2室(2),住宅,在售,144
北滘,佛山市顺德区北滘镇君兰社区居民委员会木华路2号天銮花园,合景天銮,25000,128~141m²,4室(2),住宅,在售,332
金洲,广州市南沙自贸区港前大道南沙客运港正对面,中交蓝色海湾,价格待定,92m²,3室(1),住宅,售罄,230
三水,广海大道东（金太阳酒店旁）,雅居乐融创三江府,11000,95~110m²,4室(1)/3室(1),住宅,在售,104
机场路,白云三元里大道北与机场路交汇处,百荣园云山名都,价格待定,,,住宅,售罄,301
铁路西,花都风神大道以南，天马河西面,保利悦廷,价格待定,,,住宅,售罄,110
旧区,花都宝华路与天贵路交汇处（花果山公园北门）,泊岸君庭,16000,143m²,3室(1),住宅,售罄,183
金洲,南沙黄山鲁森林公园内,广州星河丹堤,25000,79m²,2室(1),住宅,在售,178
里水,佛山市南海区沿江北路20号,中海金沙水岸,18000,90~270m²,5室(4)/4室(10)/3室(6),住宅,售罄,117
范湖,佛山市三水区乐平镇范湖龙湖路222号,华盛圆坊名荟,50,88~89m²,3室(4),住宅,售罄,51
乐从,顺德区乐从镇乐中路139号,物联创智谷,13500,55~72m²,3室(1)/2室(1),商业类,在售,54
佛平路,南海区桂城南海大道北46号,悦万城,25000,67m²,1室(1),住宅,在售,84
大石,广州市番禺区大石沿江东路22号,华筑翡翠湾,34000,73~88m²,3室(2)/2室(1),住宅,售罄,240
大沥,大沥镇盐步蟾龙路2号新澳商务大厦,新澳ITI国际,18000,68m²,2室(1),商业类,售罄,72
乐从,佛山新城上华大道与环镇西路交汇处,中海新城公馆,16500,125~129m²,3室(2),住宅,在售,206
金洲,环市大道南南沙小学对面（塘坑地铁口）,大宏锦绣,22000,95~136m²,3室(3),住宅,在售,209
荔城,朱村大道东72号,万科春风十里,22000,99~119m²,4室(1)/3室(2),住宅,在售,198
石湾,佛山市禅城区工农路和紫薇路交接处,美誉紫薇花园,20000,46~123m²,3室(1)/2室(2)/1室(4),底商,在售,78
千灯湖,佛山市南海区永胜西路22号(万达广场南侧),新凯广场,15500,48~91m²,3室(1)/1室(2),写字楼,在售,68
人民路,大新路388号,嘉兰轩,59000,50~117m²,3室(1)/2室(2)/1室(1),住宅,在售,303
桂城北（南海广场）,南海大道与海三路交界处,时代名著,22000,96~143m²,4室(1)/3室(3),住宅,在售,202
大沥,佛山市南海区盐步街道荣阳大街22号（海傍路旁,连城湾,18200,90~91m²,3室(4),住宅,在售,162
丹灶,翰林湖滨有为小学旁,美的翰湖苑,11500,90m²,3室(1),住宅,售罄,103
三水,云东海大道森林公园东门前行1.5公里,丽日天鹅湖,18000,247~297m²,5室(2),别墅,售罄,444
西樵,樵岭国际位于西樵镇官山城区江浦东路以北，樵金路以西，沿江路以南,樵岭国际商业中心,价格待定,234m²,5室(1),住宅,售罄,84
狮山,佛山市南海区狮山镇博爱路68号,长华国际中心,14000,64~126m²,2室(2)/1室(1),商业类,在售,52
旧区,花都区新华街兰花路5号,紫薇丽都,19000,,,住宅,售罄,433
花山镇,花都平步大道与曙光路交汇处,广州万达文化旅游城,24000,92~147m²,4室(4)/3室(1)/2室(1),住宅,在售,135
从化,从化105国道流溪河旁（北回归标志塔旁）,紫泉流溪湾,20000,447~529m²,6室(2),别墅,在售,307
狮岭,建设北路狮岭段（西侧）,班芙小镇,14000,97~103m²,4室(1)/3室(1),住宅,售罄,71
榄核镇,榄核镇镇南路南侧,保利星海小镇,20000,106~135m²,4室(1)/3室(1),住宅,在售,142
开发区,黄埔区黄埔东路与丹水坑路交界（南岗地铁站旁）,万科尚城,32000,75~98m²,4室(2)/3室(1),住宅,在售,225
旧区,花都新华街桂花路61号（紫薇路北侧、桂花路西侧）,骏威锦东花园,29000,,,住宅,售罄,197
鹤洞,荔湾区鹤洞路以南（广钢工人体育馆旁）,保利葛洲坝海德公馆,55000,97~170m²,4室(1)/3室(2),住宅,在售,446
大沥,盐步蟾龙北路1号,珑耀华府,14500,89~122m²,4室(1)/3室(5),住宅,售罄,129
南洲,广州市海珠区南洲路88号,罗马家园龙禧,47000,215m²,4室(1),住宅,在售,1010
乐从,乐从镇佛山新城富华路6号,怡翠晋盛御园,21500,165~243m²,4室(2),住宅,在售,191
乐从,怡翠晋盛花园位于佛山新城区域天虹路以南、文德道以东、岳和路以北,怡翠晋盛花园,21000,171~243m²,4室(4),住宅,售罄,191
罗村,佛山市南海区状元路与北湖二路交汇处,奥园公园一号,价格待定,107~143m²,4室(1)/3室(6),住宅,待售,157
石湾,佛山市禅城区工农路和紫薇路交接处,美誉紫薇花园,20000,46~123m²,3室(1)/2室(2)/1室(4),底商,在售,78
千灯湖,佛山市南海区永胜西路22号(万达广场南侧),新凯广场,15500,48~91m²,3室(1)/1室(2),写字楼,在售,68
人民路,大新路388号,嘉兰轩,59000,50~117m²,3室(1)/2室(2)/1室(1),住宅,在售,303
桂城北（南海广场）,南海大道与海三路交界处,时代名著,22000,96~143m²,4室(1)/3室(3),住宅,在售,202
金洲,南沙区进港大道和港前大道交汇处,南沙湾御苑,26000,135~138m²,4室(1)/3室(1),住宅,在售,247
大沥,广东省佛山市南海区大沥镇四季路2号,华福熹云水岸,19000,96m²,3室(1),住宅,在售,174
高明,佛山市高明区杨和镇高明大道中218号,美的鹭湖森林度假区,19000,53~138m²,3室(3)/2室(2)/1室(1),住宅,在售,43
九江,九江镇沙头万安路与桂香街交汇处（泓信华府销售中心）,泓信华府,6300,90~125m²,3室(2),住宅,售罄,56
三水,云东海街道明海路1号,明智雅苑,5500,,,住宅,售罄,44
三水,佛山市三水区西南街道芒果岗地块,兆丰豪庭,5600,88~120m²,3室(5)/2室(3),住宅,售罄,49
乐从,顺德乐从映翠南路与葛仙路交汇处,星际半岛,13000,77~160m²,4室(1)/3室(1)/2室(2),住宅,在售,77
朝安,同济东路与朝安路交汇处（区政府通济大院对面）,兆阳O立方,18500,41~49m²,2室(2),商铺,在售,73
平洲,桂城街道疏港路28号,第壹时区,价格待定,45m²,1室(1),写字楼,售罄,81
狮山,松岗大道北332号（禅炭路联表牌坊旁）,名澳汇锦桃园,13300,90~122m²,3室(2)/2室(1),住宅,在售,97
西樵,项目位于 西樵镇白云路与锦湖大道交汇处,听音湖1号公馆,14000,69m²,2室(1),商业类,在售,39
勒流,育贤路3号育贤实验学校旁,勒流碧桂园,15000,,,住宅,售罄,55
陈村,佛山市顺德区佛陈路与文登路交汇处,福朋国际,13500,,,住宅,售罄,63
北滘,佛山市顺德区北滘镇人昌路与木华路交界,美的壹号公馆,价格待定,91~115m²,3室(6),住宅,售罄,218
里水,雅瑶（南海碧桂园旁）,雅瑶绿洲,27000,,,住宅,售罄,410
乐从,佛山新城裕和路和文华南路交汇处（新闻中心北门斜对面）,保利东湾东瑞广场,13800,50~69m²,1室(2),商业类,售罄,62
石湾,佛山市华宝南路海湾城南侧智慧公园东侧,中海凤凰熙岸,18000,108~143m²,4室(2)/3室(1),住宅,在售,190
大良新区,顺德大良区政府旁华桂园南侧,碧桂园钻石湾,18000,750~867m²,7室(2),别墅,在售,510
三水,内环南路与碧云路交汇处(三水云东海森林公园北行200米),山水庄园,11000,398m²,4室(1),别墅,售罄,437
三水,大塘镇锦塘路东侧（即原佳利达山庄）,莱福水岸城邦,价格待定,,,住宅,售罄,47
高明,桂丹路-西二环-广明高速（荷城出口）,君御海城,9300,116~155m²,4室(2)/3室(2),住宅,在售,98
石湾,佛山市禅城区工农路和紫薇路交接处,美誉紫薇花园,16000,,,住宅,售罄,74
工业大道南,海珠石岗路12号,金融街融御,60000,130m²,3室(1),住宅,在售,700
从化,冲口路南侧,欣荣宏御泉湾,10800,127~163m²,4室(2)/3室(2),住宅,售罄,139
乐从,佛山新城天虹路与百合道交汇处,德国港,18000,41~94m²,2室(3)/1室(2),商业类,在售,65
旧区,广州市花都区茶园路与宝华路交汇处,路劲天隽峰,26000,177m²,4室(1),住宅,在售,232
丹灶,项目位于南海区丹灶镇迎金一路1号,上林一品,12000,109~143m²,4室(2)/3室(1),住宅,在售,105
狮山,佛山市南海区狮山镇小塘三环东路,绿地丽雅香榭花苑,13800,82~117m²,4室(2)/3室(1)/2室(1),住宅,在售,110
桂城北（南海广场）,桂城海七路6号（位于海景花园对面）,创鸿·千灯墅,31500,,,住宅,售罄,601
龙江,龙江镇龙洲路南侧,龙江碧桂园华府,15000,194m²,5室(1),住宅,售罄,158
勒流,勒流大晚社区居委会成才路1号,凯茵花园,13000,103~129m²,3室(3),住宅,在售,130
大良东区,顺德大良南屏路9号（近良市场旁）,广域双子星,18500,117m²,4室(1),住宅,在售,184
九江,九江镇沙头万安路与桂香街交汇处（泓信华府销售中心）,泓信华府,6300,90~125m²,3室(2),住宅,售罄,56
三水,云东海街道明海路1号,明智雅苑,5500,,,住宅,售罄,44
三水,佛山市三水区西南街道芒果岗地块,兆丰豪庭,5600,88~120m²,3室(5)/2室(3),住宅,售罄,49
乐从,顺德乐从映翠南路与葛仙路交汇处,星际半岛,13000,77~160m²,4室(1)/3室(1)/2室(2),住宅,在售,77
朝安,同济东路与朝安路交汇处（区政府通济大院对面）,兆阳O立方,18500,41~49m²,2室(2),商铺,在售,73
