address,addressinfo,housename,priceinfo,resblockarea,resblockroom,resblocktype,salestatus,secondprice
武清,下朱庄街京津公路东侧,东澳广场,8200,,,商业类,售罄,35
冯村,长安街西沿线，距阜石路1.8公里，距莲石路1.5公里,华润西山墅,2100,338~447m²,5室(2)/4室(2),别墅,在售,1850
海淀北部新区,永丰路与北清路交汇处东北角，中关村壹号北侧公园中,首创天阅西山,82000,180~252m²,4室(4),住宅,在售,1500
马驹桥,马驹桥新桥往南800米,天鹅堡,1300,340m²,4室(1),别墅,在售,2
七里庄,西局东方威尼斯酒店西侧(西局玉璞园东侧),西宸原著,100000,175~220m²,3室(2),住宅,待售,2200
西红门,南四环新宫地铁站南行2300米处,公园懿府,71000,88~126m²,3室(4),住宅,在售,810
白石桥,北京海洋馆西２００米,金地华著,177000,150~252m²,4室(1)/3室(2),住宅,在售,4420
门头沟其它,"门头沟西长安西城,长安街西延线南侧约500米",电建金地华宸,65000,140~247m²,4室(2)/3室(3),住宅,在售,708
西北旺,西北旺镇永丰路与后厂村路东南角200米处,五矿万科如园,105000,310~510m²,6室(1)/4室(1),住宅,在售,2200
大兴其它,南中轴路魏善庄中学北侧,一品嘉园,48000,87~137m²,3室(4)/2室(12),住宅,在售,116
冯村,长安街西沿线，距阜石路1.8公里，距莲石路1.5公里,华润西山墅,2100,338~447m²,5室(2)/4室(2),别墅,在售,1850
海淀北部新区,永丰路与北清路交汇处东北角，中关村壹号北侧公园中,首创天阅西山,82000,180~252m²,4室(4),住宅,在售,1500
马驹桥,马驹桥新桥往南800米,天鹅堡,1300,340m²,4室(1),别墅,在售,2
七里庄,西局东方威尼斯酒店西侧(西局玉璞园东侧),西宸原著,100000,175~220m²,3室(2),住宅,待售,2200
西红门,南四环新宫地铁站南行2300米处,公园懿府,71000,88~126m²,3室(4),住宅,在售,810
白石桥,北京海洋馆西２００米,金地华著,177000,150~252m²,4室(1)/3室(2),住宅,在售,4420
门头沟其它,"门头沟西长安西城,长安街西延线南侧约500米",电建金地华宸,65000,140~247m²,4室(2)/3室(3),住宅,在售,708
西北旺,西北旺镇永丰路与后厂村路东南角200米处,五矿万科如园,105000,310~510m²,6室(1)/4室(1),住宅,在售,2200
大兴其它,南中轴路魏善庄中学北侧,一品嘉园,48000,87~137m²,3室(4)/2室(12),住宅,在售,116
香河,京沈高速西集出口香河方向3公里,三田雍泓青海城,22000,66~232m²,5室(1)/3室(7)/2室(10)/1室(1),住宅,在售,200
通州其它,地铁亦庄线经海路站西南角300米东侧,通泰国际公馆,65000,53~90m²,3室(1)/2室(2)/1室(1),住宅,在售,350
固安,106国道与农机路交汇处,红杉郡,价格待定,106m²,2室(1),住宅,售罄,60
清河,清河小营桥西学府北街,橡林郡,价格待定,87~117m²,3室(3)/2室(2),住宅,售罄,700
武清,广贤路与致远道交口,英伦假日,38000,193~237m²,6室(2)/5室(1),别墅,在售,733
房山其它,长沟国家湿地公园南侧,长海御墅,23000,280~435m²,5室(3)/4室(3),别墅,在售,645
武清,上马台镇政府西300米,翡翠蓝湾,13000,43m²,2室(1),住宅,售罄,56
八达岭,官厅水库西侧,官厅泊爱蓝岛,22000,274~800m²,8室(1)/4室(2)/3室(2),别墅,在售,569
长阳,地铁房山线稻田站北行800米,中粮京西祥云,58000,115~140m²,4室(2)/3室(1),住宅,在售,136
顺义其它,奥运水上公园东侧,水色时光四区,1400,253~369m²,7室(1)/4室(4),别墅,在售,1400
马坡,顺兴街11号院望尊园,北辰墅院1900,1100,256~282m²,4室(2),别墅,在售,1100
武清,汉沽港高王路东侧,尚港华府,8800,,,住宅,售罄,38
固安,106国道与工兴路交口向西200米路南,尚城国际,21500,74~123m²,3室(2)/2室(2)/1室(1),住宅,在售,92
香河,五一路与绣水街交叉口（好百年南门对面）,御湖湾,22000,48~155m²,3室(7)/2室(3)/1室(1),住宅,在售,180
中央别墅区,机场高速杨林出口西行800米,恒大丽宫,20000,1057~1544m²,6室(2)/5室(4),别墅,在售,13000
亦庄开发区其它,亦庄南海子公园北侧500米,棠颂别墅,3500,360~430m²,5室(2)/4室(1),别墅,在售,3500
东四,东城北河沿大街甲77号(中国进出口银行-北京分行西南100米),北河沿甲柒拾柒号,8000,282~559m²,4室(1)/3室(3)/2室(2),住宅,售罄,3670
后沙峪,京承高速8号出口路东,新世界丽樽,55000,423~470m²,8室(1)/6室(1)/5室(1)/4室(1)/3室(1),别墅,在售,2222
密云其它,密关路36号院,远大美域,19000,237~289m²,4室(2)/3室(2),别墅,在售,434
亚运村,紫玉东路1号(亚运村正北1.5公里处),紫玉山庄,100000,506~571m²,6室(1)/4室(1),别墅,在售,3000
密云其它,果园街道西大桥路38号北院,懿品府小区,23000,305~358m²,5室(3),别墅,在售,158
香河,府前街东段与永泰路交叉口东南侧,华宇经典,价格待定,47~116m²,3室(1)/2室(3)/1室(1),住宅,售罄,35
延庆其它,京藏高速八达岭出口出西行500米,清凉盛景,1500,284m²,4室(1),别墅,在售,763
中央别墅区,香江北路向北1500米,中粮瑞府,120000,460~883m²,8室(2)/5室(1)/3室(6),别墅,在售,3500
北七家,北七家镇定泗路88号,北京壹号庄园,4500,668~803m²,7室(2)/6室(4),别墅,在售,3800
良乡,阳光北大街与多宝路交汇处西南（理工大学北校区西侧）,观山源墅,1500,290~437m²,5室(2)/3室(2),别墅,在售,1200
涿州,冠云路与火炬南街交叉口南行300米,天地新城启承,17300,87~138m²,3室(6)/2室(7),住宅,在售,150
香河,新开大街（五一公园南侧）,溪语蓝湾（天琴湾二期）,21000,57~121m²,3室(2)/2室(2)/1室(2),住宅,在售,114
望京,望京南湖南路三帆中学对面,首开国风尚樾,120000,107~210m²,4室(2)/3室(5)/2室(1),住宅,在售,1331
亦庄开发区其它,南海子公园北侧,紫禁壹號院,4000,170~511m²,6室(1)/5室(3)/4室(4)/3室(1),别墅,在售,1340
武清,武清高村镇京津高速（二线）牛镇出口东行100米,卓达镜湖,21000,265~269m²,5室(2),别墅,售罄,1192
八达岭,延庆石峡关景区西侧（京藏高速康庄65出口）,永恒长城里,25000,164~185m²,4室(1)/3室(1),别墅,在售,77
冯村,门头沟永定镇石龙西路与三石路交叉口向西200米南侧,丽景长安,56900,151~190m²,4室(3)/3室(2),住宅,在售,870
武清,武清京津高速泗村店出口右转直行1800米，大东公路8号,绿洲湾8号,15000,367m²,4室(1),别墅,售罄,403
永清,京台高速永清出口273省道东侧1.5公里,国瑞生态城,16000,63~138m²,4室(1)/3室(15)/2室(9)/1室(1),住宅,在售,238
涿州,农业高新技术产业示范区核心区内规划馆旁,桃源新都孔雀城,11000,83~115m²,3室(5)/2室(2),住宅,在售,92
亚运村小营,大屯路222号,八斗,1500,119~179m²,4室(1)/3室(1),住宅,在售,1322
八达岭,八达岭高速沙城东出口东约3公里,京北恒大国际文化城,28000,221m²,4室(1),别墅,在售,515
冯村,门头沟永定镇冯西园长安一号,长安壹号,110000,1480m²,5室(1),别墅,在售,8400
武清,大黄堡（京津高速武清泗村店东出口）,翠金湖美墅岛,880,,,别墅,售罄,880
涿州,涿州市华阳西路（涿州一中南侧）,卓悦城,价格待定,84~139m²,3室(3)/2室(2),住宅,售罄,126
果园,京通快速路八里桥出口向南1000米,京贸国际公馆,700,90~115m²,3室(2),住宅,在售,245
东关,京藏高速30（昌平城区）出口向东，南环大桥东侧1000米,北京风景,48000,95~150m²,3室(7)/2室(2),住宅,在售,520
平谷其它,岳各庄大桥西南侧洳河西畔,天润香墅湾1号,35000,100~324m²,4室(3)/3室(5)/2室(1),住宅,在售,162
万柳,万柳区域巴沟路华联购物中心西侧,万柳书院,190000,213~466m²,6室(1)/4室(1)/3室(4),住宅,在售,3088
东坝,东五环七棵树出口沿东坝中街向东1500米,利锦府,85000,279~304m²,5室(1)/4室(1),住宅,在售,2230
固安,北京大兴野生动物园南（京开高速直达永定河畔）,孔雀城大湖,价格待定,133~188m²,4室(3),别墅,待售,250
城子,阜石路双峪环岛北1000米,西山御园,价格待定,193~277m²,5室(3)/4室(6)/3室(2)/1室(1),住宅,待售,1300
回龙观,京藏高速北安河出口北300米,领秀慧谷D区,58000,90~140m²,3室(5)/2室(2),住宅,在售,522
顺义其它,潮白河畔右堤路与华中路交叉口东,华润八号院,1932,380~710m²,5室(1)/3室(2),别墅,在售,1932
方庄,东二环左安门桥龙潭湖向南800米,首开璞瑅公馆,119000,236m²,4室(1),住宅,在售,2832
武清,上北新区梅石路与广贤路交口,亿利华彩城,11500,,,住宅,售罄,81
回龙观,昌平地铁8号线或13号线霍营站北侧300米,首开国风美唐三期,59000,127m²,3室(1),住宅,在售,749
门头沟其它,莲花池西路西延线潭柘寺隧道出口北侧,檀香府,59000,135~320m²,4室(2)/3室(6),别墅,在售,685
大兴其它,大兴区黄亦路饮鹿池桥东1公里,首开龙湖天琅,1250,185~436m²,5室(1)/4室(2)/3室(2),别墅,在售,1400
大兴其它,兴亦路京开高速东侧,绿地海珀云翡,76000,102~158m²,3室(2)/2室(1),住宅,在售,750
六铺炕,西城区德外大街18号,中骏天宸,135000,137~270m²,4室(2)/3室(1),住宅,售罄,3500
易县,梁各庄镇旺隆湖东北岸翠径路东侧,翠湖院子,14000,98~327m²,4室(1)/3室(2)/2室(1),别墅,在售,107
安次,安次区龙泽路西龙河北岸,鸿坤理想澜湾,16000,75~95m²,3室(1)/2室(1),住宅,在售,123
顺义其它,潮白河畔右堤路与华中路交叉口东,华润八号院,1932,380~710m²,5室(1)/3室(2),别墅,在售,1932
方庄,东二环左安门桥龙潭湖向南800米,首开璞瑅公馆,119000,236m²,4室(1),住宅,在售,2832
武清,上北新区梅石路与广贤路交口,亿利华彩城,11500,,,住宅,售罄,81
回龙观,昌平地铁8号线或13号线霍营站北侧300米,首开国风美唐三期,59000,127m²,3室(1),住宅,在售,749
门头沟其它,西长安街沿线与六环交汇处西南1.2公里处,中国铁建万科翡翠长安,62000,166~198m²,3室(2),住宅,在售,1100
海淀北部新区,北清路永丰产业基地东侧,冠城大通百旺府,74000,137~204m²,4室(1)/3室(2),住宅,在售,1014
小汤山,昌平区小汤山镇（未来科技城北区）,华润未来城市,61000,95~160m²,4室(2)/3室(2),住宅,在售,780
丰台其它,王佐镇长青路南侧,领秀翡翠山,65000,267~269m²,5室(1)/4室(5),别墅,售罄,1710
通州其它,东五环京津高速东石村桥东南700米(京津高速第一出口五百米),万科公园里,550,89m²,3室(1),住宅,在售,550
永清,京台高速永清出口273省道东侧1.5公里,国瑞生态城,16000,,,写字楼,在售,190
密云其它,密云区密云水库旁,万科弗农小镇,27000,75~95m²,2室(2),住宅,在售,203
亦庄开发区其它,亦庄经济技术开发区三海子东路南海子公园路北,中海墅,60000,140~235m²,4室(1)/3室(2),住宅,在售,840
沙河,未来科技城茹湍西路与樱山南二街交汇处,东方蓝海中心,57000,104~136m²,4室(2)/3室(3),住宅,在售,590
顺义其它,新城右堤路与昌金路交汇处向北200米,顺鑫颐和天璟,42500,108~132m²,4室(1)/3室(1),住宅,在售,450
北戴河,站南大街与富强路交汇处(北戴河火车站东800米),香邑澜湾,9500,68~102m²,3室(1)/2室(2),住宅,在售,63
霸州,霸州国际温泉公园南侧500米,塞纳庄园,27000,273~684m²,7室(1)/5室(2)/4室(1),别墅,在售,667
涿州,范阳路与教军场街交汇处东北角,金品时代,19800,122~170m²,4室(2)/3室(1),住宅,在售,333
大兴其它,大兴区黄亦路饮鹿池桥东1公里,首开龙湖天琅,1250,185~436m²,5室(1)/4室(2)/3室(2),别墅,在售,1400
大峪,大峪南路与黑山大街交汇处向北600米处西侧,金泰丽湾悦栖山,45000,,,商铺,在售,1450
大兴其它,兴亦路京开高速东侧,绿地海珀云翡,76000,102~158m²,3室(2)/2室(1),住宅,在售,750
永清,京台高速永清出口273省道东侧1.5公里,国瑞生态城,16000,,,写字楼,在售,190
通州其它,东五环京津高速东石村桥东南700米(京津高速第一出口五百米),翡翠四季,750,128m²,4室(3)/3室(1)/2室(1),住宅,在售,750
怀来,张家口市下花园区环府路,诺丁山公馆,180,62~115m²,6室(1)/4室(2)/3室(2)/2室(2),住宅,在售,120
武清,曹子里乡杨六公路旁武清环线以东3公里,碧桂园莫奈的湖,13000,,,住宅,售罄,107
南邵,昌平地铁南邵站西100米,泰禾昌平拾景园,1550,138~480m²,6室(2)/5室(1)/4室(6)/3室(1),别墅,在售,1150
良乡,阳光北大街与多宝路交汇处西南（理工大学北校区西侧）,观山源墅,47500,92~150m²,4室(2)/3室(2),住宅,在售,440
北七家,昌平北七家镇定泗路与七北路交叉口东行200米,国瑞熙墅,1700,201~380m²,4室(5),别墅,在售,1350
亦庄,芳林路4号院,远洋天著三期,3000,177~424m²,5室(3)/4室(3)/3室(5),别墅,在售,670
顺义其它,京承高速11出口向东900米路北,首创禧瑞墅,45000,156~350m²,4室(6)/3室(2),别墅,在售,550
大峪,高家园环路1号院,西山艺境华墅,65000,165~360m²,5室(2)/4室(4)/3室(2),别墅,在售,1300
窦店,窦店镇京港澳高速公路提香草堂出口往西侧1.4公里,北京城建琨廷,32000,85~176m²,4室(1)/3室(14)/2室(4),住宅,在售,175
武清,武清下朱庄街广贤路与信义道交口,远洋红熙郡,13000,125~144m²,3室(2),住宅,在售,100
亦庄,荣华中路与荣京西街交汇处西南角,国锐金嵿,80000,212~278m²,4室(2)/3室(3),住宅,在售,180
武夷花园,通燕高速通州新城（耿庄桥）出口南200米月亮河河滨路1号,月亮河七星公馆,81000,55~325m²,3室(2)/2室(1)/1室(2),住宅,在售,460
门头沟其它,永定镇长安街西延线南约800米,电建地产泷悦长安,80000,239~245m²,3室(4),别墅,在售,2250
东坝,五环七棵树出口北行300米,首城珑玺,99800,230m²,3室(2),住宅,在售,2200
武清,曹子里乡杨六公路旁武清环线以东3公里,碧桂园莫奈的湖,13000,,,住宅,售罄,107
良乡,阳光北大街与多宝路交汇处西南（理工大学北校区西侧）,观山源墅,47500,92~150m²,4室(2)/3室(2),住宅,在售,440
房山其它,房山周口店镇政府东,天恒摩墅,29555,134~162m²,3室(10),别墅,在售,415
香河,京哈高速香河出口东1公里,荣盛白鹭岛,13000,,,商铺,在售,1250
霸州,霸州市国税局南侧，106国道西侧；106国道与112国道交汇路口西北角,碧桂园南山郡,14000,117~181m²,4室(6)/3室(2),住宅,在售,226
丰台其它,王佐镇长青路南侧,领秀翡翠山,65000,267~269m²,5室(1)/4室(5),别墅,售罄,1710
通州其它,东五环京津高速东石村桥东南700米(京津高速第一出口五百米),万科公园里,550,89m²,3室(1),住宅,在售,550
中央别墅区,天竺镇薛大人庄村,誉天下盛寓,67000,120~240m²,5室(1)/3室(1),住宅,在售,780
小汤山,昌平区小汤山镇（未来科技城北区）,华润未来城市,61000,95~160m²,4室(2)/3室(2),住宅,在售,780
武夷花园,通州运河核心区临滨河西路,复地中心,60000,89~145m²,3室(2)/2室(3),住宅,在售,534
东坝,东五环七棵树桥出口向东1.5千米,和光尘樾,3500,181~390m²,4室(2)/3室(1),别墅,在售,3500
长阳,长阳镇京良路西营路口向北900米,长阳光和作用,48000,82~114m²,3室(3)/2室(4),住宅,在售,432
后沙峪,高丽营镇于庄机场北线高速与高白路交汇处向北1公里路西,万科观承别墅,3000,320~385m²,5室(1)/4室(1)/3室(1),别墅,在售,1200
燕莎,朝阳区霄云路8号,霄云路8号,160000,450~520m²,5室(1)/4室(1),住宅,在售,5400
亦庄,东五环大羊坊桥东南角1.5公里处路北,和成璟园,63000,90~346m²,5室(1)/4室(3)/3室(2),住宅,在售,850
顺义其它,张镇顺平路与七大路交汇处向西600米路南,浅山香邑,36000,126~198m²,4室(2)/3室(3),住宅,在售,114
亦庄开发区其它,博兴西路与泰河二街交叉口东南角,北京城建海梓府,63000,83~105m²,3室(2)/2室(1),住宅,在售,266
北工大,西大望路北京工业大学西门北侧100米,鸿坤花语墅,价格待定,144~302m²,4室(1)/3室(3)/2室(2),住宅,售罄,1150
西单,西单时代广场中组部南300米路东,上国阙,187000,163~296m²,5室(1)/4室(1)/3室(1),住宅,在售,2596
清河,安宁庄西路与小营西路交汇处西南侧,合景映月台,1800,77~240m²,4室(1)/3室(3)/2室(1),住宅,在售,1250
北七家,北七家立汤路与定泗路交汇东南角,望都新地,43800,72~178m²,4室(1)/3室(4)/2室(2)/1室(1),住宅,在售,600
小汤山,常兴庄组团北部地区B地块居住项目,金科天玺,50000,140~540m²,7室(2)/6室(1)/5室(2)/4室(7)/3室(10),别墅,在售,1350
马坡,新城白马路与通顺路交汇处向北1公里路西,中铁花溪渡,43000,86~236m²,4室(2)/3室(5)/2室(1),住宅,在售,260
良乡,地铁良乡大学城站东二百米,远洋新仕界,47900,74~126m²,4室(2)/3室(1)/2室(3),住宅,在售,136
房山其它,长沟湿地公园南700米,V7荷塘月色,550,146~203m²,4室(3)/3室(5),别墅,在售,550
朝阳公园,朝阳公园东侧东四环姚家园路,泛海国际,125000,203~460m²,7室(1)/4室(2)/3室(1),住宅,售罄,3116
武清,下朱庄街道办事处文汇路西侧,自在城,12800,59~93m²,3室(1)/2室(1)/1室(1),住宅,售罄,75
旧宫,南四环榴乡桥与德贤路交汇处东南角800米处,首开保利熙悦诚郡,79000,128~156m²,4室(2)/3室(1),住宅,在售,361
良乡,长虹东路与阜盛大街交汇处,五矿名品,700,135~166m²,4室(2)/3室(3),住宅,在售,476
后沙峪,高丽营镇于庄村春晖园温泉度假酒店北侧300米,春晖园随园,63000,71~703m²,4室(2)/3室(2)/2室(3)/1室(6),别墅,在售,232
长阳,长阳镇京良路西营路口向北900米,长阳光和作用,48000,82~114m²,3室(3)/2室(4),住宅,在售,432
后沙峪,高丽营镇于庄机场北线高速与高白路交汇处向北1公里路西,万科观承别墅,3000,320~385m²,5室(1)/4室(1)/3室(1),别墅,在售,1200
老山,西四环阜石路与上庄大街交汇处东南200米,金玉府,82000,98~138m²,3室(6)/2室(2),住宅,在售,784
武清,下朱庄街道办事处文汇路西侧,自在城,12800,59~93m²,3室(1)/2室(1)/1室(1),住宅,售罄,75
旧宫,南四环榴乡桥与德贤路交汇处东南角800米处,首开保利熙悦诚郡,79000,128~156m²,4室(2)/3室(1),住宅,在售,361
良乡,长虹东路与阜盛大街交汇处,五矿名品,700,135~166m²,4室(2)/3室(3),住宅,在售,476
科技园区,"丰台西四环看丹桥西,资和信百货西北侧",泽信公馆,76000,126~142m²,3室(2),住宅,在售,953
丰台其它,丰台长辛店生态城园博园南路路北500米,西山甲一号,69500,118~194m²,4室(5)/3室(6),住宅,在售,790
易县,梁各庄镇旺隆湖东北岸翠径路东侧,翠湖院子,17000,50~97m²,2室(2)/1室(2),住宅,在售,90
香河,香河京哈（京沈）高速香河东出口右转即达,大爱城,32000,180~218m²,5室(2)/4室(2),别墅,在售,440
八达岭,延庆石峡关景区西侧（京藏高速康庄65出口）,永恒长城里,15000,50~97m²,3室(1)/2室(1)/1室(2),住宅,售罄,38
八达岭,怀来县东花园镇新兴产业示范区规划展馆103室,八达岭孔雀城,15000,76~88m²,3室(2)/2室(1),住宅,在售,121
科技园区,"丰台西四环看丹桥西,资和信百货西北侧",泽信公馆,76000,126~142m²,3室(2),住宅,在售,953
丰台其它,丰台长辛店生态城园博园南路路北500米,西山甲一号,69500,118~194m²,4室(5)/3室(6),住宅,在售,790
易县,梁各庄镇旺隆湖东北岸翠径路东侧,翠湖院子,17000,50~97m²,2室(2)/1室(2),住宅,在售,90
香河,香河京哈（京沈）高速香河东出口右转即达,大爱城,32000,180~218m²,5室(2)/4室(2),别墅,在售,440
八达岭,延庆石峡关景区西侧（京藏高速康庄65出口）,永恒长城里,15000,50~97m²,3室(1)/2室(1)/1室(2),住宅,售罄,38
八达岭,怀来县东花园镇新兴产业示范区规划展馆103室,八达岭孔雀城,15000,76~88m²,3室(2)/2室(1),住宅,在售,121
开发区其它,华祥路28号（原外企联谊中心附近）,宏泰美树,24000,90~244m²,4室(1)/2室(2),住宅,在售,460
后沙峪,中粮祥云小镇北侧800米,阳光城檀悦,630,87m²,3室(2),住宅,在售,630
北戴河,北戴河区戴河镇金城路与戴河支路交叉口东南侧,富力和园,10000,81~140m²,4室(1)/3室(2)/2室(1),住宅,在售,78
武清,京津高速永乐站收费口前行300米,首创国际半岛,26000,397~538m²,6室(1)/5室(1),别墅,售罄,953
新宫,南四环地铁新宫站南500米,中粮天恒天悦壹号,80000,126~138m²,4室(2),住宅,在售,1000
通州其它,永乐店镇漷小路与恒业二街交汇处,K2十里春风,37000,77~89m²,2室(2),住宅,在售,285
北关,京通快速北关桥东北角,万科大都会滨江,1000,126~170m²,4室(1)/3室(4),住宅,在售,790
怀来,迎宾大街南侧，滨河西路东侧，紧邻戴家营河西侧,大成玉墅湾,13000,93~125m²,3室(2)/2室(2),住宅,在售,120
工体,朝阳区工人体育场北路9号,铜雀,130000,139~183m²,2室(4)/1室(4),住宅,在售,1859
双井,广渠门外大街7号院,富力城E区,150000,1454m²,6室(1),别墅,在售,22000
新宫,南四环地铁新宫站南500米,中粮天恒天悦壹号,80000,126~138m²,4室(2),住宅,在售,1000
通州其它,永乐店镇漷小路与恒业二街交汇处,K2十里春风,37000,77~89m²,2室(2),住宅,在售,285
