address,addressinfo,housename,priceinfo,resblockarea,resblockroom,resblocktype,salestatus,secondprice
江夏其它,藏龙岛栗庙路12号,长投绿城蘭园,价格待定,90~124m²,4室(1)/3室(2),住宅,售罄,85
四新,江城大道绿地中央广场,绿地中央广场三期,价格待定,194m²,3室(1),别墅,售罄,420
古田,古田四路284号,君奕国际公馆,价格待定,52~84m²,3室(1)/2室(2)/1室(1),住宅,售罄,68
后湖,竹叶山转盘旁发展大道525号（中胜国际旁）,盛景天地公馆,价格待定,86m²,2室(1),住宅,售罄,115
黄陂其它,巨龙大道与兴龙路交汇处（佳海工业园附近）,武汉恒大龙城御湖湾,价格待定,,,住宅,售罄,138
百步亭,解放大道福星惠誉红桥城（轻轨新荣站旁）,福星惠誉红桥城,价格待定,57m²,2室(1),商业类,售罄,71
关西长职,雄楚大街888号,金地雄楚寓,价格待定,,,商业类,售罄,51
金银湖,东西湖马池北路与环湖路中路交汇处（常青花园西侧）,万丰丰泽园,价格待定,,,住宅,售罄,86
鹦鹉大道,鹦鹉大道与汉新大道交汇处（距国博500米）,恒大御景湾,价格待定,,,商业类,售罄,80
江夏其它,高新大道888号（高新大道与光谷七路交汇处）,光谷新界,价格待定,,,商业类,售罄,64
江夏其它,藏龙岛栗庙路12号,长投绿城蘭园,价格待定,90~124m²,4室(1)/3室(2),住宅,售罄,85
四新,江城大道绿地中央广场,绿地中央广场三期,价格待定,194m²,3室(1),别墅,售罄,420
东西湖其它,东西湖长青街107国道以南，高桥五路以西，台南一道以北,泰顺和商业中心,5700,58~74m²,2室(1)/1室(1),商业类,在售,25
黄陂其它,黄陂汉口北大道四季美农贸城东侧,汉北广场,价格待定,,,商业类,售罄,22
东西湖其它,东西湖区临空港大道与三店西路交汇处（莲花湖小区旁）,九坤新城壹号御府,11600,117m²,3室(1),住宅,在售,81
新洲其它,阳逻江北快速路与风情大道交汇处,阳逻财富广场,价格待定,46~59m²,6室(1)/3室(2),商业类,售罄,28
王家湾,琴台大道中国铁建国际花园（琴台大道与阳城西路交汇处江汉六桥旁）,中国铁建国际花园,价格待定,,,住宅,售罄,78
四新,汉阳区四新国际都会新城,金地澜菲溪岸,价格待定,93~96m²,3室(2),住宅,售罄,117
后湖,金桥大道与和谐大道交汇处（武汉市民之家旁）,金桥庭院,价格待定,,,住宅,售罄,172
四新,汉阳四新南路与连通港西路交汇处,恒大翡翠华庭,价格待定,117m²,3室(1),住宅,售罄,133
江夏其它,城际铁路庙山新村站前行200米,东方雨林,价格待定,,,住宅,售罄,44
江夏其它,光谷高科技园路与神墩二路交汇处（光谷六路站旁）,光谷188国际社区,价格待定,115~135m²,3室(2),住宅,售罄,184
新洲其它,阳逻经济开发区余泊大道99号,武汉SOHO,5500,40~59m²,3室(2)/2室(1)/1室(2),商业类,在售,13
汉南其它,安康医院旁,东庭郡园,价格待定,,,住宅,售罄,44
光谷南,高新四路与康魅路交汇处,金地艺境,价格待定,,,别墅,售罄,178
宗关,解放大道轻轨1号线太平洋站B出口，3号线双墩站下,中建御景星城,价格待定,,,住宅,售罄,211
华科大,东湖高新 区喻家湖路5号（光谷华中科技大学旁）,汇博苑,价格待定,337m²,4室(1),住宅,售罄,606
四新,江城大道与三环线交汇处,金地澜菲溪岸三期,价格待定,,,别墅,售罄,620
后湖,江岸区兴业路与后湖五路交汇处,新地东方广场,价格待定,45m²,1室(1),商业类,售罄,64
鹦鹉大道,鹦鹉大道建港路站旁,复地海上海,23500,45~69m²,1室(4),商业类,在售,67
龙阳大道,龙阳大道49号（地铁3号线蔡家湾站附近）,龙阳时代,价格待定,84m²,4室(1),商业类,售罄,81
古田,硚口长升路与丰茂路交汇处（三江航天酒店对面）,海联时代广场,价格待定,,,商业类,售罄,73
小何西村,名都花园后618终点站,南湖半岛,28000,249~320m²,5室(1)/4室(1),住宅,在售,490
白沙洲,武金堤路公交场站,观澜天地,价格待定,,,商业类,售罄,34
范湖CBD,武汉中央商务区建设大道181号(海军工程大学对面),CBD楚世家,价格待定,,,住宅,售罄,249
蔡甸其它,军山街小军村,海伦小镇,320,165~175m²,5室(2),别墅,在售,162
新洲其它,阳逻街办事处正对面,住开盛世长江,价格待定,,,住宅,售罄,40
沌口,吉祥国际站,摩根空间,价格待定,,,商业类,售罄,52
沌口,太子湖路与车城东路交汇处（武汉体育中心旁）,万科翡翠玖玺,20000,155~190m²,4室(2),住宅,在售,218
宝丰,青年路59号,ICC铂庭,33750,74~80m²,1室(2),住宅,在售,245
沙湖,中北路与东沙大道交汇处,万达御湖世家,价格待定,305m²,3室(1),住宅,售罄,1311
沌口,东风大道与枫树三路交汇处（丝宝工业园旁）,枫景国际公寓,价格待定,,,商业类,售罄,36
四新,项目位于南北太子湖之间,金色港湾双湖林语,15200,117~142m²,4室(1)/3室(1),住宅,在售,68
新洲其它,军安路与新龙街交汇处（军安路派出所旁）,新亚花园,价格待定,100~103m²,2室(2),住宅,售罄,35
新洲其它,客运站旁,东港国际广场,6800,40~70m²,2室(1)/1室(2),住宅,在售,23
后湖,二七路与建设大道交汇处,二七国际,价格待定,,,商业类,售罄,73
塔子湖,塔子湖东路和健康街交汇处（市民之家旁）,汇悦天地二期,价格待定,84~88m²,3室(1)/2室(3),住宅,售罄,113
宝丰,江汉区航空路26号（华中科技大学同济医学院旁）,汉口新界广场,价格待定,87m²,2室(1),住宅,售罄,210
王家湾,王家湾（交管所西侧）,王家湾中央生活区中央之星,价格待定,,,商业类,售罄,85
前进江汉,沿江大道246号,世纪江尚,价格待定,462m²,4室(1),别墅,售罄,6
江夏其它,藏龙岛栗庙路9号(华农楚天学院旁),纳帕溪谷,27500,234~270m²,4室(3),别墅,在售,350
黄陂其它,电商大厦隔壁,汉口北创客公馆,价格待定,,,商业类,售罄,38
竹叶海,古田一路轻轨站旁,汉水岸,12500,52~104m²,2室(2)/1室(1),商业类,在售,65
光谷南,高新四路与光谷一路交汇处（联想产业园对面）,旭辉御墅,价格待定,128~156m²,3室(1)/2室(2),别墅,售罄,345
黄陂其它,汉口北大道四季美农贸城东50米（汉口北水晶城北向200米）,中部国际物联港,7500,36~61m²,1室(3),商业类,在售,27
塔子湖,后湖大道（江岸区检察院旁）,富强天合熙园,13000,44~51m²,1室(3),商业类,在售,53
崇仁,解放大道582号,同馨花园雍豪府,35000,213m²,4室(1),住宅,在售,373
蔡甸其它,武汉市蔡甸区索河镇金龙水寨,玉金山墅,价格待定,260m²,6室(1),别墅,售罄,160
街道口,珞狮路3号（地铁2号线街道口站附近）,学府鑫苑,价格待定,55~74m²,1室(2),商业类,售罄,86
王家湾,琴台大道郭家湾车站附近,佳兆业滨江壹号,价格待定,,,商业类,售罄,31
关西长职,东湖高新区康泰路与荣院路交汇处（武汉工程大学正对面）,金地本座,价格待定,,,商业类,售罄,54
长丰,金银湖路金盛家居旁（中百仓储附近）,裕亚银湖城二期,15700,97~103m²,3室(2),住宅,在售,136
新洲其它,阳逻新阳大道东（中心医院对面）,武汉半山逸品,价格待定,,,住宅,售罄,45
长港路,发展大道与唐家墩路交汇处（地铁6,顶琇国际城,18000,47m²,1室(1),商业类,在售,67
黄陂其它,黄陂区盘龙大道特8号（甲宝山附近）,宝安中国院子,918,,,别墅,售罄,950
珞狮南路,街道口南文化大道旁,巴黎春天,价格待定,,,别墅,售罄,325
百步亭,后湖温馨路西侧,长投景城汉口年华,价格待定,38~40m²,1室(2),商业类,售罄,53
黄陂其它,横山小路（第一医院盘龙城分院康复中心对面）,衡山公馆,500,258m²,6室(1),别墅,在售,480
黄陂其它,汉口北大道21号,精英公馆,价格待定,44~65m²,1室(2),商业类,售罄,23
四新,江城大道与四新北路交汇处,星光国际,价格待定,,,商业类,售罄,88
四新,江城大道与墨水湖南湖交汇（墨水湖南岸）,招商公园1872,价格待定,,,商业类,售罄,60
将军路,金银潭大道与宏图路交汇处,武汉客厅,价格待定,47~100m²,2室(1)/1室(3),商业类,售罄,63
江堤,江堤中路10号（动物园旁）,广电兰亭珑府,价格待定,340~430m²,6室(1)/5室(2),别墅,售罄,1190
黄陂其它,塔耳港镇丰天大道（七星岛酒店对面）,木兰水天,价格待定,,,别墅,售罄,256
将军路,金银潭大道与将军五路交汇处,金银潭文化广场,16500,47m²,1室(1),商业类,在售,59
江堤,江堤中路与马鹦路交汇口,美好广场,13500,35~76m²,2室(1)/1室(2),商业类,在售,47
西北湖,新华路与发展大道交汇处（大武汉1911斜对面）,武汉天街创富时代,价格待定,,,商业类,售罄,105
四新,江城大道与墨水湖南路交汇处,卧龙墨水湖边,38000,256~310m²,5室(3),别墅,在售,796
汉南其它,伟业大道（汉洪高速汉南出口处）,碧桂园凰城,价格待定,209m²,5室(1),别墅,售罄,265
江夏其它,藏龙岛杨桥湖大道2号（华农楚天学院旁）,阳光100大湖第,价格待定,400m²,6室(1),别墅,售罄,320
江夏其它,江夏大道特77号（美加外校旁）,加州橘郡,价格待定,259m²,5室(1),别墅,售罄,450
吴家山,三秀路与吴中路交汇处,怡华逸天地,价格待定,52m²,3室(1),商业类,售罄,76
蔡甸其它,后官湖生态宜居新城,湖墅观止,20000,200~280m²,6室(1)/5室(1),别墅,在售,450
关山大道,关山大道与南湖大道交汇处,坐标城九台别墅,价格待定,270m²,5室(1),别墅,售罄,547
蔡甸其它,后官湖大道与枫树四路交汇处（经济开发区四中附近）,中冶枫树湾,价格待定,,,别墅,售罄,350
古田,解放大道古田二路和古田路交汇处,招商江湾国际,17000,65m²,1室(1),商业类,在售,70
汉南其它,武汉市汉南区纱帽正街与滨河大道交汇处,汉南天地,价格待定,,,住宅,售罄,47
金银湖,东西湖区黄狮海东路与啤砖路交汇处（径河旁）,美联德玛假日二期阳光里,价格待定,,,住宅,售罄,95
复兴村,江汉区武汉中央商务区黄海路（体育公园旁）,泛海国际芸海园,32000,105m²,3室(1),住宅,在售,335
江夏其它,文化大道路与谭鑫培路交汇处（谭鑫培公园附近）,万豪世纪天街,价格待定,,,住宅,售罄,165
黄陂其它,盘龙城巨龙大道90号,天汇龙城三期,价格待定,,,住宅,售罄,103
黄埔永清,中山大道永泰路口（滨江苑旁）,华发外滩首府,价格待定,,,住宅,售罄,943
华侨城,团结大道地铁4号线仁和路出口处,金地自在城,14000,33~40m²,1室(3),商业类,在售,33
徐东,纺机路29号,万科金域华府,价格待定,,,商业类,售罄,111
八大家,红钢二街（武汉市49中高中部旁）,中交江锦湾,24000,43~1343m²,1室(2),商铺,在售,103
复兴村,青年路与范湖路交汇处（武汉市江汉区国税局旁）,华发中城荟,38000,240~290m²,5室(1)/4室(1),住宅,在售,912
沌口,车城西路与车城大道交汇处（经开职业学校附近）,联投半岛,34000,164~237m²,5室(1)/4室(1),别墅,在售,540
汉南其它,兴城大道与月亮湾路交汇处,圣特立国际花园三期,价格待定,194m²,4室(1),住宅,售罄,86
百步亭,后湖大道与百步亭花园路交汇处,幸福时代四期,22000,46~51m²,2室(1)/1室(1),商业类,在售,89
冶金,工业二路与冶金大道交汇处,武汉恒大御府二期,价格待定,143m²,4室(1),住宅,售罄,214
塔子湖,兴业路与文博路交汇处,美联联邦生活区二期城仕,价格待定,,,住宅,售罄,155
沌口,龙阳大道与四新南路交汇处,青澳都市尚巢,17500,35~54m²,3室(2),商业类,在售,61
汉南其它,兴城大道与兴一路交汇处（汉南育才中学旁）,御景华府,价格待定,,,住宅,售罄,49
蔡甸其它,蔡河街与五层街交汇处（江滩公园正对面）,江滩花园,价格待定,,,住宅,售罄,45
王家湾,知音桥头 二环线与琴台大道交汇处（琴台大道888号）,万科新世纪翡翠滨江,价格待定,81~173m²,4室(1)/3室(2)/2室(3),住宅,售罄,116
姑嫂树,后湖大道与塔子湖西路交汇处,星悦城三期,43000,44~119m²,1室(2),商铺,在售,200
黄陂其它,黄陂区川龙大道及天阳路交汇处（奥特莱斯北侧）,中南拂晓城,价格待定,,,住宅,售罄,89
黄陂其它,黄陂区川龙大道及天阳路交汇处（奥特莱斯北侧）,中南拂晓城,价格待定,,,住宅,售罄,89
金银湖,东西湖区黄狮海东路与啤砖路交汇处（径河旁）,美联德玛假日二期阳光里,价格待定,,,住宅,售罄,95
王家湾,知音桥头 二环线与琴台大道交汇处（琴台大道888号）,万科新世纪翡翠滨江,价格待定,81~173m²,4室(1)/3室(2)/2室(3),住宅,售罄,116
徐东,才汇巷特1号（铁机路与二环线交汇处）,诺展星座,价格待定,85~117m²,4室(1)/3室(1)/2室(1),住宅,售罄,154
沌口,龙阳大道与四新南路交汇处,青澳都市尚巢,17500,35~54m²,3室(2),商业类,在售,61
江夏其它,珞狮南路延长线文化大道（武汉东湖学院旁）,联投龙湾三期,价格待定,,,住宅,售罄,51
鲁巷,雄楚大道杨家湾虎泉街228号,永利国际大厦,17200,40m²,1室(1),商业类,在售,64
汉南其它,兴城大道与兴一路交汇处（汉南育才中学旁）,御景华府,价格待定,,,住宅,售罄,49
蔡甸其它,蔡河街与五层街交汇处（江滩公园正对面）,江滩花园,价格待定,,,住宅,售罄,45
唐家墩,新华路与马场角路交汇处（菱角湖万达广场对面）,庭瑞时代,27000,162m²,3室(1),住宅,在售,262
江夏其它,文化大道与金樱街交汇处向东1000米,中建汤逊湖壹号,35000,251m²,5室(1),别墅,在售,753
金融港,光谷大道106号,当代国际花园四期,价格待定,118~130m²,3室(2),商铺,售罄,295
光谷南,光谷一路康魅路站旁,水晶郦都,价格待定,76~93m²,3室(1)/2室(1),商铺,售罄,182
金融港,光谷大道106号,当代国际花园四期,价格待定,118~130m²,3室(2),商铺,售罄,295
光谷南,光谷一路康魅路站旁,水晶郦都,价格待定,76~93m²,3室(1)/2室(1),商铺,售罄,182
金银湖,东西湖区金银湖环湖西路8号,金珠港湾二期,13500,96~136m²,5室(1)/4室(1)/3室(1),住宅,在售,130
复兴村,江汉区武汉中央商务区黄海路（体育公园旁）,泛海国际芸海园,32000,105m²,3室(1),住宅,在售,335
江夏其它,文化大道路与谭鑫培路交汇处（谭鑫培公园附近）,万豪世纪天街,价格待定,,,住宅,售罄,165
黄陂其它,盘龙城巨龙大道90号,天汇龙城三期,价格待定,,,住宅,售罄,103
金融港,光谷大道106号,当代国际花园四期,价格待定,118~130m²,3室(2),商铺,售罄,295
光谷南,光谷一路康魅路站旁,水晶郦都,价格待定,76~93m²,3室(1)/2室(1),商铺,售罄,182
关西长职,雄楚大道金地天悦,金地天悦二期,22000,95~168m²,5室(1)/4室(1)/3室(4),住宅,在售,171
黄冈,黄冈市英山县桃花冲,桃花溪避暑度假小镇,价格待定,37~79m²,3室(1)/2室(1)/1室(2),住宅,售罄,21
蔡甸其它,知音湖南岸后官湖北岸（人信千年美丽营销中心对面）,知音半岛,22500,241~271m²,6室(1)/5室(1),别墅,在售,530
民族大道,新竹路与关山大道交汇处,保利时代,23500,76~118m²,3室(3)/2室(1),商业类,售罄,178
关西长职,雄楚大道金地天悦,金地天悦二期,22000,95~168m²,5室(1)/4室(1)/3室(4),住宅,在售,171
四新,四新大道与芳草路交汇处（新区公园以东500米）,新阳广场,价格待定,55m²,4室(1),商业类,售罄,78
沌口,东风大道与车城大道交汇处（沌阳大道站旁）,健龙果岭公元二期,9500,46~55m²,2室(3),商业类,在售,43
卓刀泉,湖北省武汉市雄楚大道与安康路交汇处,万科金域学府,28000,118~140m²,3室(3),住宅,在售,330
汤逊湖藏龙岛,江夏大道与邬树街交汇处（距罗马春天100米）,当代云城,价格待定,,,住宅,售罄,85
民族大道,雄楚大道958号,创客广场,20000,31m²,1室(1),商业类,在售,58
沙湖,中北路与秦园东路交汇处（4号线东亭站D出口约20米）,越秀星悦峯,33000,54~82m²,4室(1)/2室(1),商业类,在售,178
杨园,友谊大道与才茂街交汇处,万盈国际,19600,58~113m²,2室(1)/1室(1),商业类,在售,114
金银湖,东西湖区金银湖环湖西路8号,金珠港湾二期,13500,96~136m²,5室(1)/4室(1)/3室(1),住宅,在售,130
黄冈,黄冈市英山县桃花冲,桃花溪避暑度假小镇,价格待定,37~79m²,3室(1)/2室(1)/1室(2),住宅,售罄,21
蔡甸其它,知音湖南岸后官湖北岸（人信千年美丽营销中心对面）,知音半岛,22500,241~271m²,6室(1)/5室(1),别墅,在售,530
黄陂其它,临空新城景星路特一号（航空总部旁）,空港中心,9000,49m²,1室(1),商业类,在售,44
珞狮南路,南湖大道与狮子山北路交汇处,揽胜公园,23000,201m²,5室(1),住宅,在售,209
金银湖,临空港大道与金山大道交汇处,五环时尚广场,价格待定,,,商业类,售罄,55
沌口,龙阳大道与芳草一路交汇处,海伦春天四期,15400,89~108m²,3室(2),住宅,在售,133
汉南其它,汉南汉南大道（汉南兴城大道与和谐路交汇处）,江湾华庭,价格待定,,,住宅,售罄,40
四新,四新北路纽宾凯汉city国际社区（墨水湖以南）,纽宾凯汉city国际社区,价格待定,,,住宅,售罄,105
江夏其它,华农楚天学院斜对面,保利清能西海岸,价格待定,92~125m²,4室(1)/3室(2)/2室(3),住宅,售罄,81
流芳,东湖高新高新大道与教育中路交汇处（光谷九小旁）,国创光谷上城,17500,164m²,4室(1),住宅,在售,287
新洲其它,平江东路特8号,东方新天地,价格待定,,,住宅,售罄,38
宗关,中山大道1号,越秀星汇云锦,价格待定,,,住宅,售罄,921
江夏其它,江夏文化大道西侧（大桥新区办事处西北侧）,宜化星都汇,价格待定,,,住宅,售罄,77
四新,四新北路纽宾凯汉city国际社区（墨水湖以南）,纽宾凯汉city国际社区,价格待定,,,住宅,售罄,105
新洲其它,新洲区平江大道以西（口岸联检大楼旁）,佳阳翠湖里,价格待定,,,住宅,售罄,28
东西湖其它,轻轨1号线东吴大道站,恒大嘉园,价格待定,,,住宅,售罄,119
蔡甸其它,汉江路与博奇路交汇处（蔡甸街工农社区居委会以东约400米）,中城上品,10000,123~136m²,3室(2),住宅,在售,123
黄陂其它,黄陂滠口街滠口正街滠水河畔（滠水河民生堤旁）,滠水春晓,价格待定,,,住宅,售罄,53
四新,汉阳区四新北路与四明路交叉口以西,光明上海府邸,价格待定,,,住宅,售罄,120
宗关,中山大道1号,越秀星汇云锦,价格待定,,,住宅,售罄,921
小何西村,浅水湾路9号（机场二路与浅水湾路的交汇处）,万科翡翠云台,价格待定,,,住宅,售罄,510
新洲其它,新洲区平江大道以西（口岸联检大楼旁）,佳阳翠湖里,价格待定,,,商业类,售罄,31
蔡甸其它,汉江路与博奇路交汇处（蔡甸街工农社区居委会以东约400米）,中城上品,10000,123~136m²,3室(2),住宅,在售,123
黄陂其它,黄陂滠口街滠口正街滠水河畔（滠水河民生堤旁）,滠水春晓,价格待定,,,住宅,售罄,53
前进江汉,沿江大道246号,世纪江尚,22000,68~2200m²,1室(2),写字楼,在售,6
吴家山,临空港大道与朝阳路交汇处（乾丰元酒店旁）,文一云水湾,10800,103~140m²,4室(1)/3室(2),住宅,在售,111
新洲其它,环湖路与高新街交汇处（环湖路泊湖湾公交站以东）,佳阳城市之星,8300,94~125m²,3室(2),住宅,在售,56
汤逊湖藏龙岛,汤逊湖山庄（城际铁路庙山站附近）,汤逊湖山庄,价格待定,,,住宅,售罄,66
宝丰崇仁,江汉区航空路26号（华中科技大学同济医学院旁）,汉口新界广场,价格待定,57m²,2室(1),商业类,售罄,171
和平大道,武汉市青山区临江大道与园林路交汇处,武汉江山,30000,170m²,4室(1),住宅,在售,540
前进江汉,沿江大道246号,世纪江尚,22000,68~2200m²,1室(2),写字楼,在售,6
新洲其它,环湖路与高新街交汇处（环湖路泊湖湾公交站以东）,佳阳城市之星,8300,94~125m²,3室(2),住宅,在售,56
新洲其它,新洲区平江大道以西（口岸联检大楼旁）,佳阳翠湖里,价格待定,,,商业类,售罄,31
汤逊湖藏龙岛,藏龙大道与谭湖路交汇处,滨湖壹号,20000,440m²,5室(1),别墅,在售,244
黄陂其它,盘龙大道汤云海路（地铁2号线盘龙城站B出口附近）,山海观,12500,78~116m²,3室(2)/2室(1),住宅,在售,97
蔡甸其它,蔡甸区知音湖大道特8号,世茂龙湾五期,25000,235m²,5室(1),别墅,在售,180
