,date,day_of_week,brand,cnt
614,138,3,5,336
619,139,4,5,434
624,140,5,5,329
629,141,6,5,309
634,142,7,5,402
637,143,1,5,21
642,144,4,5,623
647,145,5,5,432
651,146,6,5,26
657,148,1,5,288
662,149,2,5,644
667,150,3,5,577
672,151,4,5,321
677,152,5,5,268
680,153,6,5,26
682,154,7,5,22
687,155,1,5,391
692,156,2,5,592
697,157,3,5,288
702,158,4,5,208
707,159,5,5,535
710,160,6,5,77
715,161,1,5,721
720,162,2,5,335
725,163,3,5,553
730,164,4,5,302
735,165,5,5,474
744,168,1,5,494
749,169,2,5,360
754,170,3,5,505
759,171,4,5,245
764,172,5,5,432
768,173,6,5,26
774,175,1,5,597
779,176,2,5,489
784,177,3,5,456
789,178,4,5,359
794,179,5,5,412
798,180,6,5,26
804,182,1,5,515
809,183,2,5,721
814,184,3,5,384
819,185,4,5,321
824,186,5,5,453
826,187,6,5,26
831,188,1,5,577
836,189,2,5,566
841,190,3,5,408
846,191,4,5,472
851,192,5,5,515
858,194,1,5,721
863,195,2,5,489
868,196,3,5,529
873,197,4,5,566
878,198,5,5,288
884,200,1,5,371
889,201,2,5,669
894,202,3,5,480
899,203,4,5,302
904,204,5,5,412
909,205,6,5,103
914,206,1,5,782
919,207,2,5,746
924,208,3,5,384
929,209,4,5,529
934,210,5,5,535
943,213,1,5,494
948,214,2,5,463
953,215,3,5,649
958,216,4,5,453
963,217,5,5,268
965,218,6,5,51
971,220,1,5,494
976,221,2,5,541
981,222,3,5,408
986,223,4,5,170
991,224,5,5,432
995,225,6,5,154
1000,226,1,5,247
1005,227,2,5,541
1010,228,3,5,408
1015,229,4,5,378
1020,230,5,5,206
1023,231,6,5,103
1028,232,1,5,680
1033,233,2,5,541
1038,234,3,5,529
1047,237,7,5,959
1052,238,1,5,680
1057,239,2,5,952
1062,240,3,5,480
1067,241,4,5,585
1072,242,5,5,824
1077,243,6,5,26
1082,244,7,5,1093
1087,245,1,5,741
1090,246,3,5,48
1098,250,2,5,1828
1103,251,3,5,865
1108,252,4,5,566
1113,253,5,5,350
1118,254,6,5,309
1124,256,1,5,515
1129,257,2,5,541
1134,258,3,5,697
1139,259,4,5,245
1144,260,5,5,412
1148,261,6,5,26
1153,262,1,5,474
1158,263,2,5,669
1163,264,3,5,529
1168,265,4,5,547
1173,266,5,5,494
1177,267,6,5,26
1182,268,1,5,638
1187,269,2,5,566
1192,270,3,5,649
1197,271,4,5,415
1202,272,5,5,597
1206,273,6,5,26
1211,274,1,5,453
1216,275,2,5,515
1221,276,3,5,625
1226,277,4,5,321
1231,278,5,5,597
1235,279,6,5,51
1240,280,1,5,474
1245,281,2,5,515
1250,282,3,5,505
1255,283,4,5,321
1260,284,5,5,474
1269,286,1,5,556
1274,287,2,5,721
1279,288,3,5,529
1284,289,4,5,585
1289,290,5,5,432
1294,291,6,5,51
1295,292,7,5,22
1300,293,1,5,494
1305,294,2,5,386
1310,295,3,5,384
1315,296,4,5,585
1320,297,5,5,494
1325,298,6,5,335
1330,299,1,5,700
1335,300,2,5,463
1340,301,3,5,480
1345,302,4,5,415
1350,303,5,5,556
1354,304,6,5,103
1359,305,1,5,494
1364,306,2,5,541
1369,307,3,5,961
1374,308,4,5,472
1379,309,5,5,391
1383,310,6,5,51
1388,311,1,5,659
1393,312,2,5,515
1398,313,3,5,529
1403,314,4,5,359
1408,315,5,5,659
1413,316,6,5,103
1418,317,1,5,309
1423,318,2,5,489
1428,319,3,5,432
1433,320,4,5,472
1438,321,5,5,577
1446,323,1,5,453
1451,324,2,5,257
1456,325,4,5,1080
1461,326,5,5,978
1466,327,6,5,275
1471,328,1,5,1258
1476,329,2,5,1448
1481,330,3,5,745
1486,331,4,5,494
1491,332,5,5,719
1496,333,6,5,25
1501,334,1,5,639
1506,335,2,5,599
1511,336,3,5,792
1516,337,4,5,494
1521,338,5,5,679
1525,339,6,5,150
1530,340,1,5,919
1535,341,2,5,924
1540,342,3,5,745
1545,343,4,5,531
1550,344,5,5,919
1554,345,6,5,75
1559,346,7,5,627
1564,347,1,5,899
1569,348,2,5,998
1574,349,3,5,629
1579,350,4,5,55
1580,351,3,5,23
1586,353,5,5,1198
1591,354,6,5,599
1597,356,1,5,599
1602,357,2,5,499
1607,358,3,5,396
1612,359,4,5,329
1617,360,5,5,339
1622,361,6,5,75
1628,363,1,5,260
1633,364,2,5,275
1638,365,3,5,419
1643,366,4,5,366
1648,367,5,5,419
1652,368,6,5,50
1658,370,1,5,539
1663,371,2,5,549
1668,372,3,5,466
1673,373,4,5,293
1678,374,5,5,200
1683,375,6,5,50
1689,377,1,5,280
1694,378,2,5,250
1699,379,3,5,303
1704,380,4,5,293
1709,381,5,5,339
1714,382,6,5,50
1719,383,1,5,419
1724,384,2,5,399
1729,385,3,5,419
1734,386,4,5,311
1739,387,5,5,180
1743,388,6,5,25
1748,389,1,5,379
1753,390,2,5,624
1758,391,3,5,443
1763,392,4,5,311
1768,393,5,5,200
1772,394,6,5,75
1777,395,1,5,359
1782,396,2,5,200
1787,397,3,5,443
1792,398,4,5,348
1797,399,5,5,719
1801,400,6,5,25
1807,402,1,5,419
1812,403,2,5,424
1817,404,3,5,280
1822,405,4,5,366
1827,406,5,5,359
1828,407,6,5,25
1829,408,7,5,22
1836,410,2,5,674
1841,411,3,5,443
1846,412,4,5,311
1851,413,5,5,339
1856,414,6,5,75
1861,415,1,5,359
1866,416,2,5,374
1871,417,3,5,326
1876,418,4,5,604
1881,419,5,5,459
1886,420,6,5,75
1887,421,7,5,22
1892,422,1,5,319
1897,423,2,5,399
1902,424,3,5,419
1907,425,4,5,201
1912,426,5,5,559
1917,427,6,5,25
1922,428,1,5,339
1927,429,2,5,549
1932,430,3,5,676
1940,433,7,5,562
1945,434,1,5,399
1950,435,2,5,374
1955,436,3,5,536
1960,437,4,5,604
1965,438,5,5,339
1973,440,1,5,439
1978,441,2,5,200
1983,442,3,5,536
1988,443,4,5,256
1993,444,5,5,399
1998,445,6,5,25
2004,447,1,5,339
2009,448,2,5,374
2014,449,3,5,256
2019,450,4,5,293
2024,451,5,5,379
2027,452,6,5,25
2032,453,1,5,519
2037,454,2,5,424
2042,455,3,5,326
2047,456,4,5,403
2052,457,5,5,539
2056,458,6,5,25
2058,459,7,5,22
2063,460,2,5,599
2068,461,3,5,373
2073,462,4,5,220
2078,463,5,5,359
2082,464,6,5,25
2088,466,1,5,280
2093,467,2,5,250
2098,468,3,5,256
2103,469,4,5,183
2108,470,5,5,379
2111,471,6,5,75
2116,472,1,5,240
2121,473,2,5,349
2126,474,3,5,466
2131,475,4,5,348
2136,476,5,5,200
2145,478,1,5,379
2150,479,2,5,474
2155,480,3,5,676
2160,481,4,5,348
2165,482,5,5,499
2170,483,6,5,25
2175,484,1,5,220
2180,485,2,5,699
2185,486,3,5,349
2190,487,4,5,384
2195,488,5,5,419
2198,489,6,5,25
2203,490,1,5,419
2208,491,2,5,399
2213,492,3,5,349
2218,493,4,5,366
2223,494,5,5,200
2227,495,6,5,25
2232,496,1,5,679
2237,497,2,5,499
2242,498,3,5,443
2247,499,4,5,366
2252,500,5,5,539
2255,501,6,5,150
2260,502,1,5,559
2265,503,2,5,324
2270,504,3,5,489
2275,505,4,5,311
2280,506,5,5,379
2287,508,1,5,499
2292,509,2,5,524
2297,510,3,5,303
2302,511,4,5,311
2307,512,5,5,379
2311,513,6,5,100
2316,514,1,5,479
2321,515,2,5,649
2326,516,3,5,443
2331,517,4,5,329
2336,518,5,5,479
2340,519,6,5,25
2345,520,1,5,479
2350,521,2,5,474
2355,522,3,5,349
2360,523,4,5,275
2365,524,5,5,499
2369,525,6,5,50
2374,526,1,5,559
2379,527,2,5,674
2384,528,3,5,373
2389,529,4,5,403
2394,530,5,5,220
2398,531,6,5,75
2404,533,1,5,499
2409,534,2,5,649
2414,535,3,5,489
2419,536,4,5,329
2424,537,5,5,479
2429,538,6,5,75
2434,539,1,5,779
2439,540,2,5,674
2444,541,3,5,536
2449,542,4,5,329
2454,543,5,5,559
2459,544,6,5,25
2464,545,2,5,1348
2469,546,3,5,326
2474,547,4,5,311
2479,548,5,5,459
2484,549,6,5,75
2489,550,1,5,479
2494,551,2,5,374
2499,552,3,5,280
2504,553,4,5,384
2509,554,5,5,439
2512,555,6,5,75
2517,556,1,5,539
2522,557,2,5,374
2527,558,3,5,419
2532,559,4,5,458
2537,560,5,5,779
2542,561,6,5,100
2547,562,7,5,498
2552,563,1,5,819
2557,564,2,5,674
2562,565,3,5,47
2564,566,1,5,40
2570,568,3,5,1165
2575,569,4,5,476
2580,570,5,5,479
2585,571,6,5,374
2587,572,7,5,22
2592,573,1,5,719
2597,574,2,5,399
2602,575,3,5,373
2607,576,4,5,311
2612,577,5,5,379
2617,578,6,5,25
2622,579,1,5,379
2627,580,2,5,624
2632,581,3,5,443
2637,582,4,5,366
2642,583,5,5,359
2647,584,6,5,75
2652,585,1,5,519
2657,586,2,5,399
2662,587,3,5,396
2667,588,4,5,659
2672,589,5,5,459
2678,591,1,5,479
2683,592,2,5,449
2688,593,3,5,140
2693,594,4,5,293
2698,595,5,5,419
2703,596,6,5,75
2708,597,1,5,399
2713,598,2,5,374
2718,599,3,5,373
2723,600,4,5,220
2728,601,5,5,499
2733,602,6,5,50
2734,603,7,5,22
2739,604,1,5,319
2744,605,2,5,574
2749,606,3,5,559
2754,607,4,5,293
2759,608,5,5,379
2764,609,6,5,25
2769,610,1,5,419
2774,611,2,5,424
2779,612,3,5,303
2784,613,4,5,238
2789,614,5,5,319
2794,615,6,5,75
2799,616,1,5,599
2804,617,2,5,349
2809,618,3,5,419
2814,619,4,5,348
2819,620,5,5,300
2823,621,6,5,75
2828,622,1,5,419
2833,623,2,5,549
2838,624,3,5,233
2843,625,4,5,366
2848,626,5,5,359
2852,627,6,5,50
2857,628,1,5,639
2862,629,2,5,524
2867,630,3,5,419
2872,631,4,5,348
2877,632,5,5,439
2885,634,1,5,319
2890,635,2,5,649
2895,636,3,5,396
2900,637,4,5,201
2905,638,5,5,499
2908,639,6,5,25
2914,641,1,5,559
2919,642,2,5,424
2924,643,3,5,140
2932,645,7,5,2058
2937,646,1,5,1485
2942,647,2,5,1447
2947,648,3,5,892
2952,649,4,5,1221
2957,650,5,5,1223
2962,651,6,5,82
2967,652,1,5,1267
2972,653,2,5,628
2977,654,3,5,510
2982,655,4,5,721
2987,656,5,5,568
2992,657,6,5,55
2993,658,7,5,24
2998,659,1,5,1223
3003,660,2,5,655
3008,661,3,5,713
3013,662,4,5,541
3018,663,5,5,677
3023,664,6,5,246
3024,665,7,5,24
3029,666,1,5,655
3034,667,2,5,955
3039,668,3,5,917
3044,669,4,5,480
3049,670,5,5,655
3054,671,6,5,55
3059,672,1,5,895
3064,673,2,5,601
3069,674,3,5,713
3074,675,4,5,581
3079,676,5,5,612
3084,677,6,5,82
3089,678,1,5,1179
3094,679,2,5,846
3099,680,3,5,688
3104,681,4,5,921
3109,682,5,5,808
3114,683,6,5,191
3119,684,7,5,852
3124,685,1,5,1245
3129,686,2,5,737
3135,688,3,5,1554
3140,689,4,5,1121
3145,690,5,5,917
3150,691,6,5,519
3155,692,1,5,786
3160,693,2,5,573
3165,694,3,5,510
3170,695,4,5,240
3175,696,5,5,393
3184,698,1,5,459
3189,699,2,5,437
3194,700,3,5,382
3199,701,4,5,300
3204,702,5,5,284
3208,703,6,5,55
3213,704,1,5,524
3218,705,2,5,464
3223,706,3,5,204
3228,707,4,5,320
3233,708,5,5,218
3238,709,6,5,164
3243,710,1,5,437
3248,711,2,5,300
3253,712,3,5,510
3258,713,4,5,200
3263,714,5,5,371
3268,715,6,5,55
3273,716,1,5,546
3278,717,2,5,491
3283,718,3,5,306
3288,719,4,5,120
3293,720,5,5,459
3294,721,6,5,55
3300,723,2,5,628
3305,724,3,5,561
3310,725,4,5,300
3315,726,5,5,502
3319,727,6,5,27
3325,729,1,5,328
3330,730,2,5,382
3335,731,3,5,331
3340,732,4,5,340
3345,733,5,5,262
3350,734,6,5,27
3355,735,1,5,546
3360,736,2,5,655
3365,737,3,5,331
3370,738,4,5,300
3375,739,5,5,349
3380,740,6,5,82
3385,741,1,5,437
3390,742,2,5,682
3395,743,3,5,535
3400,744,4,5,621
3406,746,1,5,939
3411,747,2,5,655
3416,748,3,5,586
3421,749,4,5,400
3426,750,5,5,437
3431,751,6,5,27
3436,752,1,5,568
3441,753,2,5,546
3446,754,3,5,382
3451,755,4,5,380
3456,756,5,5,328
3461,757,6,5,27
3466,758,1,5,874
3471,759,2,5,300
3476,760,3,5,357
3481,761,4,5,300
3486,762,5,5,459
3491,763,6,5,55
3496,764,1,5,502
3501,765,2,5,573
3506,766,3,5,306
3511,767,4,5,440
3516,768,5,5,437
3519,769,6,5,55
3524,770,1,5,568
3529,771,2,5,491
3534,772,3,5,331
3539,773,4,5,300
3544,774,5,5,262
3549,775,6,5,27
3554,776,1,5,306
3559,777,2,5,355
3564,778,3,5,280
3569,779,4,5,200
3574,780,5,5,349
3579,781,6,5,27
3584,782,1,5,546
3589,783,2,5,300
3594,784,3,5,204
3599,785,4,5,360
3604,786,5,5,480
3607,787,6,5,27
3612,788,2,5,491
3617,789,3,5,331
3622,790,4,5,380
3627,791,5,5,415
3632,792,6,5,191
3637,793,1,5,568
3642,794,2,5,300
3647,795,3,5,688
3652,796,4,5,320
3657,797,5,5,393
3662,798,6,5,136
3667,799,1,5,546
3672,800,2,5,655
3677,801,3,5,535
3682,802,4,5,180
3687,803,5,5,371
3692,804,6,5,109
3697,805,1,5,546
3702,806,2,5,382
3707,807,3,5,357
3712,808,4,5,220
3717,809,5,5,175
3721,810,6,5,109
3726,811,1,5,371
3731,812,2,5,355
3736,813,3,5,280
3741,814,4,5,180
3746,815,5,5,415
3749,816,6,5,27
3754,817,1,5,371
3759,818,2,5,409
3764,819,3,5,229
3769,820,4,5,240
3774,821,5,5,393
3779,822,6,5,55
3784,823,1,5,524
3789,824,2,5,218
3794,825,3,5,255
3799,826,4,5,360
3804,827,5,5,306
3808,828,6,5,82
3813,829,1,5,437
3818,830,2,5,191
3823,831,3,5,561
3828,832,4,5,300
3833,833,5,5,218
3842,835,1,5,393
3847,836,2,5,328
3852,837,3,5,357
3857,838,4,5,240
3862,839,5,5,328
3867,840,6,5,55
3868,841,7,5,24
3873,842,1,5,524
3878,843,2,5,437
3883,844,3,5,433
3888,845,4,5,260
3893,846,5,5,218
3898,847,6,5,27
3904,849,1,5,568
3909,850,2,5,464
3914,851,3,5,510
3920,853,7,5,686
3925,854,1,5,459
3930,855,2,5,682
3935,856,3,5,204
3940,857,4,5,460
3945,858,5,5,262
3954,860,1,5,218
3959,861,2,5,382
3964,862,3,5,255
3969,863,4,5,200
3974,864,5,5,284
3979,865,6,5,55
3984,866,1,5,590
3989,867,2,5,355
3994,868,3,5,255
3999,869,4,5,420
4004,870,5,5,633
4006,871,6,5,27
4011,872,1,5,895
4016,873,2,5,1256
4021,874,3,5,917
4025,877,3,5,25
4030,878,4,5,1321
4035,879,5,5,786
4040,880,6,5,355
4045,881,1,5,633
4050,882,2,5,519
4055,883,3,5,408
4060,884,4,5,400
4065,885,5,5,459
4070,886,6,5,27
4076,888,1,5,459
4081,889,2,5,601
4086,890,3,5,535
4091,891,4,5,400
4096,892,5,5,262
4104,894,1,5,524
4109,895,2,5,191
4114,896,3,5,433
4119,897,4,5,180
4124,898,5,5,371
4128,899,6,5,82
4133,900,1,5,415
4138,901,2,5,464
4143,902,3,5,204
4148,903,4,5,200
4153,904,5,5,480
4158,905,6,5,109
4159,906,7,5,24
4164,907,1,5,633
4169,908,2,5,355
4174,909,3,5,306
4179,910,4,5,260
4184,911,5,5,502
4189,912,6,5,82
4194,913,1,5,371
4199,914,2,5,246
4204,915,3,5,408
4209,916,4,5,300
4214,917,5,5,349
4219,918,6,5,82
4224,919,1,5,568
4229,920,2,5,491
4234,921,3,5,178
4239,922,4,5,280
4244,923,5,5,480
4249,924,6,5,27
4254,925,1,5,677
4259,926,2,5,628
4264,927,3,5,357
4269,928,4,5,300
4274,929,5,5,612
4279,930,6,5,55
4284,931,1,5,306
4289,932,2,5,464
4294,933,3,5,433
4299,934,4,5,200
4304,935,5,5,480
4309,936,6,5,55
4314,937,1,5,524
4319,938,2,5,246
4324,939,3,5,433
4329,940,4,5,280
4334,941,5,5,874
4339,942,6,5,55
4344,943,1,5,262
4349,944,2,5,409
4354,945,3,5,586
4359,946,4,5,200
4364,947,5,5,349
4369,948,6,5,82
4375,950,1,5,612
4380,951,2,5,409
4385,952,3,5,561
4390,953,4,5,160
4399,956,1,5,1123
4404,957,2,5,758
4409,958,3,5,786
4414,959,4,5,515
4419,960,5,5,696
4424,961,6,5,168
4429,962,1,5,809
4434,963,2,5,674
4439,964,3,5,603
4444,965,4,5,350
4449,966,5,5,337
4454,967,6,5,84
4459,968,1,5,651
4464,969,2,5,562
4469,970,3,5,577
4474,971,4,5,412
4479,972,5,5,472
4483,973,6,5,56
4488,974,1,5,674
4493,975,2,5,590
4498,976,3,5,629
4503,977,4,5,453
4508,978,5,5,809
4513,979,6,5,168
4518,980,1,5,1011
4523,981,2,5,786
4528,982,3,5,681
4533,983,4,5,906
4538,984,5,5,786
4543,985,6,5,337
4549,987,7,5,754
4554,988,1,5,764
4559,989,2,5,927
4564,990,3,5,472
4569,991,4,5,412
4574,992,5,5,359
4579,993,6,5,28
4584,994,1,5,517
4589,995,2,5,365
4594,996,3,5,393
4599,997,4,5,227
4604,998,5,5,202
4609,999,6,5,84
4614,1000,1,5,427
4619,1001,2,5,421
4624,1002,3,5,288
4629,1003,4,5,227
4634,1004,5,5,292
4643,1006,1,5,449
4648,1007,2,5,225
4653,1008,3,5,472
4658,1009,4,5,144
4663,1010,5,5,292
4668,1011,6,5,28
4673,1012,1,5,449
4678,1013,2,5,253
4683,1014,3,5,341
4688,1015,4,5,227
4693,1016,5,5,157
4698,1017,6,5,56
4703,1018,1,5,270
4708,1019,2,5,225
4713,1020,3,5,210
4718,1021,4,5,288
4723,1022,5,5,359
4728,1023,6,5,84
4733,1024,1,5,404
4738,1025,2,5,365
4743,1026,3,5,314
4748,1027,4,5,432
4753,1028,5,5,202
4758,1029,6,5,28
4763,1030,2,5,786
4768,1031,3,5,288
