,date,day_of_week,brand,cnt
2362,524,5,2,209
2367,525,6,2,31
2371,526,1,2,307
2376,527,2,2,384
2381,528,3,2,229
2386,529,4,2,259
2391,530,5,2,258
2396,531,6,2,77
2399,532,7,2,13
2401,533,1,2,283
2406,534,2,2,445
2411,535,3,2,344
2416,536,4,2,248
2421,537,5,2,221
2426,538,6,2,31
2431,539,1,2,393
2436,540,2,2,323
2441,541,3,2,401
2446,542,4,2,270
2451,543,5,2,553
2456,544,6,2,61
2461,545,2,2,829
2466,546,3,2,516
2471,547,4,2,338
2476,548,5,2,479
2481,549,6,2,77
2486,550,1,2,442
2491,551,2,2,430
2496,552,3,2,387
2501,553,4,2,259
2506,554,5,2,356
2511,555,6,2,46
2514,556,1,2,307
2519,557,2,2,430
2524,558,3,2,358
2529,559,4,2,383
2534,560,5,2,811
2539,561,6,2,108
2544,562,7,2,319
2549,563,1,2,541
2554,564,2,2,845
2559,565,3,2,14
2563,566,1,2,12
2565,567,2,2,15
2567,568,3,2,989
2572,569,4,2,372
2577,570,5,2,467
2582,571,6,2,461
2586,572,7,2,13
2589,573,1,2,565
2594,574,2,2,553
2599,575,3,2,573
2604,576,4,2,360
2609,577,5,2,307
2614,578,6,2,92
2619,579,1,2,406
2624,580,2,2,353
2629,581,3,2,244
2634,582,4,2,338
2639,583,5,2,295
2644,584,6,2,46
2649,585,1,2,270
2654,586,2,2,660
2659,587,3,2,530
2664,588,4,2,518
2669,589,5,2,356
2673,590,6,2,15
2675,591,1,2,492
2680,592,2,2,415
2685,593,3,2,416
2690,594,4,2,327
2695,595,5,2,369
2700,596,6,2,46
2705,597,1,2,467
2710,598,2,2,292
2715,599,3,2,344
2720,600,4,2,237
2725,601,5,2,319
2730,602,6,2,46
2736,604,1,2,467
2741,605,2,2,660
2746,606,3,2,344
2751,607,4,2,372
2756,608,5,2,455
2761,609,6,2,46
2766,610,1,2,356
2771,611,2,2,430
2776,612,3,2,344
2781,613,4,2,191
2786,614,5,2,393
2791,615,6,2,92
2796,616,1,2,295
2801,617,2,2,261
2806,618,3,2,272
2811,619,4,2,383
2816,620,5,2,344
2821,621,6,2,92
2825,622,1,2,442
2830,623,2,2,507
2835,624,3,2,358
2840,625,4,2,462
2845,626,5,2,430
2850,627,6,2,15
2854,628,1,2,319
2859,629,2,2,276
2864,630,3,2,258
2869,631,4,2,270
2874,632,5,2,553
2879,633,6,2,61
2882,634,1,2,197
2887,635,2,2,707
2892,636,3,2,330
2897,637,4,2,135
2902,638,5,2,393
2907,639,6,2,31
2911,641,1,2,307
2916,642,2,2,184
2921,643,3,2,172
2926,644,4,2,37
2929,645,7,2,1412
2934,646,1,2,1021
2939,647,2,2,1546
2944,648,3,2,659
2949,649,4,2,1096
2954,650,5,2,995
2959,651,6,2,151
2964,652,1,2,941
2969,653,2,2,638
2974,654,3,2,439
2979,655,4,2,419
2984,656,5,2,511
2989,657,6,2,118
2995,659,1,2,578
3000,660,2,2,504
3005,661,3,2,455
3010,662,4,2,480
3015,663,5,2,538
3020,664,6,2,67
3026,666,1,2,524
3031,667,2,2,672
3036,668,3,2,533
3041,669,4,2,320
3046,670,5,2,591
3051,671,6,2,168
3056,672,1,2,497
3061,673,2,2,689
3066,674,3,2,784
3071,675,4,2,357
3076,676,5,2,591
3081,677,6,2,67
3086,678,1,2,645
3091,679,2,2,874
3096,680,3,2,721
3101,681,4,2,567
3106,682,5,2,578
3111,683,6,2,50
3116,684,7,2,626
3121,685,1,2,766
3126,686,2,2,353
3132,688,3,2,800
3137,689,4,2,862
3142,690,5,2,511
3147,691,6,2,151
3152,692,1,2,820
3157,693,2,2,722
3162,694,3,2,361
3167,695,4,2,370
3172,696,5,2,282
3177,697,6,2,34
3181,698,1,2,323
3186,699,2,2,403
3191,700,3,2,298
3196,701,4,2,357
3201,702,5,2,336
3206,703,6,2,84
3210,704,1,2,390
3215,705,2,2,269
3220,706,3,2,251
3225,707,4,2,296
3230,708,5,2,336
3235,709,6,2,218
3240,710,1,2,403
3245,711,2,2,487
3250,712,3,2,643
3255,713,4,2,197
3260,714,5,2,255
3265,715,6,2,84
3270,716,1,2,470
3275,717,2,2,403
3280,718,3,2,455
3285,719,4,2,185
3290,720,5,2,403
3295,722,1,2,13
3297,723,2,2,689
3302,724,3,2,392
3307,725,4,2,296
3312,726,5,2,470
3317,727,6,2,34
3322,729,1,2,430
3327,730,2,2,403
3332,731,3,2,361
3337,732,4,2,283
3342,733,5,2,390
3347,734,6,2,17
3352,735,1,2,444
3357,736,2,2,554
3362,737,3,2,392
3367,738,4,2,234
3372,739,5,2,323
3377,740,6,2,101
3382,741,1,2,564
3387,742,2,2,470
3392,743,3,2,345
3397,744,4,2,431
3401,745,5,2,27
3403,746,1,2,470
3408,747,2,2,487
3413,748,3,2,596
3418,749,4,2,209
3423,750,5,2,376
3428,751,6,2,67
3433,752,1,2,349
3438,753,2,2,487
3443,754,3,2,455
3448,755,4,2,320
3453,756,5,2,282
3458,757,6,2,50
3463,758,1,2,511
3468,759,2,2,319
3473,760,3,2,423
3478,761,4,2,283
3483,762,5,2,336
3488,763,6,2,118
3493,764,1,2,444
3498,765,2,2,370
3503,766,3,2,314
3508,767,4,2,345
3513,768,5,2,269
3518,769,6,2,50
3521,770,1,2,363
3526,771,2,2,420
3531,772,3,2,549
3536,773,4,2,259
3541,774,5,2,390
3546,775,6,2,101
3551,776,1,2,403
3556,777,2,2,386
3561,778,3,2,439
3566,779,4,2,320
3571,780,5,2,349
3576,781,6,2,67
3581,782,1,2,444
3586,783,2,2,470
3591,784,3,2,298
3596,785,4,2,456
3601,786,5,2,524
3605,787,6,2,34
3609,788,2,2,689
3614,789,3,2,423
3619,790,4,2,246
3624,791,5,2,336
3629,792,6,2,134
3634,793,1,2,309
3639,794,2,2,336
3644,795,3,2,455
3649,796,4,2,283
3654,797,5,2,444
3659,798,6,2,34
3664,799,1,2,403
3669,800,2,2,605
3674,801,3,2,423
3679,802,4,2,259
3684,803,5,2,524
3689,804,6,2,34
3694,805,1,2,430
3699,806,2,2,521
3704,807,3,2,533
3709,808,4,2,333
3714,809,5,2,282
3718,810,6,2,34
3723,811,1,2,484
3728,812,2,2,437
3733,813,3,2,376
3738,814,4,2,320
3743,815,5,2,497
3747,816,6,2,101
3751,817,1,2,349
3756,818,2,2,470
3761,819,3,2,408
3766,820,4,2,296
3771,821,5,2,470
3776,822,6,2,84
3781,823,1,2,524
3786,824,2,2,521
3791,825,3,2,470
3796,826,4,2,616
3801,827,5,2,524
3806,828,6,2,84
3810,829,1,2,578
3815,830,2,2,588
3820,831,3,2,517
3825,832,4,2,456
3830,833,5,2,430
3835,834,6,2,50
3839,835,1,2,444
3844,836,2,2,336
3849,837,3,2,392
3854,838,4,2,419
3859,839,5,2,497
3864,840,6,2,34
3870,842,1,2,538
3875,843,2,2,504
3880,844,3,2,502
3885,845,4,2,394
3890,846,5,2,484
3895,847,6,2,134
3901,849,1,2,417
3906,850,2,2,806
3911,851,3,2,674
3915,852,4,2,12
3917,853,7,2,684
3922,854,1,2,430
3927,855,2,2,706
3932,856,3,2,376
3937,857,4,2,456
3942,858,5,2,336
3947,859,6,2,151
3951,860,1,2,578
3956,861,2,2,521
3961,862,3,2,690
3966,863,4,2,517
3971,864,5,2,390
3976,865,6,2,84
3981,866,1,2,349
3986,867,2,2,739
3991,868,3,2,596
3996,869,4,2,296
4001,870,5,2,645
4005,871,6,2,34
4008,872,1,2,780
4013,873,2,2,907
4018,874,3,2,674
4022,875,5,2,13
4023,876,7,2,15
4024,877,3,2,63
4027,878,4,2,1096
4032,879,5,2,860
4037,880,6,2,689
4042,881,1,2,847
4047,882,2,2,1109
4052,883,3,2,831
4057,884,4,2,444
4062,885,5,2,444
4067,886,6,2,50
4073,888,1,2,645
4078,889,2,2,1109
4083,890,3,2,690
4088,891,4,2,456
4093,892,5,2,766
4098,893,6,2,84
4101,894,1,2,847
4106,895,2,2,756
4111,896,3,2,533
4116,897,4,2,505
4121,898,5,2,739
4125,899,6,2,151
4130,900,1,2,860
4135,901,2,2,672
4140,902,3,2,627
4145,903,4,2,456
4150,904,5,2,659
4155,905,6,2,101
4161,907,1,2,806
4166,908,2,2,958
4171,909,3,2,612
4176,910,4,2,604
4181,911,5,2,672
4186,912,6,2,134
4191,913,1,2,739
4196,914,2,2,1008
4201,915,3,2,596
4206,916,4,2,591
4211,917,5,2,820
4216,918,6,2,202
4221,919,1,2,793
4226,920,2,2,638
4231,921,3,2,768
4236,922,4,2,579
4241,923,5,2,820
4246,924,6,2,168
4251,925,1,2,820
4256,926,2,2,689
4261,927,3,2,627
4266,928,4,2,394
4271,929,5,2,605
4276,930,6,2,17
4281,931,1,2,484
4286,932,2,2,672
4291,933,3,2,643
4296,934,4,2,456
4301,935,5,2,484
4306,936,6,2,118
4311,937,1,2,591
4316,938,2,2,554
4321,939,3,2,659
4326,940,4,2,345
4331,941,5,2,726
4336,942,6,2,134
4341,943,1,2,336
4346,944,2,2,554
4351,945,3,2,784
4356,946,4,2,320
4361,947,5,2,363
4366,948,6,2,151
4370,949,7,2,15
4372,950,1,2,363
4377,951,2,2,403
4382,952,3,2,502
4387,953,4,2,209
4392,954,5,2,28
4396,956,1,2,1797
4401,957,2,2,1814
4406,958,3,2,1403
4411,959,4,2,1026
4416,960,5,2,1465
4421,961,6,2,276
4426,962,1,2,1438
4431,963,2,2,1071
4436,964,3,2,935
4441,965,4,2,532
4446,966,5,2,871
4451,967,6,2,259
4456,968,1,2,1230
4461,969,2,2,1659
4466,970,3,2,1242
4471,971,4,2,925
4476,972,5,2,843
4481,973,6,2,225
4485,974,1,2,1120
4490,975,2,2,1227
4495,976,3,2,1000
4500,977,4,2,672
4505,978,5,2,912
4510,979,6,2,190
4515,980,1,2,1424
4520,981,2,2,1348
4525,982,3,2,1355
4530,983,4,2,1128
4535,984,5,2,1161
4540,985,6,2,432
4546,987,7,2,1093
4551,988,1,2,719
4556,989,2,2,1227
4561,990,3,2,871
4566,991,4,2,659
4571,992,5,2,664
4576,993,6,2,173
4581,994,1,2,650
4586,995,2,2,864
4591,996,3,2,468
4596,997,4,2,393
4601,998,5,2,387
4606,999,6,2,138
4611,1000,1,2,594
4616,1001,2,2,691
4621,1002,3,2,468
4626,1003,4,2,482
4631,1004,5,2,608
4636,1005,6,2,207
4640,1006,1,2,636
4645,1007,2,2,363
4650,1008,3,2,629
4655,1009,4,2,469
4660,1010,5,2,567
4665,1011,6,2,69
4670,1012,1,2,594
4675,1013,2,2,674
4680,1014,3,2,419
4685,1015,4,2,355
4690,1016,5,2,456
4695,1017,6,2,86
4700,1018,1,2,511
4705,1019,2,2,397
4710,1020,3,2,661
4715,1021,4,2,406
4720,1022,5,2,594
4725,1023,6,2,69
4730,1024,1,2,982
4735,1025,2,2,968
4740,1026,3,2,645
4745,1027,4,2,482
4750,1028,5,2,954
4755,1029,6,2,52
4760,1030,2,2,1382
4765,1031,3,2,726
4770,1032,4,2,393
