,date,day_of_week,brand,cnt
2166,483,6,1,42
2171,484,1,1,372
2176,485,2,1,718
2181,486,3,1,493
2186,487,4,1,294
2191,488,5,1,304
2196,489,6,1,21
2199,490,1,1,355
2204,491,2,1,549
2209,492,3,1,414
2214,493,4,1,170
2219,494,5,1,372
2228,496,1,1,287
2233,497,2,1,380
2238,498,3,1,276
2243,499,4,1,341
2248,500,5,1,321
2253,501,6,1,21
2256,502,1,1,203
2261,503,2,1,317
2266,504,3,1,394
2271,505,4,1,387
2276,506,5,1,237
2283,508,1,1,270
2288,509,2,1,422
2293,510,3,1,237
2298,511,4,1,279
2303,512,5,1,338
2312,514,1,1,524
2317,515,2,1,507
2322,516,3,1,276
2327,517,4,1,170
2332,518,5,1,406
2337,519,6,1,84
2341,520,1,1,422
2346,521,2,1,338
2351,522,3,1,315
2356,523,4,1,201
2361,524,5,1,220
2366,525,6,1,63
2370,526,1,1,422
2375,527,2,1,338
2380,528,3,1,572
2385,529,4,1,403
2390,530,5,1,203
2395,531,6,1,127
2400,533,1,1,338
2405,534,2,1,380
2410,535,3,1,217
2415,536,4,1,263
2420,537,5,1,406
2425,538,6,1,21
2430,539,1,1,676
2435,540,2,1,655
2440,541,3,1,473
2445,542,4,1,232
2450,543,5,1,406
2455,544,6,1,21
2460,545,2,1,570
2465,546,3,1,473
2470,547,4,1,294
2475,548,5,1,355
2480,549,6,1,84
2485,550,1,1,439
2490,551,2,1,528
2495,552,3,1,217
2500,553,4,1,232
2505,554,5,1,406
2510,555,6,1,84
2513,556,1,1,507
2518,557,2,1,549
2523,558,3,1,355
2528,559,4,1,310
2533,560,5,1,355
2538,561,6,1,63
2543,562,7,1,128
2548,563,1,1,490
2553,564,2,1,570
2558,565,3,1,20
2566,568,3,1,848
2571,569,4,1,558
2576,570,5,1,473
2581,571,6,1,380
2588,573,1,1,743
2593,574,2,1,486
2598,575,3,1,532
2603,576,4,1,310
2608,577,5,1,237
2613,578,6,1,21
2618,579,1,1,338
2623,580,2,1,528
2628,581,3,1,453
2633,582,4,1,170
2638,583,5,1,304
2643,584,6,1,42
2648,585,1,1,355
2653,586,2,1,655
2658,587,3,1,296
2663,588,4,1,341
2668,589,5,1,270
2674,591,1,1,507
2679,592,2,1,465
2684,593,3,1,276
2689,594,4,1,325
2694,595,5,1,338
2699,596,6,1,21
2704,597,1,1,372
2709,598,2,1,422
2714,599,3,1,414
2719,600,4,1,217
2724,601,5,1,338
2729,602,6,1,42
2735,604,1,1,574
2740,605,2,1,528
2745,606,3,1,315
2750,607,4,1,279
2755,608,5,1,253
2760,609,6,1,42
2765,610,1,1,372
2770,611,2,1,486
2775,612,3,1,375
2780,613,4,1,279
2785,614,5,1,237
2790,615,6,1,63
2795,616,1,1,507
2800,617,2,1,486
2805,618,3,1,473
2810,619,4,1,356
2815,620,5,1,220
2820,621,6,1,42
2824,622,1,1,490
2829,623,2,1,739
2834,624,3,1,473
2839,625,4,1,310
2844,626,5,1,574
2849,627,6,1,21
2853,628,1,1,422
2858,629,2,1,422
2863,630,3,1,434
2868,631,4,1,279
2873,632,5,1,287
2878,633,6,1,21
2881,634,1,1,253
2886,635,2,1,612
2891,636,3,1,473
2896,637,4,1,155
2901,638,5,1,321
2906,639,6,1,84
2910,641,1,1,507
2915,642,2,1,275
2920,643,3,1,158
2925,644,4,1,17
2928,645,7,1,1642
2933,646,1,1,1312
2938,647,2,1,2102
2943,648,3,1,992
2948,649,4,1,1254
2953,650,5,1,758
2958,651,6,1,439
2963,652,1,1,795
2968,653,2,1,1132
2973,654,3,1,539
2978,655,4,1,695
2983,656,5,1,832
2988,657,6,1,69
2994,659,1,1,573
2999,660,2,1,716
3004,661,3,1,862
3009,662,4,1,559
3014,663,5,1,591
3019,664,6,1,116
3025,666,1,1,462
3030,667,2,1,693
3035,668,3,1,625
3040,669,4,1,745
3045,670,5,1,573
3050,671,6,1,46
3055,672,1,1,776
3060,673,2,1,762
3065,674,3,1,1035
3070,675,4,1,576
3075,676,5,1,665
3080,677,6,1,69
3085,678,1,1,906
3090,679,2,1,1363
3095,680,3,1,884
3100,681,4,1,762
3105,682,5,1,813
3110,683,6,1,162
3115,684,7,1,440
3120,685,1,1,1423
3125,686,2,1,485
3130,687,2,1,23
3131,688,3,1,970
3136,689,4,1,932
3141,690,5,1,702
3146,691,6,1,416
3151,692,1,1,758
3156,693,2,1,855
3161,694,3,1,431
3166,695,4,1,356
3171,696,5,1,388
3176,697,6,1,139
3180,698,1,1,351
3185,699,2,1,624
3190,700,3,1,345
3195,701,4,1,390
3200,702,5,1,444
3205,703,6,1,69
3209,704,1,1,573
3214,705,2,1,693
3219,706,3,1,798
3224,707,4,1,288
3229,708,5,1,573
3234,709,6,1,208
3239,710,1,1,758
3244,711,2,1,785
3249,712,3,1,582
3254,713,4,1,407
3259,714,5,1,684
3264,715,6,1,116
3269,716,1,1,536
3274,717,2,1,531
3279,718,3,1,496
3284,719,4,1,373
3289,720,5,1,444
3296,723,2,1,1086
3301,724,3,1,819
3306,725,4,1,271
3311,726,5,1,407
3316,727,6,1,46
3320,728,7,1,20
3321,729,1,1,462
3326,730,2,1,462
3331,731,3,1,259
3336,732,4,1,356
3341,733,5,1,240
3346,734,6,1,46
3351,735,1,1,536
3356,736,2,1,924
3361,737,3,1,410
3366,738,4,1,220
3371,739,5,1,296
3376,740,6,1,46
3381,741,1,1,480
3386,742,2,1,716
3391,743,3,1,453
3396,744,4,1,390
3402,746,1,1,610
3407,747,2,1,485
3412,748,3,1,711
3417,749,4,1,407
3422,750,5,1,554
3427,751,6,1,46
3432,752,1,1,462
3437,753,2,1,647
3442,754,3,1,367
3447,755,4,1,322
3452,756,5,1,277
3457,757,6,1,92
3462,758,1,1,610
3467,759,2,1,601
3472,760,3,1,431
3477,761,4,1,237
3482,762,5,1,296
3487,763,6,1,139
3492,764,1,1,333
3497,765,2,1,508
3502,766,3,1,323
3507,767,4,1,186
3512,768,5,1,425
3517,769,6,1,23
3520,770,1,1,407
3525,771,2,1,439
3530,772,3,1,388
3535,773,4,1,288
3540,774,5,1,222
3545,775,6,1,46
3550,776,1,1,407
3555,777,2,1,439
3560,778,3,1,302
3565,779,4,1,203
3570,780,5,1,314
3575,781,6,1,46
3580,782,1,1,333
3585,783,2,1,485
3590,784,3,1,216
3595,785,4,1,136
3600,786,5,1,240
3608,788,2,1,647
3613,789,3,1,388
3618,790,4,1,152
3623,791,5,1,425
3628,792,6,1,23
3633,793,1,1,407
3638,794,2,1,393
3643,795,3,1,496
3648,796,4,1,152
3653,797,5,1,222
3658,798,6,1,139
3663,799,1,1,296
3668,800,2,1,670
3673,801,3,1,431
3678,802,4,1,186
3683,803,5,1,240
3688,804,6,1,69
3693,805,1,1,425
3698,806,2,1,485
3703,807,3,1,302
3708,808,4,1,220
3713,809,5,1,296
3722,811,1,1,185
3727,812,2,1,508
3732,813,3,1,345
3737,814,4,1,186
3742,815,5,1,259
3750,817,1,1,166
3755,818,2,1,416
3760,819,3,1,259
3765,820,4,1,237
3770,821,5,1,185
3775,822,6,1,69
3780,823,1,1,499
3785,824,2,1,739
3790,825,3,1,280
3795,826,4,1,322
3800,827,5,1,259
3805,828,6,1,46
3809,829,1,1,203
3814,830,2,1,208
3819,831,3,1,388
3824,832,4,1,254
3829,833,5,1,351
3834,834,6,1,23
3838,835,1,1,370
3843,836,2,1,393
3848,837,3,1,367
3853,838,4,1,254
3858,839,5,1,296
3863,840,6,1,46
3869,842,1,1,444
3874,843,2,1,578
3879,844,3,1,280
3884,845,4,1,186
3889,846,5,1,166
3894,847,6,1,46
3899,848,7,1,20
3900,849,1,1,499
3905,850,2,1,462
3910,851,3,1,496
3916,853,7,1,501
3921,854,1,1,388
3926,855,2,1,462
3931,856,3,1,323
3936,857,4,1,407
3941,858,5,1,314
3946,859,6,1,69
3950,860,1,1,388
3955,861,2,1,508
3960,862,3,1,259
3965,863,4,1,68
3970,864,5,1,388
3975,865,6,1,23
3980,866,1,1,425
3985,867,2,1,485
3990,868,3,1,496
3995,869,4,1,203
4000,870,5,1,425
4007,872,1,1,591
4012,873,2,1,462
4017,874,3,1,517
4026,878,4,1,711
4031,879,5,1,499
4036,880,6,1,462
4041,881,1,1,462
4046,882,2,1,901
4051,883,3,1,474
4056,884,4,1,508
4061,885,5,1,277
4066,886,6,1,69
4072,888,1,1,462
4077,889,2,1,716
4082,890,3,1,517
4087,891,4,1,525
4092,892,5,1,407
4097,893,6,1,69
4100,894,1,1,573
4105,895,2,1,462
4110,896,3,1,474
4115,897,4,1,102
4120,898,5,1,296
4129,900,1,1,277
4134,901,2,1,624
4139,902,3,1,410
4144,903,4,1,356
4149,904,5,1,259
4154,905,6,1,46
4160,907,1,1,425
4165,908,2,1,508
4170,909,3,1,388
4175,910,4,1,322
4180,911,5,1,222
4185,912,6,1,69
4190,913,1,1,351
4195,914,2,1,531
4200,915,3,1,410
4205,916,4,1,203
4210,917,5,1,388
4215,918,6,1,139
4220,919,1,1,462
4225,920,2,1,254
4230,921,3,1,302
4235,922,4,1,390
4240,923,5,1,370
4245,924,6,1,69
4250,925,1,1,610
4255,926,2,1,462
4260,927,3,1,280
4265,928,4,1,339
4270,929,5,1,351
4275,930,6,1,116
4280,931,1,1,628
4285,932,2,1,323
4290,933,3,1,668
4295,934,4,1,390
4300,935,5,1,370
4305,936,6,1,92
4310,937,1,1,314
4315,938,2,1,554
4320,939,3,1,388
4325,940,4,1,305
4330,941,5,1,554
4335,942,6,1,116
4340,943,1,1,388
4345,944,2,1,878
4350,945,3,1,1056
4355,946,4,1,457
4360,947,5,1,647
4365,948,6,1,254
4371,950,1,1,924
4376,951,2,1,601
4381,952,3,1,561
4386,953,4,1,203
4391,954,5,1,19
4395,956,1,1,1178
4400,957,2,1,1616
4405,958,3,1,954
4410,959,4,1,453
4415,960,5,1,893
4420,961,6,1,261
4425,962,1,1,722
4430,963,2,1,832
4435,964,3,1,665
4440,965,4,1,418
4445,966,5,1,570
4450,967,6,1,95
4455,968,1,1,684
4460,969,2,1,642
4465,970,3,1,488
4470,971,4,1,523
4475,972,5,1,456
4480,973,6,1,119
4484,974,1,1,665
4489,975,2,1,689
4494,976,3,1,865
4499,977,4,1,488
4504,978,5,1,760
4509,979,6,1,214
4514,980,1,1,1121
4519,981,2,1,1212
4524,982,3,1,931
4529,983,4,1,645
4534,984,5,1,855
4539,985,6,1,356
4545,987,7,1,680
4550,988,1,1,874
4555,989,2,1,1331
4560,990,3,1,931
4565,991,4,1,627
4570,992,5,1,551
4575,993,6,1,261
4580,994,1,1,836
4585,995,2,1,927
4590,996,3,1,466
4595,997,4,1,436
4600,998,5,1,684
4605,999,6,1,119
4610,1000,1,1,703
4615,1001,2,1,475
4620,1002,3,1,510
4625,1003,4,1,331
4630,1004,5,1,494
4635,1005,6,1,95
4639,1006,1,1,551
4644,1007,2,1,737
4649,1008,3,1,510
4654,1009,4,1,627
4659,1010,5,1,399
4664,1011,6,1,214
4669,1012,1,1,798
4674,1013,2,1,689
4679,1014,3,1,665
4684,1015,4,1,366
4689,1016,5,1,494
4694,1017,6,1,143
4699,1018,1,1,798
4704,1019,2,1,760
4709,1020,3,1,621
4714,1021,4,1,436
4719,1022,5,1,570
4724,1023,6,1,71
4729,1024,1,1,931
4734,1025,2,1,903
4739,1026,3,1,577
4744,1027,4,1,331
4749,1028,5,1,627
4754,1029,6,1,24
4759,1030,2,1,808
4764,1031,3,1,732
4769,1032,4,1,436
