,date,day_of_week,brand,cnt
1225,277,4,4,199
1230,278,5,4,217
1239,280,1,4,242
1244,281,2,4,302
1249,282,3,4,338
1254,283,4,4,221
1259,284,5,4,242
1264,285,6,4,30
1268,286,1,4,290
1273,287,2,4,393
1278,288,3,4,225
1283,289,4,4,66
1288,290,5,4,242
1293,291,6,4,60
1299,293,1,4,411
1304,294,2,4,211
1309,295,3,4,225
1314,296,4,4,133
1319,297,5,4,266
1324,298,6,4,91
1329,299,1,4,217
1334,300,2,4,453
1339,301,3,4,338
1344,302,4,4,244
1349,303,5,4,290
1358,305,1,4,483
1363,306,2,4,211
1368,307,3,4,479
1373,308,4,4,354
1378,309,5,4,145
1382,310,6,4,91
1387,311,1,4,290
1392,312,2,4,272
1397,313,3,4,310
1402,314,4,4,221
1407,315,5,4,217
1412,316,6,4,30
1417,317,1,4,338
1422,318,2,4,181
1427,319,3,4,310
1432,320,4,4,221
1437,321,5,4,266
1445,323,1,4,362
1450,324,2,4,181
1455,325,4,4,794
1460,326,5,4,609
1465,327,6,4,29
1470,328,1,4,656
1475,329,2,4,849
1480,330,3,4,547
1485,331,4,4,408
1490,332,5,4,492
1495,333,6,4,88
1500,334,1,4,398
1505,335,2,4,644
1510,336,3,4,219
1515,337,4,4,494
1520,338,5,4,609
1529,340,1,4,539
1534,341,2,4,468
1539,342,3,4,547
1544,343,4,4,172
1549,344,5,4,703
1553,345,6,4,146
1558,346,7,4,178
1563,347,1,4,1124
1568,348,2,4,556
1573,349,3,4,191
1578,350,4,4,21
1585,353,5,4,843
1590,354,6,4,703
1596,356,1,4,984
1601,357,2,4,908
1606,358,3,4,574
1611,359,4,4,236
1616,360,5,4,492
1621,361,6,4,88
1627,363,1,4,234
1632,364,2,4,264
1637,365,3,4,492
1642,366,4,4,322
1647,367,5,4,468
1651,368,6,4,29
1657,370,1,4,586
1662,371,2,4,586
1667,372,3,4,465
1672,373,4,4,279
1677,374,5,4,234
1682,375,6,4,59
1688,377,1,4,820
1693,378,2,4,615
1698,379,3,4,465
1703,380,4,4,301
1708,381,5,4,141
1713,382,6,4,146
1718,383,1,4,445
1723,384,2,4,498
1728,385,3,4,164
1733,386,4,4,279
1738,387,5,4,211
1742,388,6,4,59
1747,389,1,4,375
1752,390,2,4,586
1757,391,3,4,465
1762,392,4,4,215
1767,393,5,4,351
1771,394,6,4,59
1776,395,1,4,351
1781,396,2,4,556
1786,397,3,4,492
1791,398,4,4,236
1796,399,5,4,351
1802,401,7,4,25
1806,402,1,4,351
1811,403,2,4,468
1816,404,3,4,219
1821,405,4,4,215
1826,406,5,4,211
1835,410,2,4,556
1840,411,3,4,383
1845,412,4,4,279
1850,413,5,4,141
1855,414,6,4,29
1860,415,1,4,398
1865,416,2,4,176
1870,417,3,4,410
1875,418,4,4,150
1880,419,5,4,211
1885,420,6,4,59
1891,422,1,4,492
1896,423,2,4,586
1901,424,3,4,246
1906,425,4,4,86
1911,426,5,4,258
1916,427,6,4,29
1921,428,1,4,351
1926,429,2,4,439
1931,430,3,4,246
1939,433,7,4,431
1944,434,1,4,141
1949,435,2,4,410
1954,436,3,4,273
1959,437,4,4,193
1964,438,5,4,211
1968,439,6,4,88
1972,440,1,4,281
1977,441,2,4,205
1982,442,3,4,164
1987,443,4,4,258
1992,444,5,4,305
1997,445,6,4,88
2003,447,1,4,305
2008,448,2,4,264
2013,449,3,4,137
2018,450,4,4,236
2023,451,5,4,305
2031,453,1,4,211
2036,454,2,4,264
2041,455,3,4,164
2046,456,4,4,86
2051,457,5,4,281
2055,458,6,4,29
2057,459,7,4,25
2062,460,2,4,410
2067,461,3,4,273
2072,462,4,4,193
2077,463,5,4,281
2087,466,1,4,351
2092,467,2,4,146
2097,468,3,4,246
2102,469,4,4,215
2107,470,5,4,187
2115,472,1,4,305
2120,473,2,4,264
2125,474,3,4,328
2130,475,4,4,236
2135,476,5,4,328
2140,477,6,4,29
2144,478,1,4,328
2149,479,2,4,234
2154,480,3,4,219
2159,481,4,4,193
2164,482,5,4,328
2169,483,6,4,59
2174,484,1,4,164
2179,485,2,4,468
2184,486,3,4,301
2189,487,4,4,301
2194,488,5,4,422
2202,490,1,4,422
2207,491,2,4,351
2212,492,3,4,328
2217,493,4,4,107
2222,494,5,4,234
2226,495,6,4,29
2231,496,1,4,398
2236,497,2,4,322
2241,498,3,4,492
2246,499,4,4,215
2251,500,5,4,351
2259,502,1,4,258
2264,503,2,4,264
2269,504,3,4,137
2274,505,4,4,301
2279,506,5,4,117
2286,508,1,4,281
2291,509,2,4,117
2296,510,3,4,273
2301,511,4,4,215
2306,512,5,4,258
2310,513,6,4,29
2315,514,1,4,211
2320,515,2,4,410
2325,516,3,4,246
2330,517,4,4,150
2335,518,5,4,141
2344,520,1,4,305
2349,521,2,4,264
2354,522,3,4,219
2359,523,4,4,193
2364,524,5,4,117
2373,526,1,4,351
2378,527,2,4,234
2383,528,3,4,219
2388,529,4,4,236
2393,530,5,4,94
2403,533,1,4,351
2408,534,2,4,264
2413,535,3,4,55
2418,536,4,4,193
2423,537,5,4,211
2428,538,6,4,59
2433,539,1,4,398
2438,540,2,4,322
2443,541,3,4,137
2448,542,4,4,279
2453,543,5,4,328
2458,544,6,4,59
2463,545,2,4,468
2468,546,3,4,273
2473,547,4,4,279
2478,548,5,4,305
2483,549,6,4,29
2488,550,1,4,351
2493,551,2,4,381
2498,552,3,4,137
2503,553,4,4,215
2508,554,5,4,398
2516,556,1,4,492
2521,557,2,4,322
2526,558,3,4,355
2531,559,4,4,107
2536,560,5,4,211
2541,561,6,4,59
2546,562,7,4,76
2551,563,1,4,609
2556,564,2,4,556
2561,565,3,4,27
2569,568,3,4,765
2574,569,4,4,344
2579,570,5,4,351
2584,571,6,4,205
2591,573,1,4,468
2596,574,2,4,381
2601,575,3,4,465
2606,576,4,4,258
2611,577,5,4,281
2616,578,6,4,29
2621,579,1,4,234
2626,580,2,4,88
2631,581,3,4,246
2636,582,4,4,172
2641,583,5,4,70
2646,584,6,4,29
2651,585,1,4,351
2656,586,2,4,234
2661,587,3,4,355
2666,588,4,4,344
2671,589,5,4,141
2677,591,1,4,305
2682,592,2,4,176
2687,593,3,4,519
2692,594,4,4,150
2697,595,5,4,281
2702,596,6,4,88
2707,597,1,4,305
2712,598,2,4,293
2717,599,3,4,301
2722,600,4,4,107
2727,601,5,4,258
2732,602,6,4,29
2738,604,1,4,234
2743,605,2,4,205
2748,606,3,4,191
2753,607,4,4,258
2758,608,5,4,234
2763,609,6,4,29
2768,610,1,4,281
2773,611,2,4,410
2778,612,3,4,273
2783,613,4,4,193
2788,614,5,4,211
2793,615,6,4,88
2798,616,1,4,375
2803,617,2,4,293
2808,618,3,4,301
2813,619,4,4,193
2818,620,5,4,305
2827,622,1,4,258
2832,623,2,4,410
2837,624,3,4,246
2842,625,4,4,215
2847,626,5,4,94
2856,628,1,4,422
2861,629,2,4,322
2866,630,3,4,328
2871,631,4,4,150
2876,632,5,4,117
2884,634,1,4,492
2889,635,2,4,527
2894,636,3,4,301
2899,637,4,4,107
2904,638,5,4,258
2909,640,7,4,25
2913,641,1,4,234
2918,642,2,4,176
2923,643,3,4,711
2931,645,7,4,944
2936,646,1,4,897
2941,647,2,4,1025
2946,648,3,4,359
2951,649,4,4,986
2956,650,5,4,640
2961,651,6,4,96
2966,652,1,4,666
2971,653,2,4,705
2976,654,3,4,359
2981,655,4,4,305
2986,656,5,4,436
2991,657,6,4,64
2997,659,1,4,461
3002,660,2,4,352
3007,661,3,4,448
3012,662,4,4,235
3017,663,5,4,487
3022,664,6,4,128
3028,666,1,4,461
3033,667,2,4,384
3038,668,3,4,717
3043,669,4,4,564
3048,670,5,4,436
3053,671,6,4,32
3058,672,1,4,666
3063,673,2,4,737
3068,674,3,4,747
3073,675,4,4,517
3078,676,5,4,333
3083,677,6,4,64
3088,678,1,4,512
3093,679,2,4,640
3098,680,3,4,658
3103,681,4,4,540
3108,682,5,4,640
3113,683,6,4,192
3118,684,7,4,278
3123,685,1,4,743
3128,686,2,4,352
3134,688,3,4,568
3139,689,4,4,752
3144,690,5,4,692
3149,691,6,4,448
3154,692,1,4,1153
3159,693,2,4,833
3164,694,3,4,329
3169,695,4,4,282
3174,696,5,4,359
3179,697,6,4,32
3183,698,1,4,487
3188,699,2,4,448
3193,700,3,4,269
3198,701,4,4,376
3203,702,5,4,154
3212,704,1,4,794
3217,705,2,4,640
3222,706,3,4,389
3227,707,4,4,329
3232,708,5,4,333
3237,709,6,4,160
3242,710,1,4,384
3247,711,2,4,384
3252,712,3,4,478
3257,713,4,4,211
3262,714,5,4,205
3267,715,6,4,64
3272,716,1,4,410
3277,717,2,4,384
3282,718,3,4,209
3287,719,4,4,258
3292,720,5,4,256
3299,723,2,4,608
3304,724,3,4,389
3309,725,4,4,211
3314,726,5,4,384
3318,727,6,4,32
3324,729,1,4,461
3329,730,2,4,352
3334,731,3,4,239
3339,732,4,4,188
3344,733,5,4,282
3349,734,6,4,128
3354,735,1,4,512
3359,736,2,4,512
3364,737,3,4,299
3369,738,4,4,164
3374,739,5,4,307
3379,740,6,4,64
3384,741,1,4,307
3389,742,2,4,480
3394,743,3,4,478
3399,744,4,4,305
3405,746,1,4,564
3410,747,2,4,416
3415,748,3,4,508
3420,749,4,4,423
3425,750,5,4,256
3430,751,6,4,96
3435,752,1,4,461
3440,753,2,4,480
3445,754,3,4,359
3450,755,4,4,399
3455,756,5,4,179
3460,757,6,4,32
3465,758,1,4,384
3470,759,2,4,416
3475,760,3,4,299
3480,761,4,4,305
3485,762,5,4,461
3490,763,6,4,128
3495,764,1,4,282
3500,765,2,4,256
3505,766,3,4,239
3510,767,4,4,258
3515,768,5,4,205
3523,770,1,4,333
3528,771,2,4,480
3533,772,3,4,299
3538,773,4,4,164
3543,774,5,4,179
3548,775,6,4,32
3553,776,1,4,487
3558,777,2,4,320
3563,778,3,4,329
3568,779,4,4,470
3573,780,5,4,256
3578,781,6,4,128
3583,782,1,4,256
3588,783,2,4,416
3593,784,3,4,299
3598,785,4,4,352
3603,786,5,4,384
3611,788,2,4,480
3616,789,3,4,209
3621,790,4,4,188
3626,791,5,4,512
3631,792,6,4,96
3636,793,1,4,384
3641,794,2,4,96
3646,795,3,4,149
3651,796,4,4,376
3656,797,5,4,282
3661,798,6,4,64
3666,799,1,4,436
3671,800,2,4,480
3676,801,3,4,389
3681,802,4,4,188
3686,803,5,4,359
3691,804,6,4,64
3696,805,1,4,384
3701,806,2,4,480
3706,807,3,4,329
3711,808,4,4,188
3716,809,5,4,359
3720,810,6,4,32
3725,811,1,4,333
3730,812,2,4,416
3735,813,3,4,389
3740,814,4,4,258
3745,815,5,4,282
3753,817,1,4,282
3758,818,2,4,384
3763,819,3,4,329
3768,820,4,4,70
3773,821,5,4,179
3778,822,6,4,32
3783,823,1,4,436
3788,824,2,4,608
3793,825,3,4,448
3798,826,4,4,258
3803,827,5,4,282
3812,829,1,4,333
3817,830,2,4,224
3822,831,3,4,418
3827,832,4,4,376
3832,833,5,4,410
3837,834,6,4,160
3841,835,1,4,333
3846,836,2,4,448
3851,837,3,4,329
3856,838,4,4,70
3861,839,5,4,205
3866,840,6,4,64
3872,842,1,4,333
3877,843,2,4,256
3882,844,3,4,179
3887,845,4,4,258
3892,846,5,4,205
3897,847,6,4,64
3903,849,1,4,384
3908,850,2,4,320
3913,851,3,4,149
3919,853,7,4,500
3924,854,1,4,205
3929,855,2,4,352
3934,856,3,4,149
3939,857,4,4,211
3944,858,5,4,282
3949,859,6,4,32
3953,860,1,4,307
3958,861,2,4,448
3963,862,3,4,299
3968,863,4,4,211
3973,864,5,4,231
3978,865,6,4,64
3983,866,1,4,256
3988,867,2,4,384
3993,868,3,4,568
3998,869,4,4,258
4003,870,5,4,359
4010,872,1,4,333
4015,873,2,4,640
4020,874,3,4,329
4029,878,4,4,540
4034,879,5,4,615
4039,880,6,4,416
4044,881,1,4,256
4049,882,2,4,705
4054,883,3,4,269
4059,884,4,4,235
4064,885,5,4,205
4069,886,6,4,32
4071,887,7,4,28
4075,888,1,4,410
4080,889,2,4,448
4085,890,3,4,359
4090,891,4,4,211
4095,892,5,4,282
4103,894,1,4,307
4108,895,2,4,128
4113,896,3,4,90
4118,897,4,4,164
4123,898,5,4,231
4127,899,6,4,32
4132,900,1,4,564
4137,901,2,4,352
4142,902,3,4,149
4147,903,4,4,141
4152,904,5,4,256
4157,905,6,4,96
4163,907,1,4,359
4168,908,2,4,320
4173,909,3,4,448
4178,910,4,4,211
4183,911,5,4,231
4188,912,6,4,128
4193,913,1,4,436
4198,914,2,4,256
4203,915,3,4,299
4208,916,4,4,423
4213,917,5,4,231
4218,918,6,4,32
4223,919,1,4,256
4228,920,2,4,224
4233,921,3,4,359
4238,922,4,4,258
4243,923,5,4,282
4248,924,6,4,32
4253,925,1,4,743
4258,926,2,4,416
4263,927,3,4,508
4268,928,4,4,235
4273,929,5,4,307
4278,930,6,4,96
4283,931,1,4,538
4288,932,2,4,384
4293,933,3,4,478
4298,934,4,4,258
4303,935,5,4,307
4308,936,6,4,128
4313,937,1,4,333
4318,938,2,4,288
4323,939,3,4,568
4328,940,4,4,235
4333,941,5,4,384
4338,942,6,4,64
4343,943,1,4,307
4348,944,2,4,448
4353,945,3,4,389
4358,946,4,4,235
4363,947,5,4,436
4368,948,6,4,256
4374,950,1,4,384
4379,951,2,4,256
4384,952,3,4,389
4389,953,4,4,117
4394,955,6,4,33
4398,956,1,4,1133
4403,957,2,4,1219
4408,958,3,4,676
4413,959,4,4,556
4418,960,5,4,501
4423,961,6,4,66
4428,962,1,4,975
4433,963,2,4,659
4438,964,3,4,584
4443,965,4,4,193
4448,966,5,4,290
4453,967,6,4,132
4458,968,1,4,501
4463,969,2,4,659
4468,970,3,4,400
4473,971,4,4,435
4478,972,5,4,290
4487,974,1,4,501
4492,975,2,4,659
4497,976,3,4,461
4502,977,4,4,483
4507,978,5,4,606
4512,979,6,4,66
4517,980,1,4,685
4522,981,2,4,1021
4527,982,3,4,553
4532,983,4,4,580
4537,984,5,4,1028
4542,985,6,4,264
4544,986,4,4,24
4548,987,7,4,657
4553,988,1,4,553
4558,989,2,4,856
4563,990,3,4,523
4568,991,4,4,821
4573,992,5,4,764
4578,993,6,4,231
4583,994,1,4,474
4588,995,2,4,692
4593,996,3,4,676
4598,997,4,4,314
4603,998,5,4,237
4608,999,6,4,165
4613,1000,1,4,474
4618,1001,2,4,428
4623,1002,3,4,400
4628,1003,4,4,193
4633,1004,5,4,422
4638,1005,6,4,66
4642,1006,1,4,264
4647,1007,2,4,494
4652,1008,3,4,400
4657,1009,4,4,266
4662,1010,5,4,211
4667,1011,6,4,66
4672,1012,1,4,316
4677,1013,2,4,593
4682,1014,3,4,338
4687,1015,4,4,386
4692,1016,5,4,343
4697,1017,6,4,99
4702,1018,1,4,290
4707,1019,2,4,231
4712,1020,3,4,338
4717,1021,4,4,242
4722,1022,5,4,395
4727,1023,6,4,165
4732,1024,1,4,422
4737,1025,2,4,593
4742,1026,3,4,523
4747,1027,4,4,386
4752,1028,5,4,316
4757,1029,6,4,33
4762,1030,2,4,560
4767,1031,3,4,277
4772,1032,4,4,242
