ID,商户代码,交易日期时间,交易金额,学生卡号,学生学号,学生性别,出生年,入学年,学生类型,商户名称,商户成立日期
11727432,1000093,2014/9/27 21:57,200,C69808,65051352,男,1993,2011,本科,公共浴室一,2007/7/6
11783498,1000093,2014/12/21 20:51,200,E75768,56025932,女,1993,2011,本科,公共浴室一,2007/7/6
11718074,1000093,2015/1/9 16:38,200,E78025,69024290,男,1995,2013,本科,公共浴室一,2007/7/6
11616974,1000093,2014/9/11 19:42,62,D73266,59056077,男,1994,2013,本科,公共浴室一,2007/7/6
11757931,1000093,2014/12/31 17:23,158,A78788,42050521,男,1994,2011,本科,公共浴室一,2007/7/6
11668615,1000093,2014/11/4 16:22,10,C77181,15023436,女,1995,2013,本科,公共浴室一,2007/7/6
11862948,1000093,2014/10/31 18:58,20,E57458,47057715,女,1993,2011,本科,公共浴室一,2007/7/6
11589693,1000093,2014/12/7 17:02,92,C72787,16024591,男,1994,2013,本科,公共浴室一,2007/7/6
11860115,1000093,2014/10/16 19:37,26,B48957,82081139,男,1992,2011,本科,公共浴室一,2007/7/6
11722850,1000093,2014/10/17 19:45,140,A43086,21046021,男,1992,2011,本科,公共浴室一,2007/7/6
11626892,1000093,2014/11/6 20:33,140,E73943,92012476,女,1995,2013,本科,公共浴室一,2007/7/6
11757437,1000093,2014/10/11 18:18,36,B42683,31030592,男,1993,2011,本科,公共浴室一,2007/7/6
11841345,1000093,2014/11/24 18:23,136,D69857,16110865,男,1991,2014,硕士,公共浴室一,2007/7/6
11711683,1000093,2014/11/12 21:06,36,B79076,14090661,男,1992,2011,本科,公共浴室一,2007/7/6
11644574,1000093,2014/12/11 21:04,14,C50654,84066700,男,1994,2013,本科,公共浴室一,2007/7/6
11723834,1000093,2014/11/2 18:55,200,D72044,72053165,男,1991,2011,本科,公共浴室一,2007/7/6
11623631,1000093,2014/9/13 20:02,42,A76868,63067263,男,1995,2013,本科,公共浴室一,2007/7/6
11555971,1000093,2014/9/25 20:35,2,C57217,65065828,男,1995,2013,本科,公共浴室一,2007/7/6
11647846,1000093,2014/12/17 21:09,96,D62111,75089641,男,1995,2013,本科,公共浴室一,2007/7/6
11855772,1000093,2014/10/13 21:11,18,B41185,66070030,女,1993,2011,本科,公共浴室一,2007/7/6
11616011,1000093,2014/12/5 18:28,66,D78821,16067839,男,1995,2013,本科,公共浴室一,2007/7/6
11860720,1000093,2014/11/16 18:59,200,E29216,98055895,女,1994,2012,本科,公共浴室一,2007/7/6
11744782,1000093,2014/12/12 20:03,106,A55109,48051790,女,1992,2011,本科,公共浴室一,2007/7/6
11840176,1000093,2014/12/14 22:21,172,A22341,43115037,男,1991,2014,硕士,公共浴室一,2007/7/6
11701991,1000093,2014/11/11 21:52,136,D69434,89005652,男,1994,2013,本科,公共浴室一,2007/7/6
11858382,1000093,2014/10/15 21:23,54,C71836,49081663,女,1993,2011,本科,公共浴室一,2007/7/6
11563766,1000093,2014/10/12 19:05,200,C77117,95067622,男,1995,2013,本科,公共浴室一,2007/7/6
11668697,1000093,2014/12/21 16:34,8,D59890,41101170,女,1995,2013,本科,公共浴室一,2007/7/6
11647745,1000093,2015/1/16 21:33,144,E73697,84059759,女,1993,2011,本科,公共浴室一,2007/7/6
11558351,1000093,2014/12/22 22:12,48,D76807,26060454,男,1994,2012,本科,公共浴室一,2007/7/6
11759229,1000093,2014/12/24 21:49,2,B75985,87016343,男,1993,2011,本科,公共浴室一,2007/7/6
11854214,1000093,2014/11/13 17:18,200,B66852,18103032,男,1993,2011,本科,公共浴室一,2007/7/6
11874704,1000093,2015/1/9 20:04,200,C77249,28115023,男,1990,2014,硕士,公共浴室一,2007/7/6
11651714,1000093,2014/12/29 18:09,8,C47462,69051565,男,1995,2013,本科,公共浴室一,2007/7/6
11764392,1000093,2014/10/15 19:02,188,E50833,29053160,女,1993,2011,本科,公共浴室一,2007/7/6
11643976,1000093,2014/11/18 21:53,4,E44209,93047740,男,1995,2013,本科,公共浴室一,2007/7/6
11757320,1000093,2015/1/12 17:47,28,E72214,33052069,男,1993,2011,本科,公共浴室一,2007/7/6
11680231,1000093,2014/12/2 21:18,64,D23865,54081583,男,1994,2013,本科,公共浴室一,2007/7/6
11647371,1000093,2014/12/22 18:22,178,C57939,85104918,男,1995,2013,本科,公共浴室一,2007/7/6
11745122,1000093,2014/9/23 19:11,98,C78354,57066597,女,1994,2011,本科,公共浴室一,2007/7/6
11836740,1000093,2014/12/2 21:51,200,C54648,81065463,男,1995,2013,本科,公共浴室一,2007/7/6
11641543,1000093,2014/10/28 16:05,40,A75215,58058138,男,1995,2013,本科,公共浴室一,2007/7/6
11742625,1000093,2014/11/25 20:38,154,A79288,47035007,男,1993,2011,本科,公共浴室一,2007/7/6
11779080,1000093,2014/9/18 20:31,74,D76425,43118887,男,1992,2014,硕士,公共浴室一,2007/7/6
11797475,1000093,2014/10/13 17:02,86,B72211,85092604,女,1996,2014,本科,公共浴室一,2007/7/6
11610409,1000093,2014/12/3 21:48,40,A79312,26051531,男,1995,2013,本科,公共浴室一,2007/7/6
11646788,1000093,2014/9/10 22:12,200,B63153,16016188,男,1994,2013,本科,公共浴室一,2007/7/6
11744741,1000093,2014/11/13 20:26,200,A55109,48051790,女,1992,2011,本科,公共浴室一,2007/7/6
11673720,1000093,2014/12/17 20:34,168,E61355,94085536,女,1994,2013,本科,公共浴室一,2007/7/6
11817792,1000093,2014/11/19 19:43,158,D79472,32159768,男,1992,2014,硕士,公共浴室一,2007/7/6
11776754,1000093,2014/9/21 20:59,62,D77756,78067621,男,1994,2012,本科,公共浴室一,2007/7/6
11814304,1000093,2014/9/23 21:44,200,E68540,42067793,男,1996,2014,本科,公共浴室一,2007/7/6
11853450,1000093,2014/10/12 16:11,2,B42024,71060134,女,1994,2012,本科,公共浴室一,2007/7/6
11616210,1000093,2014/11/6 21:28,24,B76840,79001910,男,1993,2011,本科,公共浴室一,2007/7/6
11748756,1000093,2014/10/9 21:52,134,B58197,37000028,男,1995,2013,本科,公共浴室一,2007/7/6
11834135,1000093,2014/11/4 17:34,72,E74181,55159740,男,1992,2014,硕士,公共浴室一,2007/7/6
11572365,1000093,2014/10/31 20:28,200,E56119,42056970,男,1995,2013,本科,公共浴室一,2007/7/6
11748100,1000093,2014/9/12 19:15,14,E53027,54016643,男,1992,2011,本科,公共浴室一,2007/7/6
11582742,1000093,2014/10/20 20:34,114,B36581,36066079,男,1995,2013,本科,公共浴室一,2007/7/6
11731840,1000093,2014/10/22 17:06,200,A67815,36064617,男,1991,2011,本科,公共浴室一,2007/7/6
11828162,1000093,2014/10/23 18:21,118,C66811,84159359,男,1991,2014,硕士,公共浴室一,2007/7/6
11800705,1000093,2014/10/31 21:08,130,D72340,42134205,男,1993,2014,硕士,公共浴室一,2007/7/6
11798350,1000093,2015/1/12 18:14,196,B46314,99042754,男,1993,2011,本科,公共浴室一,2007/7/6
11724978,1000093,2014/12/8 21:26,200,A69995,52014404,女,1993,2011,本科,公共浴室一,2007/7/6
11655123,1000093,2014/12/19 16:35,120,A72411,89015838,女,1993,2011,本科,公共浴室一,2007/7/6
11673062,1000093,2014/10/29 21:57,32,B63546,28061008,男,1995,2013,本科,公共浴室一,2007/7/6
11619883,1000093,2014/11/10 16:27,62,A45480,93066365,女,1995,2013,本科,公共浴室一,2007/7/6
11596085,1000093,2015/1/11 17:35,44,E73639,48019758,男,1995,2013,本科,公共浴室一,2007/7/6
11771752,1000093,2014/12/25 17:06,200,B68387,44066857,男,1993,2011,本科,公共浴室一,2007/7/6
11796961,1000093,2014/12/28 19:08,98,D49379,75000207,女,1996,2014,本科,公共浴室一,2007/7/6
11751717,1000093,2014/12/25 21:39,200,A35878,88052474,男,1993,2011,本科,公共浴室一,2007/7/6
11776575,1000093,2014/12/4 21:38,92,A51051,87112609,男,1991,2014,硕士,公共浴室一,2007/7/6
11709638,1000093,2014/11/26 19:08,102,D63263,62057970,男,1993,2011,本科,公共浴室一,2007/7/6
11583949,1000093,2014/9/1 18:47,50,B77389,91053004,男,1994,2013,本科,公共浴室一,2007/7/6
11845055,1000093,2014/11/12 20:23,34,C72598,37091792,女,1993,2011,本科,公共浴室一,2007/7/6
11772337,1000093,2014/9/19 20:06,166,C76480,14022424,女,1993,2012,本科,公共浴室一,2007/7/6
11851958,1000093,2014/11/14 17:36,200,A75729,97070497,男,1993,2011,本科,公共浴室一,2007/7/6
11651554,1000093,2014/12/2 19:52,54,A53983,59015503,男,1995,2013,本科,公共浴室一,2007/7/6
11654979,1000093,2014/12/26 18:04,70,E45835,55050570,男,1994,2013,本科,公共浴室一,2007/7/6
11721784,1000093,2014/10/19 16:48,64,C69331,29032943,男,1992,2011,本科,公共浴室一,2007/7/6
11697705,1000093,2014/10/31 20:04,200,E74828,31065767,男,1993,2011,本科,公共浴室一,2007/7/6
11719094,1000093,2014/11/25 21:29,44,D76982,39051579,女,1992,2010,本科,公共浴室一,2007/7/6
11753366,1000093,2014/11/5 18:14,24,A78770,91011020,女,1992,2011,本科,公共浴室一,2007/7/6
11808887,1000093,2015/1/6 21:20,14,D57380,49181530,男,1992,2014,硕士,公共浴室一,2007/7/6
11847283,1000093,2014/9/18 21:11,172,C75475,93087668,男,1992,2011,本科,公共浴室一,2007/7/6
11617619,1000093,2014/10/16 19:59,200,D78300,69078129,女,1994,2013,本科,公共浴室一,2007/7/6
11737515,1000093,2014/11/16 19:09,176,B61527,77024394,女,1993,2011,本科,公共浴室一,2007/7/6
11560305,1000093,2014/10/30 15:51,200,E54498,31060659,男,1995,2013,本科,公共浴室一,2007/7/6
11593885,1000093,2014/11/12 21:21,6,B36514,94052125,男,1992,2011,本科,公共浴室一,2007/7/6
11625076,1000093,2015/1/15 20:23,52,D52027,42063928,男,1995,2013,本科,公共浴室一,2007/7/6
11720260,1000093,2014/9/13 18:20,158,A75053,17052716,男,1995,2013,本科,公共浴室一,2007/7/6
11584012,1000093,2014/9/19 17:53,92,B77389,91053004,男,1994,2013,本科,公共浴室一,2007/7/6
11653519,1000093,2014/12/8 20:52,36,D46110,15024295,男,1995,2013,本科,公共浴室一,2007/7/6
11691803,1000093,2014/12/1 20:52,6,A76377,87064323,男,1993,2013,本科,公共浴室一,2007/7/6
11693695,1000093,2014/11/27 21:29,150,E77596,85062810,女,1995,2013,本科,公共浴室一,2007/7/6
11876243,1000093,2014/9/26 21:14,40,D69782,91167415,男,1991,2014,硕士,公共浴室一,2007/7/6
11858131,1000093,2014/11/2 20:04,200,E76627,27021057,女,1994,2012,本科,公共浴室一,2007/7/6
11623384,1000093,2014/12/11 16:26,40,D75858,96055757,男,1995,2013,本科,公共浴室一,2007/7/6
11774268,1000093,2014/12/31 21:51,52,A53315,85027852,男,1993,2011,本科,公共浴室一,2007/7/6
11791999,1000093,2015/1/7 21:39,192,A63599,91133759,男,1993,2014,硕士,公共浴室一,2007/7/6
11874414,1000093,2014/9/23 16:38,6,E71984,66057008,女,1992,2011,本科,公共浴室一,2007/7/6
11836322,1000093,2014/11/13 18:38,200,C66555,97085957,女,1994,2012,本科,公共浴室一,2007/7/6
11686616,1000093,2014/11/25 20:54,200,D79538,32057936,男,1991,2011,本科,公共浴室一,2007/7/6
11874535,1000093,2014/12/2 17:04,2,E71984,66057008,女,1992,2011,本科,公共浴室一,2007/7/6
11802104,1000093,2014/12/28 21:43,102,D60163,49051727,男,1994,2013,本科,公共浴室一,2007/7/6
11654841,1000093,2014/11/23 17:02,164,B75865,28060162,女,1995,2013,本科,公共浴室一,2007/7/6
11778814,1000093,2014/12/8 21:43,200,A75936,68066275,男,1992,2011,本科,公共浴室一,2007/7/6
11871067,1000093,2014/11/28 20:37,200,D73974,52083468,女,1995,2014,本科,公共浴室一,2007/7/6
11580489,1000093,2014/12/21 19:10,152,A38102,87023450,男,1995,2013,本科,公共浴室一,2007/7/6
11700573,1000093,2014/9/28 18:21,6,E69096,51050701,男,1994,2013,本科,公共浴室一,2007/7/6
11820464,1000093,2014/10/31 17:06,16,A57162,13158784,男,1991,2014,硕士,公共浴室一,2007/7/6
11694252,1000093,2014/11/13 21:50,18,A65903,42064406,男,1994,2013,本科,公共浴室一,2007/7/6
11701548,1000093,2015/1/7 21:28,126,B23996,56066201,男,1993,2011,本科,公共浴室一,2007/7/6
11634911,1000093,2014/12/21 20:00,184,B77069,63058200,女,1994,2013,本科,公共浴室一,2007/7/6
11856664,1000093,2014/11/12 21:13,30,E74757,43008184,女,1992,2011,本科,公共浴室一,2007/7/6
11834369,1000093,2014/9/24 21:50,88,E76255,84068498,男,1992,2011,本科,公共浴室一,2007/7/6
11783145,1000093,2014/10/12 16:56,110,E63792,99035907,男,1993,2012,本科,公共浴室一,2007/7/6
11818599,1000093,2014/10/13 19:16,4,E40325,69159116,男,1993,2014,硕士,公共浴室一,2007/7/6
11573043,1000093,2014/9/1 21:06,70,D78403,66019703,男,1995,2013,本科,公共浴室一,2007/7/6
11848471,1000093,2014/11/11 19:26,48,C77860,88159080,男,1992,2014,硕士,公共浴室一,2007/7/6
11562020,1000093,2014/11/25 21:07,90,B69017,37024035,男,1995,2013,本科,公共浴室一,2007/7/6
11620095,1000093,2014/12/28 17:11,48,C73428,43064341,男,1994,2013,本科,公共浴室一,2007/7/6
11631511,1000093,2014/12/19 16:16,200,E24593,64059329,男,1995,2013,本科,公共浴室一,2007/7/6
11737233,1000093,2014/11/10 19:23,36,A72188,54067513,女,1995,2013,本科,公共浴室一,2007/7/6
11789307,1000093,2014/11/4 20:40,88,A69215,24159944,男,1991,2014,硕士,公共浴室一,2007/7/6
11865094,1000093,2014/12/29 19:40,124,B69270,25053413,男,1993,2011,本科,公共浴室一,2007/7/6
11594655,1000093,2015/1/6 20:55,14,D77890,68035944,女,1992,2011,本科,公共浴室一,2007/7/6
11603102,1000093,2014/11/14 22:07,36,B63832,75059604,男,1995,2013,本科,公共浴室一,2007/7/6
11600897,1000093,2014/9/24 21:46,116,B50451,11041698,男,1994,2011,本科,公共浴室一,2007/7/6
11851675,1000093,2014/11/4 17:27,90,D66598,71178938,男,1991,2014,硕士,公共浴室一,2007/7/6
11675370,1000093,2014/11/19 17:43,80,B36907,14015857,男,1993,2011,本科,公共浴室一,2007/7/6
11693643,1000093,2014/9/12 22:02,126,E77596,85062810,女,1995,2013,本科,公共浴室一,2007/7/6
11660364,1000093,2014/9/7 18:57,200,C77515,96050818,男,1995,2013,本科,公共浴室一,2007/7/6
11842434,1000093,2014/12/25 18:28,58,A68610,81016886,女,1994,2012,本科,公共浴室一,2007/7/6
11583680,1000093,2014/11/27 17:22,96,E77528,39102626,女,1995,2013,本科,公共浴室一,2007/7/6
11804617,1000093,2014/9/19 21:09,56,B72764,38130462,男,1992,2014,硕士,公共浴室一,2007/7/6
11742946,1000093,2014/11/9 17:13,162,E72820,41058628,男,1994,2012,本科,公共浴室一,2007/7/6
11807672,1000093,2015/1/9 21:09,26,B58131,56158894,男,1992,2014,硕士,公共浴室一,2007/7/6
11876099,1000093,2014/10/8 20:48,2,E60726,18158967,男,1993,2014,硕士,公共浴室一,2007/7/6
11645930,1000093,2014/10/22 15:56,20,B65850,64053892,女,1995,2013,本科,公共浴室一,2007/7/6
11686396,1000093,2014/10/19 22:15,200,A68687,55057518,男,1995,2012,本科,公共浴室一,2007/7/6
11623349,1000093,2014/11/11 21:56,40,D75858,96055757,男,1995,2013,本科,公共浴室一,2007/7/6
11642955,1000093,2015/1/11 19:33,200,B40015,35097553,女,1994,2013,本科,公共浴室一,2007/7/6
11660701,1000093,2014/9/25 21:21,64,A73239,72051289,男,1994,2013,本科,公共浴室一,2007/7/6
11786238,1000093,2015/1/15 18:06,62,B77979,86121659,男,1989,2014,硕士,公共浴室一,2007/7/6
11681441,1000093,2014/9/21 16:59,24,B70695,33037314,男,1993,2011,本科,公共浴室一,2007/7/6
11780310,1000093,2015/1/8 16:42,136,E35915,91079793,女,1996,2014,本科,公共浴室一,2007/7/6
11591552,1000093,2014/12/2 21:34,128,C48391,81062660,男,1995,2013,本科,公共浴室一,2007/7/6
11554468,1000093,2014/12/31 16:26,200,E64558,62061597,男,1994,2013,本科,公共浴室一,2007/7/6
11765324,1000093,2014/9/11 18:16,38,B65749,88015140,女,1994,2012,本科,公共浴室一,2007/7/6
11834930,1000093,2014/9/21 17:33,34,C39818,77047733,男,1994,2012,本科,公共浴室一,2007/7/6
11644956,1000093,2014/12/19 16:35,56,C79340,39057762,男,1995,2013,本科,公共浴室一,2007/7/6
11595189,1000093,2014/9/21 20:57,28,B79077,39029844,男,1994,2011,本科,公共浴室一,2007/7/6
11782443,1000093,2014/11/5 20:39,22,A55678,75130461,男,1993,2014,硕士,公共浴室一,2007/7/6
11705443,1000093,2014/11/28 18:25,40,D60504,84056598,男,1993,2011,本科,公共浴室一,2007/7/6
11778673,1000093,2014/12/29 17:23,40,B27867,99066902,女,1994,2014,本科,公共浴室一,2007/7/6
11635041,1000093,2014/11/28 18:38,14,D79658,72043364,女,1995,2013,本科,公共浴室一,2007/7/6
11560594,1000093,2014/10/9 21:40,140,A28372,61082706,女,1995,2013,本科,公共浴室一,2007/7/6
11666150,1000093,2014/9/26 20:55,16,E77514,11061139,男,1995,2013,本科,公共浴室一,2007/7/6
11753736,1000093,2014/9/14 16:57,200,C56831,83013002,男,1992,2011,本科,公共浴室一,2007/7/6
11631390,1000093,2014/12/25 20:30,168,A23281,44039675,男,1992,2011,本科,公共浴室一,2007/7/6
11842445,1000093,2014/12/18 19:27,104,A68610,81016886,女,1994,2012,本科,公共浴室一,2007/7/6
11581194,1000093,2014/9/16 21:22,48,B24517,55015149,男,1994,2013,本科,公共浴室一,2007/7/6
11591461,1000093,2014/12/8 19:02,12,C78975,45065584,男,1994,2013,本科,公共浴室一,2007/7/6
11656516,1000093,2014/9/24 21:36,150,C61780,34050669,女,1992,2011,本科,公共浴室一,2007/7/6
11775943,1000093,2014/9/29 21:31,106,A28270,93066176,女,1996,2014,本科,公共浴室一,2007/7/6
11559790,1000093,2014/11/28 22:14,148,D76958,75101363,男,1995,2013,本科,公共浴室一,2007/7/6
11701990,1000093,2014/11/11 21:45,190,D69434,89005652,男,1994,2013,本科,公共浴室一,2007/7/6
11613203,1000093,2014/11/27 20:42,112,B37578,84066769,男,1994,2013,本科,公共浴室一,2007/7/6
11789009,1000093,2014/11/20 17:36,80,D62278,44173249,男,1992,2014,硕士,公共浴室一,2007/7/6
11755270,1000093,2014/12/11 17:33,64,A38628,24106337,男,1992,2011,本科,公共浴室一,2007/7/6
11844616,1000093,2014/9/18 20:39,38,B43372,27067686,女,1993,2011,本科,公共浴室一,2007/7/6
11550561,1000093,2014/11/23 21:04,60,C75126,25050198,男,1994,2012,本科,公共浴室一,2007/7/6
11728709,1000093,2015/1/4 18:47,40,E46353,98000559,男,1992,2011,本科,公共浴室一,2007/7/6
11832480,1000093,2015/1/6 19:14,14,C60233,17158942,男,1992,2014,硕士,公共浴室一,2007/7/6
11812270,1000093,2014/9/18 21:22,184,B57137,37159086,男,1992,2014,硕士,公共浴室一,2007/7/6
11673518,1000093,2014/9/18 17:32,190,D68332,85076841,男,1995,2013,本科,公共浴室一,2007/7/6
11579850,1000093,2014/9/15 22:05,60,C58520,27065024,男,1996,2013,本科,公共浴室一,2007/7/6
11578869,1000093,2014/10/9 21:16,20,A69765,36056063,男,1995,2013,本科,公共浴室一,2007/7/6
11588626,1000093,2014/9/2 18:32,12,B28618,48058416,女,1993,2013,本科,公共浴室一,2007/7/6
11662192,1000093,2014/12/16 19:15,120,A70641,46015134,男,1994,2013,本科,公共浴室一,2007/7/6
11649524,1000093,2014/11/14 21:05,154,C52696,58015367,女,1995,2013,本科,公共浴室一,2007/7/6
11877065,1000093,2014/12/14 22:15,124,B23295,19105683,男,1995,2013,本科,公共浴室一,2007/7/6
11601662,1000093,2014/9/14 18:20,152,E59974,83057006,女,1995,2013,本科,公共浴室一,2007/7/6
11608090,1000093,2014/12/7 20:55,200,A45782,74071382,女,1994,2013,本科,公共浴室一,2007/7/6
11823464,1000093,2014/12/12 21:43,200,A52349,78017159,男,1995,2013,本科,公共浴室一,2007/7/6
11675827,1000093,2014/10/23 18:21,102,A52464,65056418,男,1993,2011,本科,公共浴室一,2007/7/6
11855404,1000093,2014/11/12 20:41,200,D77538,42076014,男,1993,2011,本科,公共浴室一,2007/7/6
11607913,1000093,2014/12/2 22:14,180,B68940,17050932,男,1995,2013,本科,公共浴室一,2007/7/6
11738907,1000093,2014/9/13 21:22,46,B38417,12055960,女,1993,2011,本科,公共浴室一,2007/7/6
11727798,1000093,2014/9/12 18:44,18,A71372,48067195,男,1992,2011,本科,公共浴室一,2007/7/6
11636597,1000093,2014/9/11 18:58,2,A36745,42043448,男,1991,2010,本科,公共浴室一,2007/7/6
11696879,1000093,2014/9/7 20:02,200,E57160,99055123,男,1993,2011,本科,公共浴室一,2007/7/6
11551525,1000093,2014/10/28 16:28,78,D42420,25012449,男,1996,2013,本科,公共浴室一,2007/7/6
11673885,1000093,2014/12/17 19:38,200,B51259,42080367,女,1995,2013,本科,公共浴室一,2007/7/6
11865833,1000093,2014/12/25 16:18,30,D43582,86065490,女,1992,2011,本科,公共浴室一,2007/7/6
11676551,1000093,2014/11/26 20:16,24,D58216,29054306,男,1994,2013,本科,公共浴室一,2007/7/6
11734632,1000093,2014/10/9 20:15,156,D56733,56064621,男,1992,2011,本科,公共浴室一,2007/7/6
11639574,1000093,2014/12/9 22:08,116,B72128,71058259,男,1992,2011,本科,公共浴室一,2007/7/6
11676573,1000093,2014/9/6 21:02,36,A73718,12051967,男,1995,2013,本科,公共浴室一,2007/7/6
11849888,1000093,2014/12/28 16:56,200,A69470,94061389,男,1993,2011,本科,公共浴室一,2007/7/6
11675908,1000093,2014/9/4 22:07,44,B23013,64052501,男,1992,2010,本科,公共浴室一,2007/7/6
11564033,1000093,2014/10/26 18:11,44,A49498,81055092,男,1994,2013,本科,公共浴室一,2007/7/6
11600430,1000093,2014/11/12 17:46,120,D58154,16070216,男,1995,2013,本科,公共浴室一,2007/7/6
11664102,1000093,2014/10/11 21:41,166,B51740,99010081,男,1995,2013,本科,公共浴室一,2007/7/6
11674091,1000093,2014/9/24 21:17,174,A69908,61026084,男,1996,2013,本科,公共浴室一,2007/7/6
11804157,1000093,2015/1/8 18:07,40,D60778,29163687,女,1991,2014,硕士,公共浴室一,2007/7/6
11837605,1000093,2014/9/28 20:42,96,C49158,33127528,男,1992,2014,硕士,公共浴室一,2007/7/6
11591956,1000093,2014/10/20 18:33,102,B60367,66053210,男,1995,2013,本科,公共浴室一,2007/7/6
11735916,1000093,2014/9/28 19:41,200,E72333,65065040,男,1993,2011,本科,公共浴室一,2007/7/6
11588537,1000093,2014/12/26 21:57,198,B67589,58067926,女,1995,2013,本科,公共浴室一,2007/7/6
11598259,1000093,2014/12/12 20:51,72,B58888,97049988,男,1994,2013,本科,公共浴室一,2007/7/6
11723384,1000093,2014/10/22 21:31,160,A49440,76019819,男,1995,2013,本科,公共浴室一,2007/7/6
11779800,1000093,2014/11/2 21:01,82,B59775,55159947,男,1990,2014,硕士,公共浴室一,2007/7/6
11863695,1000093,2014/9/27 20:43,18,A76998,17031052,女,1993,2011,本科,公共浴室一,2007/7/6
11605941,1000093,2015/1/14 19:03,200,B29106,34085317,男,1994,2013,本科,公共浴室一,2007/7/6
11783668,1000093,2015/1/6 16:47,200,D26315,35054648,女,1995,2014,本科,公共浴室一,2007/7/6
11626260,1000093,2014/11/12 21:56,44,A64081,64024643,男,1995,2013,本科,公共浴室一,2007/7/6
11792354,1000093,2014/11/12 21:25,86,A70718,81113142,男,1991,2014,硕士,公共浴室一,2007/7/6
11591681,1000093,2014/11/6 22:14,48,A53608,48051318,男,1995,2013,本科,公共浴室一,2007/7/6
11689053,1000093,2014/10/30 20:26,110,B78055,25005579,男,1994,2013,本科,公共浴室一,2007/7/6
11853494,1000093,2014/12/12 16:16,112,B42024,71060134,女,1994,2012,本科,公共浴室一,2007/7/6
11603234,1000093,2014/9/27 18:02,100,E74596,28053285,男,1992,2011,本科,公共浴室一,2007/7/6
11684274,1000093,2014/11/12 20:37,172,D73616,52046663,男,1995,2013,本科,公共浴室一,2007/7/6
11722717,1000093,2014/9/10 18:42,36,D55705,16067441,女,1992,2011,本科,公共浴室一,2007/7/6
11555768,1000093,2014/9/28 22:02,200,A63069,52065025,男,1995,2013,本科,公共浴室一,2007/7/6
11829588,1000093,2015/1/4 20:47,60,A62072,12035554,男,1993,2011,本科,公共浴室一,2007/7/6
11617887,1000093,2014/9/17 18:35,200,E79586,11059421,男,1995,2013,本科,公共浴室一,2007/7/6
