ID,商户代码,交易日期时间,交易金额,学生卡号,学生学号,学生性别,出生年,入学年,学生类型,商户名称,商户成立日期
11002646,1000092,2014/12/18 16:14,164,B62314,13099703,男,1995,2014,本科,公共浴室三,2007/7/6
10137342,1000091,2015/1/10 18:59,2,E44593,36065489,男,1994,2012,本科,公共浴室二,2007/7/6
11840530,1000093,2014/12/7 22:02,200,A47418,28053379,女,1996,2014,本科,公共浴室一,2007/7/6
1145780,1000095,2015/1/9 18:06,2,D76081,52048929,男,1996,2014,本科,独立浴室,2007/7/6
10346095,1000091,2014/10/5 19:27,32,C61708,66051744,男,1991,2010,本科,公共浴室二,2007/7/6
11727432,1000093,2014/9/27 21:57,200,C69808,65051352,男,1993,2011,本科,公共浴室一,2007/7/6
10191908,1000091,2014/11/26 17:12,200,B75643,55058767,女,1996,2014,本科,公共浴室二,2007/7/6
11783498,1000093,2014/12/21 20:51,200,E75768,56025932,女,1993,2011,本科,公共浴室一,2007/7/6
11004621,1000092,2014/10/31 21:01,200,B78863,91001892,女,1996,2014,本科,公共浴室三,2007/7/6
10146755,1000091,2014/12/8 21:09,22,D61953,53083567,男,1994,2012,本科,公共浴室二,2007/7/6
10983303,1000092,2014/9/13 21:45,114,D39106,49019704,男,1995,2014,本科,公共浴室三,2007/7/6
11067270,1000092,2014/10/7 21:04,148,E74678,99022747,女,1996,2014,本科,公共浴室三,2007/7/6
11718074,1000093,2015/1/9 16:38,200,E78025,69024290,男,1995,2013,本科,公共浴室一,2007/7/6
11616974,1000093,2014/9/11 19:42,62,D73266,59056077,男,1994,2013,本科,公共浴室一,2007/7/6
10035126,1000091,2014/10/21 21:46,16,D78873,76106146,男,1995,2013,本科,公共浴室二,2007/7/6
11757931,1000093,2014/12/31 17:23,158,A78788,42050521,男,1994,2011,本科,公共浴室一,2007/7/6
11668615,1000093,2014/11/4 16:22,10,C77181,15023436,女,1995,2013,本科,公共浴室一,2007/7/6
11862948,1000093,2014/10/31 18:58,20,E57458,47057715,女,1993,2011,本科,公共浴室一,2007/7/6
11589693,1000093,2014/12/7 17:02,92,C72787,16024591,男,1994,2013,本科,公共浴室一,2007/7/6
10982624,1000092,2014/9/28 22:10,150,B45009,25063537,男,1997,2014,本科,公共浴室三,2007/7/6
10028251,1000091,2014/10/22 16:56,58,C57599,41059280,男,1994,2012,本科,公共浴室二,2007/7/6
11860115,1000093,2014/10/16 19:37,26,B48957,82081139,男,1992,2011,本科,公共浴室一,2007/7/6
10231102,1000091,2014/11/27 18:58,60,B44257,35073960,男,1996,2014,本科,公共浴室二,2007/7/6
1055604,1000095,2014/12/30 19:55,154,E76548,29022406,男,1995,2014,本科,独立浴室,2007/7/6
11722850,1000093,2014/10/17 19:45,140,A43086,21046021,男,1992,2011,本科,公共浴室一,2007/7/6
11626892,1000093,2014/11/6 20:33,140,E73943,92012476,女,1995,2013,本科,公共浴室一,2007/7/6
10981207,1000092,2014/9/26 18:52,84,D67188,21079567,男,1996,2014,本科,公共浴室三,2007/7/6
11757437,1000093,2014/10/11 18:18,36,B42683,31030592,男,1993,2011,本科,公共浴室一,2007/7/6
10230882,1000091,2014/12/17 17:37,2,E49994,95054915,女,1996,2014,本科,公共浴室二,2007/7/6
11711683,1000093,2014/11/12 21:06,36,B79076,14090661,男,1992,2011,本科,公共浴室一,2007/7/6
10332135,1000091,2014/10/22 20:51,200,E77244,21054703,女,1996,2014,本科,公共浴室二,2007/7/6
11644574,1000093,2014/12/11 21:04,14,C50654,84066700,男,1994,2013,本科,公共浴室一,2007/7/6
10276577,1000091,2014/12/25 21:28,76,D57816,42058115,女,1996,2014,本科,公共浴室二,2007/7/6
11723834,1000093,2014/11/2 18:55,200,D72044,72053165,男,1991,2011,本科,公共浴室一,2007/7/6
11623631,1000093,2014/9/13 20:02,42,A76868,63067263,男,1995,2013,本科,公共浴室一,2007/7/6
11555971,1000093,2014/9/25 20:35,2,C57217,65065828,男,1995,2013,本科,公共浴室一,2007/7/6
10151347,1000091,2015/1/23 17:58,200,C78159,59007884,男,1992,2011,本科,公共浴室二,2007/7/6
11647846,1000093,2014/12/17 21:09,96,D62111,75089641,男,1995,2013,本科,公共浴室一,2007/7/6
10942228,1000092,2014/11/27 18:24,200,B47458,75067319,男,1995,2012,本科,公共浴室三,2007/7/6
11855772,1000093,2014/10/13 21:11,18,B41185,66070030,女,1993,2011,本科,公共浴室一,2007/7/6
10089306,1000091,2014/11/15 21:47,30,D76977,46031927,女,1994,2012,本科,公共浴室二,2007/7/6
975216,1000095,2015/1/11 17:03,28,A76194,22066226,男,1997,2014,本科,独立浴室,2007/7/6
991411,1000095,2015/1/11 18:38,168,E33799,64016341,男,1996,2014,本科,独立浴室,2007/7/6
10117557,1000091,2014/9/9 21:20,200,D45097,41065725,女,1993,2012,本科,公共浴室二,2007/7/6
10280957,1000091,2014/10/23 19:45,26,E50811,92067510,女,1994,2012,本科,公共浴室二,2007/7/6
11616011,1000093,2014/12/5 18:28,66,D78821,16067839,男,1995,2013,本科,公共浴室一,2007/7/6
11860720,1000093,2014/11/16 18:59,200,E29216,98055895,女,1994,2012,本科,公共浴室一,2007/7/6
10267310,1000091,2014/10/18 21:12,200,B77558,82054394,男,1995,2014,本科,公共浴室二,2007/7/6
10279001,1000091,2014/11/10 21:07,166,E56505,96024301,男,1994,2012,本科,公共浴室二,2007/7/6
10193456,1000091,2014/9/29 16:16,80,A75436,81067452,男,1996,2014,本科,公共浴室二,2007/7/6
10348363,1000091,2014/12/6 19:44,88,D42036,47024346,男,1994,2012,本科,公共浴室二,2007/7/6
10222967,1000091,2014/12/9 20:22,12,A59465,76066379,女,1996,2014,本科,公共浴室二,2007/7/6
11744782,1000093,2014/12/12 20:03,106,A55109,48051790,女,1992,2011,本科,公共浴室一,2007/7/6
11046399,1000092,2014/9/15 21:20,136,A45159,86099843,男,1996,2014,本科,公共浴室三,2007/7/6
10986036,1000092,2014/11/27 18:12,118,E78810,16054804,男,1996,2014,本科,公共浴室三,2007/7/6
11701991,1000093,2014/11/11 21:52,136,D69434,89005652,男,1994,2013,本科,公共浴室一,2007/7/6
10022837,1000091,2014/9/9 21:17,56,D68725,91025804,女,1995,2013,本科,公共浴室二,2007/7/6
10077197,1000091,2014/11/24 22:01,4,D29158,68042154,男,1994,2012,本科,公共浴室二,2007/7/6
11858382,1000093,2014/10/15 21:23,54,C71836,49081663,女,1993,2011,本科,公共浴室一,2007/7/6
11563766,1000093,2014/10/12 19:05,200,C77117,95067622,男,1995,2013,本科,公共浴室一,2007/7/6
10937752,1000092,2014/9/14 22:23,42,B61866,54067061,男,1996,2014,本科,公共浴室三,2007/7/6
11022465,1000092,2014/10/24 16:47,72,A74129,13075513,男,1996,2014,本科,公共浴室三,2007/7/6
11668697,1000093,2014/12/21 16:34,8,D59890,41101170,女,1995,2013,本科,公共浴室一,2007/7/6
10285217,1000091,2014/12/31 16:14,182,A60631,13071420,男,1993,2012,本科,公共浴室二,2007/7/6
10260429,1000091,2014/12/18 19:48,200,B71484,21039708,男,1994,2012,本科,公共浴室二,2007/7/6
10161124,1000091,2014/11/1 17:48,196,C58459,14007221,男,1992,2011,本科,公共浴室二,2007/7/6
10212025,1000091,2014/11/6 19:50,2,D72806,59058329,男,1994,2012,本科,公共浴室二,2007/7/6
1201668,1000095,2015/1/7 16:39,2,C74405,51050421,男,1996,2014,本科,独立浴室,2007/7/6
10954325,1000092,2014/11/7 18:38,200,B79213,24065953,男,1995,2014,本科,公共浴室三,2007/7/6
10097365,1000091,2015/1/22 16:34,22,E75461,34038957,男,1993,2011,本科,公共浴室二,2007/7/6
11647745,1000093,2015/1/16 21:33,144,E73697,84059759,女,1993,2011,本科,公共浴室一,2007/7/6
11558351,1000093,2014/12/22 22:12,48,D76807,26060454,男,1994,2012,本科,公共浴室一,2007/7/6
11759229,1000093,2014/12/24 21:49,2,B75985,87016343,男,1993,2011,本科,公共浴室一,2007/7/6
11854214,1000093,2014/11/13 17:18,200,B66852,18103032,男,1993,2011,本科,公共浴室一,2007/7/6
10257333,1000091,2014/12/15 16:16,200,D73276,99015763,男,1994,2012,本科,公共浴室二,2007/7/6
11651714,1000093,2014/12/29 18:09,8,C47462,69051565,男,1995,2013,本科,公共浴室一,2007/7/6
10111287,1000091,2014/12/29 17:40,76,D70119,26086990,男,1994,2012,本科,公共浴室二,2007/7/6
10184160,1000091,2014/11/5 21:08,66,E11647,37067835,男,1997,2014,本科,公共浴室二,2007/7/6
11764392,1000093,2014/10/15 19:02,188,E50833,29053160,女,1993,2011,本科,公共浴室一,2007/7/6
11044665,1000092,2014/11/16 21:49,140,E48449,98063994,男,1996,2014,本科,公共浴室三,2007/7/6
11643976,1000093,2014/11/18 21:53,4,E44209,93047740,男,1995,2013,本科,公共浴室一,2007/7/6
10123183,1000091,2014/9/28 15:00,58,B36225,96020232,男,1994,2012,本科,公共浴室二,2007/7/6
10950569,1000092,2014/10/9 20:55,166,E61474,82059513,男,1996,2014,本科,公共浴室三,2007/7/6
11757320,1000093,2015/1/12 17:47,28,E72214,33052069,男,1993,2011,本科,公共浴室一,2007/7/6
982679,1000095,2014/12/30 20:24,108,D36061,34066965,男,1997,2014,本科,独立浴室,2007/7/6
11680231,1000093,2014/12/2 21:18,64,D23865,54081583,男,1994,2013,本科,公共浴室一,2007/7/6
11647371,1000093,2014/12/22 18:22,178,C57939,85104918,男,1995,2013,本科,公共浴室一,2007/7/6
11745122,1000093,2014/9/23 19:11,98,C78354,57066597,女,1994,2011,本科,公共浴室一,2007/7/6
10926834,1000092,2014/9/13 21:56,36,C55232,33053769,女,1993,2012,本科,公共浴室三,2007/7/6
10213391,1000091,2014/10/17 20:45,200,D45328,82002275,女,1996,2014,本科,公共浴室二,2007/7/6
10188476,1000091,2014/10/25 16:34,72,D79603,37057536,女,1994,2012,本科,公共浴室二,2007/7/6
11836740,1000093,2014/12/2 21:51,200,C54648,81065463,男,1995,2013,本科,公共浴室一,2007/7/6
11641543,1000093,2014/10/28 16:05,40,A75215,58058138,男,1995,2013,本科,公共浴室一,2007/7/6
11047752,1000092,2014/12/12 16:12,186,A70411,34067757,男,1996,2014,本科,公共浴室三,2007/7/6
11742625,1000093,2014/11/25 20:38,154,A79288,47035007,男,1993,2011,本科,公共浴室一,2007/7/6
1150232,1000095,2015/1/19 20:53,200,A73797,38064872,男,1988,2014,本科,独立浴室,2007/7/6
11797475,1000093,2014/10/13 17:02,86,B72211,85092604,女,1996,2014,本科,公共浴室一,2007/7/6
10942526,1000092,2014/10/14 21:28,4,E46671,65060764,男,1996,2014,本科,公共浴室三,2007/7/6
10941554,1000092,2014/10/20 8:17,106,A70809,12071039,男,1996,2014,本科,公共浴室三,2007/7/6
10018921,1000091,2014/10/11 20:36,74,A54269,42054934,男,1995,2013,本科,公共浴室二,2007/7/6
11610409,1000093,2014/12/3 21:48,40,A79312,26051531,男,1995,2013,本科,公共浴室一,2007/7/6
11646788,1000093,2014/9/10 22:12,200,B63153,16016188,男,1994,2013,本科,公共浴室一,2007/7/6
10096366,1000091,2014/12/3 15:53,200,B50713,31098461,女,1994,2012,本科,公共浴室二,2007/7/6
982028,1000095,2014/12/24 19:52,200,D79143,33067381,男,1995,2014,本科,独立浴室,2007/7/6
11744741,1000093,2014/11/13 20:26,200,A55109,48051790,女,1992,2011,本科,公共浴室一,2007/7/6
10075993,1000091,2014/12/23 17:45,26,B65527,62087942,女,1994,2013,本科,公共浴室二,2007/7/6
10975458,1000092,2014/12/12 16:23,42,C59147,63098858,女,1996,2014,本科,公共浴室三,2007/7/6
845391,1000095,2014/11/11 9:06,148,D63791,38059243,男,1993,2011,本科,独立浴室,2007/7/6
11673720,1000093,2014/12/17 20:34,168,E61355,94085536,女,1994,2013,本科,公共浴室一,2007/7/6
10966833,1000092,2014/11/25 17:19,200,D64255,66052741,男,1995,2014,本科,公共浴室三,2007/7/6
11776754,1000093,2014/9/21 20:59,62,D77756,78067621,男,1994,2012,本科,公共浴室一,2007/7/6
11814304,1000093,2014/9/23 21:44,200,E68540,42067793,男,1996,2014,本科,公共浴室一,2007/7/6
10019640,1000091,2014/12/22 18:35,200,E56003,71054769,女,1994,2013,本科,公共浴室二,2007/7/6
951580,1000095,2015/1/13 15:50,180,A79579,71026090,男,1995,2014,本科,独立浴室,2007/7/6
11853450,1000093,2014/10/12 16:11,2,B42024,71060134,女,1994,2012,本科,公共浴室一,2007/7/6
11616210,1000093,2014/11/6 21:28,24,B76840,79001910,男,1993,2011,本科,公共浴室一,2007/7/6
11034249,1000092,2014/10/26 16:16,200,B69994,79066848,男,1997,2014,本科,公共浴室三,2007/7/6
10168070,1000091,2014/10/21 18:01,106,D76528,29061529,男,1994,2012,本科,公共浴室二,2007/7/6
10956901,1000092,2014/10/22 21:14,2,D79223,82022419,男,1996,2014,本科,公共浴室三,2007/7/6
11748756,1000093,2014/10/9 21:52,134,B58197,37000028,男,1995,2013,本科,公共浴室一,2007/7/6
10926830,1000092,2014/12/21 20:21,190,C33610,97105673,女,1995,2013,本科,公共浴室三,2007/7/6
11062474,1000092,2014/9/25 18:10,26,B73734,48063270,女,1997,2014,本科,公共浴室三,2007/7/6
10122858,1000091,2014/10/2 21:34,2,B69057,55039108,男,1994,2012,本科,公共浴室二,2007/7/6
11572365,1000093,2014/10/31 20:28,200,E56119,42056970,男,1995,2013,本科,公共浴室一,2007/7/6
11012143,1000092,2014/10/8 18:07,200,A42464,95087969,男,1996,2014,本科,公共浴室三,2007/7/6
1091297,1000095,2015/1/6 18:48,152,B64497,74096331,男,1995,2014,本科,独立浴室,2007/7/6
10288595,1000091,2014/10/16 20:24,150,B64919,65072950,女,1993,2012,本科,公共浴室二,2007/7/6
10176789,1000091,2014/11/13 21:59,118,D79595,79057753,男,1996,2014,本科,公共浴室二,2007/7/6
11748100,1000093,2014/9/12 19:15,14,E53027,54016643,男,1992,2011,本科,公共浴室一,2007/7/6
10266483,1000091,2014/9/20 18:23,20,B75394,32012021,女,1993,2012,本科,公共浴室二,2007/7/6
10173396,1000091,2014/9/28 14:51,18,C64733,75066847,男,1996,2014,本科,公共浴室二,2007/7/6
11582742,1000093,2014/10/20 20:34,114,B36581,36066079,男,1995,2013,本科,公共浴室一,2007/7/6
10100365,1000091,2014/11/10 19:01,162,E48528,95025931,男,1994,2012,本科,公共浴室二,2007/7/6
11731840,1000093,2014/10/22 17:06,200,A67815,36064617,男,1991,2011,本科,公共浴室一,2007/7/6
10902946,1000092,2014/9/27 21:52,176,B59048,36043260,男,1995,2013,本科,公共浴室三,2007/7/6
1008939,1000095,2015/1/13 15:11,200,D78155,86054494,女,1995,2014,本科,独立浴室,2007/7/6
10036670,1000091,2014/12/18 18:30,200,D58362,91062787,男,1993,2011,本科,公共浴室二,2007/7/6
691544,1000095,2014/10/5 19:37,6,D27197,17022631,男,1992,2010,本科,独立浴室,2007/7/6
11798350,1000093,2015/1/12 18:14,196,B46314,99042754,男,1993,2011,本科,公共浴室一,2007/7/6
10291651,1000091,2014/10/29 19:18,4,D68479,72071635,男,1994,2012,本科,公共浴室二,2007/7/6
11724978,1000093,2014/12/8 21:26,200,A69995,52014404,女,1993,2011,本科,公共浴室一,2007/7/6
10279904,1000091,2014/11/22 17:35,98,A72195,49049986,男,1994,2012,本科,公共浴室二,2007/7/6
10996172,1000092,2014/11/13 19:25,152,E34748,52014985,男,1996,2014,本科,公共浴室三,2007/7/6
11655123,1000093,2014/12/19 16:35,120,A72411,89015838,女,1993,2011,本科,公共浴室一,2007/7/6
11673062,1000093,2014/10/29 21:57,32,B63546,28061008,男,1995,2013,本科,公共浴室一,2007/7/6
11619883,1000093,2014/11/10 16:27,62,A45480,93066365,女,1995,2013,本科,公共浴室一,2007/7/6
10208827,1000091,2014/11/10 18:07,26,C40637,83015213,男,1997,2014,本科,公共浴室二,2007/7/6
11035912,1000092,2015/1/4 19:20,172,E75397,57066901,女,1996,2014,本科,公共浴室三,2007/7/6
11596085,1000093,2015/1/11 17:35,44,E73639,48019758,男,1995,2013,本科,公共浴室一,2007/7/6
10222832,1000091,2015/1/7 16:21,200,B78871,16048018,男,1993,2012,本科,公共浴室二,2007/7/6
11771752,1000093,2014/12/25 17:06,200,B68387,44066857,男,1993,2011,本科,公共浴室一,2007/7/6
11796961,1000093,2014/12/28 19:08,98,D49379,75000207,女,1996,2014,本科,公共浴室一,2007/7/6
10287615,1000091,2014/9/23 21:36,156,C59045,48061790,女,1994,2012,本科,公共浴室二,2007/7/6
10312371,1000091,2014/9/30 17:55,32,C70444,45054920,女,1996,2014,本科,公共浴室二,2007/7/6
1001559,1000095,2015/1/25 23:05,200,A79592,26062617,男,1995,2014,本科,独立浴室,2007/7/6
10118815,1000091,2014/11/15 17:39,52,B54046,26063028,男,1993,2011,本科,公共浴室二,2007/7/6
10044422,1000091,2014/12/15 15:56,100,E60237,15067188,女,1994,2013,本科,公共浴室二,2007/7/6
10122196,1000091,2014/11/17 20:03,8,B63280,27058605,男,1994,2012,本科,公共浴室二,2007/7/6
10039094,1000091,2015/1/28 19:05,178,C73833,73068792,男,1992,2011,本科,公共浴室二,2007/7/6
10312708,1000091,2014/11/25 21:48,200,D55611,46052768,女,1993,2012,本科,公共浴室二,2007/7/6
10172849,1000091,2014/9/18 17:19,44,A67652,52051477,男,1994,2012,本科,公共浴室二,2007/7/6
10133085,1000091,2014/10/13 21:40,2,E48347,18090719,男,1994,2012,本科,公共浴室二,2007/7/6
10235007,1000091,2015/1/6 19:13,200,A72500,42054048,女,1996,2014,本科,公共浴室二,2007/7/6
10318463,1000091,2014/11/19 17:20,170,E51662,56090505,女,1993,2012,本科,公共浴室二,2007/7/6
11077207,1000092,2014/12/4 18:22,48,B70696,92090705,男,1994,2013,本科,公共浴室三,2007/7/6
10216799,1000091,2014/11/15 21:53,86,A52079,12047113,女,1994,2012,本科,公共浴室二,2007/7/6
10162386,1000091,2014/10/28 16:18,200,E71106,63091117,女,1994,2012,本科,公共浴室二,2007/7/6
10113561,1000091,2014/10/4 19:03,200,B77086,25016889,女,1993,2012,本科,公共浴室二,2007/7/6
11751717,1000093,2014/12/25 21:39,200,A35878,88052474,男,1993,2011,本科,公共浴室一,2007/7/6
11709638,1000093,2014/11/26 19:08,102,D63263,62057970,男,1993,2011,本科,公共浴室一,2007/7/6
10951656,1000092,2014/12/12 21:36,128,E71784,98065130,女,1995,2014,本科,公共浴室三,2007/7/6
10279546,1000091,2015/1/6 19:47,164,D43040,33081118,女,1994,2012,本科,公共浴室二,2007/7/6
10069554,1000091,2014/9/16 19:32,200,E33137,41084914,女,1994,2012,本科,公共浴室二,2007/7/6
11583949,1000093,2014/9/1 18:47,50,B77389,91053004,男,1994,2013,本科,公共浴室一,2007/7/6
10303212,1000091,2014/12/24 21:18,200,B78732,69060492,女,1994,2012,本科,公共浴室二,2007/7/6
1033054,1000095,2014/12/22 17:21,16,A32420,95065727,女,1997,2014,本科,独立浴室,2007/7/6
11845055,1000093,2014/11/12 20:23,34,C72598,37091792,女,1993,2011,本科,公共浴室一,2007/7/6
1034135,1000095,2014/12/23 17:55,156,E68426,86065896,男,1996,2014,本科,独立浴室,2007/7/6
